State,States,COUNTY,County,Species_Group,Growing_Stock_A,Nongrowing_Stock_A,All_Sources_A,Growing_Stock_B,Nongrowing_Stock_B,All_Sources_B,Growing_Stock_C,Nongrowing_Stock_C,All_Sources_C,Growing_Stock_D,Nongrowing_Stock_D,All_Sources_D,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
VA 2012,VIRGINIA,NORTHUMBERLAND,Northumberland,Hardwood,774,45,819,179,254,433,304,199,503,"1,258",497,"1,755",43,0.78,0.45,0.80,18866,15019,7009,8010,12015,3004,VIRGINIA_NORTHUMBERLAND
VA 2012,VIRGINIA,NOTTOWAY,Nottoway,Hardwood,"1,459",78,"1,537",337,476,813,571,373,944,"2,367",927,"3,294",43,0.78,0.45,0.80,18866,28189,13153,15036,22551,5638,VIRGINIA_NOTTOWAY
VA 2012,VIRGINIA,ORANGE,Orange,Hardwood,887,55,942,206,292,498,350,229,579,"1,443",576,"2,019",43,0.78,0.45,0.80,18866,17278,8061,9217,13822,3456,VIRGINIA_ORANGE
VA 2012,VIRGINIA,PAGE,Page,Hardwood,205,11,216,47,67,114,80,53,133,332,131,463,43,0.78,0.45,0.80,18866,3962,1848,2114,3170,792,VIRGINIA_PAGE
VA 2012,VIRGINIA,PATRICK,Patrick,Hardwood,"6,255",377,"6,632","1,453","2,054","3,507","2,464","1,611","4,075","10,171","4,043","14,214",43,0.78,0.45,0.80,18866,121640,56755,64885,97312,24328,VIRGINIA_PATRICK
VA 2012,VIRGINIA,PITTSYLVANIA,Pittsylvania,Hardwood,"8,091",766,"8,857","1,940","2,744","4,684","3,291","2,152","5,443","13,323","5,661","18,984",43,0.78,0.45,0.80,18866,162460,75796,86664,129968,32492,VIRGINIA_PITTSYLVANIA
VA 2012,VIRGINIA,POWHATAN,Powhatan,Hardwood,976,57,"1,033",226,320,546,384,251,635,"1,586",628,"2,214",43,0.78,0.45,0.80,18866,18947,8840,10107,15157,3789,VIRGINIA_POWHATAN
VA 2012,VIRGINIA,PRINCE EDWARD,Prince Edward,Hardwood,"2,789",244,"3,033",664,940,"1,604","1,127",737,"1,864","4,580","1,921","6,501",43,0.78,0.45,0.80,18866,55634,25956,29678,44507,11127,VIRGINIA_PRINCE EDWARD
VA 2012,VIRGINIA,PRINCE GEORGE,Prince George,Hardwood,964,49,"1,013",222,314,536,377,246,623,"1,563",609,"2,172",43,0.78,0.45,0.80,18866,18587,8669,9918,14870,3717,VIRGINIA_PRINCE GEORGE
VA 2012,VIRGINIA,PRINCE WILLIAM,Prince William,Hardwood,576,27,603,132,187,319,224,147,371,932,361,"1,293",43,0.78,0.45,0.80,18866,11065,5160,5905,8852,2213,VIRGINIA_PRINCE WILLIAM
VA 2012,VIRGINIA,PULASKI,Pulaski,Hardwood,169,9,178,39,55,94,66,43,109,274,107,381,43,0.78,0.45,0.80,18866,3260,1523,1737,2608,652,VIRGINIA_PULASKI
VA 2012,VIRGINIA,RAPPAHANNOCK,Rappahannock,Hardwood,606,29,635,139,197,336,236,154,390,981,380,"1,361",43,0.78,0.45,0.80,18866,11647,5434,6213,9318,2329,VIRGINIA_RAPPAHANNOCK
VA 2012,VIRGINIA,RICHMOND,Richmond,Hardwood,"1,197",66,"1,263",277,391,668,469,307,776,"1,943",764,"2,707",43,0.78,0.45,0.80,18866,23166,10808,12357,18533,4633,VIRGINIA_RICHMOND
VA 2012,VIRGINIA,ROANOKE,Roanoke,Hardwood,757,61,818,179,253,432,304,198,502,"1,239",513,"1,752",43,0.78,0.45,0.80,18866,14993,7000,7993,11995,2999,VIRGINIA_ROANOKE
VA 2012,VIRGINIA,ROCKBRIDGE,Rockbridge,Hardwood,"3,345",176,"3,521",771,"1,091","1,862","1,309",855,"2,164","5,425","2,122","7,547",43,0.78,0.45,0.80,18866,64585,30132,34453,51668,12917,VIRGINIA_ROCKBRIDGE
VA 2012,VIRGINIA,ROCKINGHAM,Rockingham,Hardwood,"2,913",145,"3,058",670,947,"1,617","1,136",743,"1,879","4,719","1,835","6,554",43,0.78,0.45,0.80,18866,56087,26170,29918,44870,11217,VIRGINIA_ROCKINGHAM
VA 2012,VIRGINIA,RUSSELL,Russell,Hardwood,950,50,"1,000",219,310,529,372,243,615,"1,541",603,"2,144",43,0.78,0.45,0.80,18866,18348,8558,9790,14678,3670,VIRGINIA_RUSSELL
VA 2012,VIRGINIA,SCOTT,Scott,Hardwood,"2,086",95,"2,181",478,675,"1,153",810,530,"1,340","3,373","1,301","4,674",43,0.78,0.45,0.80,18866,39999,18664,21334,31999,8000,VIRGINIA_SCOTT
VA 2012,VIRGINIA,SHENANDOAH,Shenandoah,Hardwood,"1,694",82,"1,776",389,550,939,660,432,"1,092","2,743","1,064","3,807",43,0.78,0.45,0.80,18866,32579,15199,17381,26063,6516,VIRGINIA_SHENANDOAH
VA 2012,VIRGINIA,SMYTH,Smyth,Hardwood,"1,490",71,"1,561",342,483,825,580,379,959,"2,412",933,"3,345",43,0.78,0.45,0.80,18866,28626,13359,15267,22900,5725,VIRGINIA_SMYTH
VA 2012,VIRGINIA,SOUTHAMPTON,Southampton,Hardwood,"4,782",286,"5,068","1,110","1,570","2,680","1,883","1,231","3,114","7,775","3,087","10,862",43,0.78,0.45,0.80,18866,92954,43371,49583,74363,18591,VIRGINIA_SOUTHAMPTON
VA 2012,VIRGINIA,SPOTSYLVANIA,Spotsylvania,Hardwood,"1,083",57,"1,140",250,353,603,424,277,701,"1,757",687,"2,444",43,0.78,0.45,0.80,18866,20915,9756,11159,16732,4183,VIRGINIA_SPOTSYLVANIA
VA 2012,VIRGINIA,STAFFORD,Stafford,Hardwood,"2,485",128,"2,613",572,810,"1,382",971,635,"1,606","4,029","1,572","5,601",43,0.78,0.45,0.80,18866,47932,22361,25571,38345,9586,VIRGINIA_STAFFORD
VA 2012,VIRGINIA,SUFFOLK CITY,Suffolk City,Hardwood,"1,651",101,"1,752",384,543,927,651,426,"1,077","2,686","1,070","3,756",43,0.78,0.45,0.80,18866,32143,14993,17150,25714,6429,VIRGINIA_SUFFOLK CITY
VA 2012,VIRGINIA,SURRY,Surry,Hardwood,"2,744",156,"2,900",635,899,"1,534","1,078",704,"1,782","4,456","1,760","6,216",43,0.78,0.45,0.80,18866,53195,24817,28377,42556,10639,VIRGINIA_SURRY
VA 2012,VIRGINIA,SUSSEX,Sussex,Hardwood,"1,711",99,"1,810",396,561,957,672,440,"1,112","2,780","1,099","3,879",43,0.78,0.45,0.80,18866,33195,15489,17706,26556,6639,VIRGINIA_SUSSEX
VA 2012,VIRGINIA,TAZEWELL,Tazewell,Hardwood,"2,735",274,"3,009",659,932,"1,591","1,118",731,"1,849","4,512","1,937","6,449",43,0.78,0.45,0.80,18866,55189,25750,29439,44151,11038,VIRGINIA_TAZEWELL
VA 2012,VIRGINIA,VIRGINIA BEACH CITY,Virginia Beach City,Hardwood,118,8,126,28,39,67,47,31,78,193,78,271,43,0.78,0.45,0.80,18866,2319,1078,1241,1855,464,VIRGINIA_VIRGINIA BEACH CITY
VA 2012,VIRGINIA,WARREN,Warren,Hardwood,616,31,647,142,200,342,241,157,398,999,388,"1,387",43,0.78,0.45,0.80,18866,11870,5537,6333,9496,2374,VIRGINIA_WARREN
VA 2012,VIRGINIA,WASHINGTON,Washington,Hardwood,444,20,464,102,144,246,172,113,285,718,277,995,43,0.78,0.45,0.80,18866,8515,3971,4544,6812,1703,VIRGINIA_WASHINGTON
VA 2012,VIRGINIA,WESTMORELAND,Westmoreland,Hardwood,892,45,937,205,291,496,348,228,576,"1,446",563,"2,009",43,0.78,0.45,0.80,18866,17192,8019,9174,13754,3438,VIRGINIA_WESTMORELAND
VA 2012,VIRGINIA,WISE,Wise,Hardwood,"1,527",71,"1,598",350,495,845,594,388,982,"2,471",954,"3,425",43,0.78,0.45,0.80,18866,29310,13675,15635,23448,5862,VIRGINIA_WISE
VA 2012,VIRGINIA,WYTHE,Wythe,Hardwood,704,38,742,162,230,392,276,180,456,"1,142",448,"1,590",43,0.78,0.45,0.80,18866,13607,6350,7257,10885,2721,VIRGINIA_WYTHE
VT 2012,VERMONT,ADDISON,Addison,Hardwood,"1,141",430,"1,571",125,196,321,0,0,0,"1,266",626,"1,892",43,0.78,0.45,0.80,18866,16191,13444,2747,12953,3238,VERMONT_ADDISON
VT 2012,VERMONT,BENNINGTON,Bennington,Hardwood,"1,595",257,"1,853",213,352,565,915,82,996,"2,723",691,"3,414",43,0.78,0.45,0.80,18866,29216,15857,13359,23373,5843,VERMONT_BENNINGTON
VT 2012,VERMONT,CALEDONIA,Caledonia,Hardwood,"2,195","1,871","4,065",148,332,480,0,0,0,"2,342","2,203","4,545",43,0.78,0.45,0.80,18866,38895,34787,4108,31116,7779,VERMONT_CALEDONIA
VT 2012,VERMONT,CHITTENDEN,Chittenden,Hardwood,"1,073",763,"1,836",44,110,155,0,0,0,"1,117",874,"1,991",43,0.78,0.45,0.80,18866,17038,15712,1326,13631,3408,VERMONT_CHITTENDEN
VT 2012,VERMONT,ESSEX,Essex,Hardwood,"2,941","3,952","6,893",148,593,740,0,0,0,"3,089","4,545","7,633",43,0.78,0.45,0.80,18866,65321,58988,6333,52257,13064,VERMONT_ESSEX
VT 2012,VERMONT,FRANKLIN,Franklin,Hardwood,"1,609","1,058","2,667",125,234,359,0,0,0,"1,734","1,293","3,026",43,0.78,0.45,0.80,18866,25896,22823,3072,20717,5179,VERMONT_FRANKLIN
VT 2012,VERMONT,GRAND ISLE,Grand Isle,Hardwood,1,1,2,0,1,1,0,0,0,1,1,3,43,0.78,0.45,0.80,18866,26,17,9,21,5,VERMONT_GRAND ISLE
VT 2012,VERMONT,LAMOILLE,Lamoille,Hardwood,"2,251","1,216","3,467",235,402,637,0,0,0,"2,486","1,618","4,104",43,0.78,0.45,0.80,18866,35121,29670,5451,28097,7024,VERMONT_LAMOILLE
VT 2012,VERMONT,ORANGE,Orange,Hardwood,"2,031","1,279","3,310",164,303,467,0,0,0,"2,194","1,582","3,777",43,0.78,0.45,0.80,18866,32323,28326,3996,25858,6465,VERMONT_ORANGE
VT 2012,VERMONT,ORLEANS,Orleans,Hardwood,"1,762","1,340","3,102",179,302,481,0,0,0,"1,941","1,642","3,583",43,0.78,0.45,0.80,18866,30662,26546,4116,24530,6132,VERMONT_ORLEANS
VT 2012,VERMONT,RUTLAND,Rutland,Hardwood,"2,585","1,119","3,704",295,500,795,0,0,0,"2,880","1,619","4,499",43,0.78,0.45,0.80,18866,38501,31698,6803,30801,7700,VERMONT_RUTLAND
VT 2012,VERMONT,WASHINGTON,Washington,Hardwood,"1,194",926,"2,120",103,195,298,0,0,0,"1,298","1,120","2,418",43,0.78,0.45,0.80,18866,20693,18142,2550,16554,4139,VERMONT_WASHINGTON
VT 2012,VERMONT,WINDHAM,Windham,Hardwood,"2,574",815,"3,388",296,517,813,0,0,0,"2,870","1,332","4,201",43,0.78,0.45,0.80,18866,35951,28994,6957,28761,7190,VERMONT_WINDHAM
VT 2012,VERMONT,WINDSOR,Windsor,Hardwood,"3,527","1,401","4,929",336,591,927,191,13,204,"4,055","2,005","6,060",43,0.78,0.45,0.80,18866,51860,42181,9679,41488,10372,VERMONT_WINDSOR
WA 2012,WASHINGTON,ASOTIN,Asotin,Hardwood,92,2,94,3,14,17,0,0,0,95,15,111,43,0.78,0.45,0.80,18866,950,804,145,760,190,WASHINGTON_ASOTIN
WA 2012,WASHINGTON,CHELAN,Chelan,Hardwood,88,2,90,3,13,16,0,0,0,91,15,106,43,0.78,0.45,0.80,18866,907,770,137,726,181,WASHINGTON_CHELAN
WA 2012,WASHINGTON,CLALLAM,Clallam,Hardwood,"2,735",192,"2,927",103,284,387,0,0,0,"2,838",476,"3,314",43,0.78,0.45,0.80,18866,28360,25048,3312,22688,5672,WASHINGTON_CLALLAM
WA 2012,WASHINGTON,CLARK,Clark,Hardwood,"1,315",25,"1,340",49,148,198,0,0,0,"1,365",173,"1,538",43,0.78,0.45,0.80,18866,13162,11467,1694,10529,2632,WASHINGTON_CLARK
WA 2012,WASHINGTON,COWLITZ,Cowlitz,Hardwood,"2,906",326,"3,232",109,306,415,0,0,0,"3,015",632,"3,647",43,0.78,0.45,0.80,18866,31210,27659,3551,24968,6242,WASHINGTON_COWLITZ
WA 2012,WASHINGTON,FERRY,Ferry,Hardwood,80,1,82,3,12,15,0,0,0,83,13,96,43,0.78,0.45,0.80,18866,822,702,120,657,164,WASHINGTON_FERRY
WA 2012,WASHINGTON,GRAYS HARBOR,Grays Harbor,Hardwood,"4,170",343,"4,512",156,462,618,0,0,0,"4,326",804,"5,131",43,0.78,0.45,0.80,18866,43910,38612,5297,35128,8782,WASHINGTON_GRAYS HARBOR
WA 2012,WASHINGTON,ISLAND,Island,Hardwood,11,0,12,0,1,2,0,0,0,12,2,13,43,0.78,0.45,0.80,18866,111,103,9,89,22,WASHINGTON_ISLAND
WA 2012,WASHINGTON,JEFFERSON,Jefferson,Hardwood,"1,076",20,"1,096",40,123,163,0,0,0,"1,116",143,"1,259",43,0.78,0.45,0.80,18866,10774,9379,1395,8619,2155,WASHINGTON_JEFFERSON
WA 2012,WASHINGTON,KING,King,Hardwood,796,15,811,30,97,127,0,0,0,826,112,938,43,0.78,0.45,0.80,18866,8027,6940,1087,6422,1605,WASHINGTON_KING
WA 2012,WASHINGTON,KITSAP,Kitsap,Hardwood,556,10,566,21,77,98,0,0,0,577,87,664,43,0.78,0.45,0.80,18866,5682,4844,839,4546,1136,WASHINGTON_KITSAP
WA 2012,WASHINGTON,KITTITAS,Kittitas,Hardwood,129,2,131,5,19,24,0,0,0,134,21,155,43,0.78,0.45,0.80,18866,1326,1121,205,1061,265,WASHINGTON_KITTITAS
WA 2012,WASHINGTON,KLICKITAT,Klickitat,Hardwood,433,8,441,16,64,81,0,0,0,450,73,522,43,0.78,0.45,0.80,18866,4467,3774,693,3574,893,WASHINGTON_KLICKITAT
WA 2012,WASHINGTON,LEWIS,Lewis,Hardwood,"6,094",432,"6,526",229,649,878,0,0,0,"6,323","1,081","7,404",43,0.78,0.45,0.80,18866,63361,55848,7514,50689,12672,WASHINGTON_LEWIS
WA 2012,WASHINGTON,LINCOLN,Lincoln,Hardwood,36,1,37,1,5,7,0,0,0,38,6,44,43,0.78,0.45,0.80,18866,377,317,60,301,75,WASHINGTON_LINCOLN
WA 2012,WASHINGTON,MASON,Mason,Hardwood,"1,099",146,"1,245",41,135,176,0,0,0,"1,140",281,"1,421",43,0.78,0.45,0.80,18866,12161,10654,1506,9728,2432,WASHINGTON_MASON
WA 2012,WASHINGTON,OKANAGON,Okanagon,Hardwood,69,1,70,3,10,12,0,0,0,71,11,82,43,0.78,0.45,0.80,18866,702,599,103,561,140,WASHINGTON_OKANAGON
WA 2012,WASHINGTON,PACIFIC,Pacific,Hardwood,"2,420",187,"2,606",91,240,331,0,0,0,"2,510",427,"2,937",43,0.78,0.45,0.80,18866,25134,22301,2833,20107,5027,WASHINGTON_PACIFIC
WA 2012,WASHINGTON,PEND OREILLE,Pend Oreille,Hardwood,495,9,503,19,74,92,0,0,0,513,82,595,43,0.78,0.45,0.80,18866,5092,4305,787,4073,1018,WASHINGTON_PEND OREILLE
WA 2012,WASHINGTON,PIERCE,Pierce,Hardwood,"1,885",149,"2,033",71,227,297,0,0,0,"1,955",375,"2,331",43,0.78,0.45,0.80,18866,19948,17398,2550,15958,3990,WASHINGTON_PIERCE
WA 2012,WASHINGTON,SAN JUAN,San Juan,Hardwood,2,0,2,0,0,0,0,0,0,3,0,3,43,0.78,0.45,0.80,18866,26,17,9,21,5,WASHINGTON_SAN JUAN
WA 2012,WASHINGTON,SKAGIT,Skagit,Hardwood,"2,422",46,"2,468",91,251,342,0,0,0,"2,513",297,"2,810",43,0.78,0.45,0.80,18866,24047,21120,2927,19238,4809,WASHINGTON_SKAGIT
WA 2012,WASHINGTON,SKAMANIA,Skamania,Hardwood,141,3,143,5,17,22,0,0,0,146,19,165,43,0.78,0.45,0.80,18866,1412,1224,188,1130,282,WASHINGTON_SKAMANIA
WA 2012,WASHINGTON,SNOHOMISH,Snohomish,Hardwood,"2,050",182,"2,232",77,267,344,0,0,0,"2,127",449,"2,576",43,0.78,0.45,0.80,18866,22045,19101,2944,17636,4409,WASHINGTON_SNOHOMISH
WA 2012,WASHINGTON,SPOKANE,Spokane,Hardwood,619,11,629,23,92,115,0,0,0,642,103,745,43,0.78,0.45,0.80,18866,6376,5383,993,5100,1275,WASHINGTON_SPOKANE
WA 2012,WASHINGTON,STEVENS,Stevens,Hardwood,"1,195",21,"1,216",45,178,223,0,0,0,"1,240",199,"1,438",43,0.78,0.45,0.80,18866,12306,10406,1900,9845,2461,WASHINGTON_STEVENS
WA 2012,WASHINGTON,THURSTON,Thurston,Hardwood,"2,316",158,"2,474",87,245,332,0,0,0,"2,402",403,"2,806",43,0.78,0.45,0.80,18866,24013,21172,2841,19210,4803,WASHINGTON_THURSTON
WA 2012,WASHINGTON,WAHKIAKUM,Wahkiakum,Hardwood,"1,087",21,"1,108",41,115,156,0,0,0,"1,128",136,"1,264",43,0.78,0.45,0.80,18866,10817,9482,1335,8654,2163,WASHINGTON_WAHKIAKUM
WA 2012,WASHINGTON,WALLA WALLA,Walla Walla,Hardwood,3,0,3,0,0,1,0,0,0,3,0,3,43,0.78,0.45,0.80,18866,26,26,0,21,5,WASHINGTON_WALLA WALLA
WA 2012,WASHINGTON,WHATCOM,Whatcom,Hardwood,"2,760",53,"2,813",104,293,397,0,0,0,"2,864",346,"3,210",43,0.78,0.45,0.80,18866,27470,24073,3397,21976,5494,WASHINGTON_WHATCOM
WA 2012,WASHINGTON,YAKIMA,Yakima,Hardwood,0,361,361,0,0,0,0,0,0,0,361,361,43,0.78,0.45,0.80,18866,3089,3089,0,2471,618,WASHINGTON_YAKIMA
WI 2012,WISCONSIN,ADAMS,Adams,Hardwood,"1,409","1,915","3,324",98,518,616,0,0,0,"1,507","2,433","3,940",43,0.78,0.45,0.80,18866,33717,28446,5272,26974,6743,WISCONSIN_ADAMS
WI 2012,WISCONSIN,ASHLAND,Ashland,Hardwood,"4,973","1,556","6,528",347,"2,393","2,740",0,0,0,"5,319","3,949","9,268",43,0.78,0.45,0.80,18866,79313,55865,23448,63450,15863,WISCONSIN_ASHLAND
WI 2012,WISCONSIN,BARRON,Barron,Hardwood,"3,143","1,978","5,120",255,"1,086","1,341",0,0,0,"3,397","3,063","6,461",43,0.78,0.45,0.80,18866,55291,43816,11476,44233,11058,WISCONSIN_BARRON
WI 2012,WISCONSIN,BAYFIELD,Bayfield,Hardwood,"6,943","2,138","9,081",482,"3,220","3,703",0,0,0,"7,425","5,358","12,783",43,0.78,0.45,0.80,18866,109393,77713,31681,87515,21879,WISCONSIN_BAYFIELD
WI 2012,WISCONSIN,BROWN,Brown,Hardwood,246,179,425,20,115,135,0,0,0,266,294,560,43,0.78,0.45,0.80,18866,4792,3637,1155,3834,958,WISCONSIN_BROWN
WI 2012,WISCONSIN,BUFFALO,Buffalo,Hardwood,"1,131","1,303","2,433",121,493,614,0,0,0,"1,252","1,796","3,047",43,0.78,0.45,0.80,18866,26075,20821,5254,20860,5215,WISCONSIN_BUFFALO
WI 2012,WISCONSIN,BURNETT,Burnett,Hardwood,"4,106","2,141","6,247",233,"1,323","1,556",0,0,0,"4,339","3,464","7,803",43,0.78,0.45,0.80,18866,66776,53460,13316,53421,13355,WISCONSIN_BURNETT
WI 2012,WISCONSIN,CALUMET,Calumet,Hardwood,293,"1,432","1,725",5,23,28,0,0,0,299,"1,455","1,753",43,0.78,0.45,0.80,18866,15002,14762,240,12001,3000,WISCONSIN_CALUMET
WI 2012,WISCONSIN,CHIPPEWA,Chippewa,Hardwood,"3,481","1,868","5,348",297,"1,325","1,623",721,200,920,"4,499","3,393","7,891",43,0.78,0.45,0.80,18866,67529,45767,21762,54023,13506,WISCONSIN_CHIPPEWA
WI 2012,WISCONSIN,CLARK,Clark,Hardwood,"3,957","1,391","5,348",261,"1,670","1,931",0,0,0,"4,218","3,061","7,279",43,0.78,0.45,0.80,18866,62292,45767,16525,49833,12458,WISCONSIN_CLARK
WI 2012,WISCONSIN,COLUMBIA,Columbia,Hardwood,"1,731","1,862","3,593",77,423,500,0,0,0,"1,809","2,285","4,093",43,0.78,0.45,0.80,18866,35027,30748,4279,28021,7005,WISCONSIN_COLUMBIA
WI 2012,WISCONSIN,CRAWFORD,Crawford,Hardwood,925,326,"1,251",112,420,532,0,0,0,"1,038",745,"1,783",43,0.78,0.45,0.80,18866,15258,10706,4553,12207,3052,WISCONSIN_CRAWFORD
WI 2012,WISCONSIN,DANE,Dane,Hardwood,444,"1,786","2,230",39,167,206,152,36,188,635,"1,989","2,624",43,0.78,0.45,0.80,18866,22455,19084,3372,17964,4491,WISCONSIN_DANE
WI 2012,WISCONSIN,DODGE,Dodge,Hardwood,318,262,580,38,158,195,0,0,0,355,420,775,43,0.78,0.45,0.80,18866,6632,4963,1669,5306,1326,WISCONSIN_DODGE
WI 2012,WISCONSIN,DOOR,Door,Hardwood,215,"1,155","1,370",19,84,103,0,0,0,233,"1,239","1,472",43,0.78,0.45,0.80,18866,12597,11724,873,10078,2519,WISCONSIN_DOOR
WI 2012,WISCONSIN,DOUGLAS,Douglas,Hardwood,"7,109","2,018","9,127",407,"3,069","3,476",0,0,0,"7,517","5,087","12,603",43,0.78,0.45,0.80,18866,107853,78106,29747,86282,21571,WISCONSIN_DOUGLAS
WI 2012,WISCONSIN,DUNN,Dunn,Hardwood,"2,855",711,"3,565",233,"1,067","1,301",0,0,0,"3,088","1,778","4,866",43,0.78,0.45,0.80,18866,41642,30508,11134,33314,8328,WISCONSIN_DUNN
WI 2012,WISCONSIN,EAU CLAIRE,Eau Claire,Hardwood,"2,357",798,"3,155",132,725,857,0,0,0,"2,489","1,523","4,012",43,0.78,0.45,0.80,18866,34334,27000,7334,27467,6867,WISCONSIN_EAU CLAIRE
WI 2012,WISCONSIN,FLORENCE,Florence,Hardwood,"3,898","1,107","5,005",285,"1,875","2,161",0,0,0,"4,184","2,982","7,165",43,0.78,0.45,0.80,18866,61316,42831,18485,49053,12263,WISCONSIN_FLORENCE
WI 2012,WISCONSIN,FOND DU LAC,Fond du Lac,Hardwood,81,574,654,8,40,48,0,0,0,89,613,702,43,0.78,0.45,0.80,18866,6008,5597,411,4806,1202,WISCONSIN_FOND DU LAC
WI 2012,WISCONSIN,FOREST,Forest,Hardwood,"8,034","1,971","10,005",666,"4,002","4,669",0,0,0,"8,700","5,973","14,673",43,0.78,0.45,0.80,18866,125568,85620,39947,100454,25114,WISCONSIN_FOREST
WI 2012,WISCONSIN,GRANT,Grant,Hardwood,"1,227","1,338","2,565",138,530,668,0,0,0,"1,365","1,868","3,234",43,0.78,0.45,0.80,18866,27676,21951,5725,22141,5535,WISCONSIN_GRANT
WI 2012,WISCONSIN,GREEN,Green,Hardwood,260,991,"1,251",15,58,73,0,0,0,274,"1,050","1,324",43,0.78,0.45,0.80,18866,11330,10706,625,9064,2266,WISCONSIN_GREEN
WI 2012,WISCONSIN,GREEN LAKE,Green Lake,Hardwood,96,201,296,7,35,42,621,41,662,724,277,"1,001",43,0.78,0.45,0.80,18866,8566,2533,6033,6853,1713,WISCONSIN_GREEN LAKE
WI 2012,WISCONSIN,IOWA,Iowa,Hardwood,661,124,785,78,313,391,364,26,389,"1,102",463,"1,565",43,0.78,0.45,0.80,18866,13393,6718,6675,10714,2679,WISCONSIN_IOWA
WI 2012,WISCONSIN,IRON,Iron,Hardwood,"5,256","2,361","7,617",325,"2,502","2,827",0,0,0,"5,581","4,863","10,445",43,0.78,0.45,0.80,18866,89386,65184,24201,71508,17877,WISCONSIN_IRON
WI 2012,WISCONSIN,JACKSON,Jackson,Hardwood,"3,815","1,417","5,233",221,"1,427","1,648",0,0,0,"4,037","2,844","6,881",43,0.78,0.45,0.80,18866,58886,44783,14103,47109,11777,WISCONSIN_JACKSON
WI 2012,WISCONSIN,JEFFERSON,Jefferson,Hardwood,318,"1,374","1,692",8,33,41,0,0,0,326,"1,407","1,733",43,0.78,0.45,0.80,18866,14831,14480,351,11864,2966,WISCONSIN_JEFFERSON
WI 2012,WISCONSIN,JUNEAU,Juneau,Hardwood,"1,904","1,091","2,995",153,837,990,0,0,0,"2,057","1,928","3,984",43,0.78,0.45,0.80,18866,34094,25630,8464,27275,6819,WISCONSIN_JUNEAU
WI 2012,WISCONSIN,KENOSHA,Kenosha,Hardwood,8,655,663,1,4,5,0,0,0,9,659,668,43,0.78,0.45,0.80,18866,5717,5674,43,4573,1143,WISCONSIN_KENOSHA
WI 2012,WISCONSIN,KEWAUNEE,Kewaunee,Hardwood,350,118,469,39,178,216,0,0,0,389,296,685,43,0.78,0.45,0.80,18866,5862,4014,1848,4690,1172,WISCONSIN_KEWAUNEE
WI 2012,WISCONSIN,LA CROSSE,La Crosse,Hardwood,610,367,977,80,237,317,0,0,0,690,604,"1,294",43,0.78,0.45,0.80,18866,11074,8361,2713,8859,2215,WISCONSIN_LA CROSSE
WI 2012,WISCONSIN,LAFAYETTE,Lafayette,Hardwood,225,24,249,30,109,138,0,142,142,255,274,529,43,0.78,0.45,0.80,18866,4527,2131,2396,3622,905,WISCONSIN_LAFAYETTE
WI 2012,WISCONSIN,LANGLADE,Langlade,Hardwood,"11,657","4,091","15,748","1,609","3,843","5,452",187,9,196,"13,452","7,944","21,396",43,0.78,0.45,0.80,18866,183101,134767,48334,146481,36620,WISCONSIN_LANGLADE
WI 2012,WISCONSIN,LINCOLN,Lincoln,Hardwood,"7,987","3,524","11,511",426,"3,313","3,738",0,0,0,"8,413","6,837","15,249",43,0.78,0.45,0.80,18866,130497,98508,31989,104397,26099,WISCONSIN_LINCOLN
WI 2012,WISCONSIN,MANITOWOC,Manitowoc,Hardwood,661,"1,177","1,838",65,302,367,0,0,0,726,"1,479","2,205",43,0.78,0.45,0.80,18866,18870,15729,3141,15096,3774,WISCONSIN_MANITOWOC
WI 2012,WISCONSIN,MARATHON,Marathon,Hardwood,"6,680","5,096","11,776",413,"2,630","3,043",70,5,74,"7,163","7,731","14,894",43,0.78,0.45,0.80,18866,127459,100776,26683,101967,25492,WISCONSIN_MARATHON
WI 2012,WISCONSIN,MARINETTE,Marinette,Hardwood,"8,704","3,309","12,013",600,"3,902","4,502",366,22,388,"9,670","7,232","16,902",43,0.78,0.45,0.80,18866,144643,102804,41839,115714,28929,WISCONSIN_MARINETTE
WI 2012,WISCONSIN,MARQUETTE,Marquette,Hardwood,648,836,"1,483",35,164,199,0,0,0,683,"1,000","1,682",43,0.78,0.45,0.80,18866,14394,12691,1703,11515,2879,WISCONSIN_MARQUETTE
WI 2012,WISCONSIN,MENOMINEE,Menominee,Hardwood,"7,297","3,802","11,099",413,"2,613","3,027",0,0,0,"7,710","6,415","14,125",43,0.78,0.45,0.80,18866,120878,94982,25896,96702,24176,WISCONSIN_MENOMINEE
WI 2012,WISCONSIN,MILWAUKEE,Milwaukee,Hardwood,1,492,494,0,1,1,0,0,0,2,493,494,43,0.78,0.45,0.80,18866,4228,4228,0,3382,846,WISCONSIN_MILWAUKEE
WI 2012,WISCONSIN,MONROE,Monroe,Hardwood,"1,296",635,"1,931",110,543,653,0,0,0,"1,406","1,178","2,584",43,0.78,0.45,0.80,18866,22113,16525,5588,17691,4423,WISCONSIN_MONROE
