,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
PEPIN,WISCONSIN,WISCONSIN_PEPIN,2012,644145984,89.15761168,9.403676471,0.309143379,,,15.15962514,13.92573913,,,,12.79557958,140.7513754,,0.354432418,0.354432418,,0,,,,138.4121207,14.59867282,0.479927511,,,23.53445573,21.61891788,,,,19.86440946,218.5085041,,0.550236168,0.550236168,0,,,,,767.0461709,663.3986928,371.8723005,,,287.9321014,554.589372,,,,264.4838638,2909.322501,,,,,,,,,47.25353419,9.403676471,0.13911452,,,6.973427565,13.92573913,,,,7.769549188,85.46504106,,0.282344468,,,,,,,41.90407749,0,0.170028858,,,8.186197576,0,,,,5.026030392,55.28633431,,0.072087949,0.072087949,,,,,,75.78396993,7.993125,0.13911452,,,6.973427565,6.40584,,,,9.729547701,107.0250247,,0.28000161,0.28000161,,,,,,13.37364175,1.410551471,0.170028858,,,8.186197576,7.51989913,,,,3.066031879,33.72635067,,0.074430808,0.074430808,,,,,,13.37364175,14.59867282,0.21596738,,,10.82584963,21.61891788,,,,6.063304947,66.69635441,,0.438323727,0.438323727,,,,,,65.05369672,0,0.263960131,,,12.70860609,0,,,,7.802626295,85.82888924,,0.111912441,0.111912441,,,,,,117.6503026,,0.398339834,,,20.47497648,9.944702225,,,,14.84683211,163.3151532,,0.434686573,0.434686573,,,,,,20.7618181,,0.081587677,,,12.70860609,11.67421565,,,,4.522622753,49.74885028,,0.115549595,0.115549595,,,,,,406.5344706,,167.3425352,,,132.4487667,554.589372,,,,126.0915144,1387.006659,,,,,,,,,360.5117003,,204.5297653,,,155.4833348,0,,,,72.05248004,792.5772805,,,,,,,,,651.9892453,563.8888889,167.3425352,,,132.4487667,255.1111111,,,,177.0780547,1947.858602,,,,,,,,,115.0569256,99.50980392,204.5297653,,,155.4833348,299.4782609,,,,87.40580905,961.4638996,,,,,,,,
PIERCE,WISCONSIN,WISCONSIN_PIERCE,2012,1532550016,280.8669619,44.50703955,0.463714917,,,47.51959419,59.24054348,,,,43.25978541,475.8576395,,0.432527696,0.432527696,,0,,,,183.2677296,29.04116609,0.302577346,,,31.00687984,38.65488425,,,,28.22732371,310.5005608,,0.282227459,0.282227459,0,,,,,884.5646319,915.0326797,371.8723005,,,321.458442,693.236715,,,,318.6164769,3504.781246,,,,,,,,,148.8594898,44.50703955,0.208671713,,,21.85901333,59.24054348,,,,27.46747579,302.1422337,,0.348425089,,,,,,,132.0074721,0,0.255043204,,,25.66058086,0,,,,15.79230962,173.7154058,,0.084102608,0.084102608,,,,,,238.7369176,37.83098362,0.208671713,,,21.85901333,27.25065,,,,32.58862363,358.4748599,,0.34169688,0.34169688,,,,,,42.13004429,6.676055933,0.255043204,,,25.66058086,31.98989348,,,,10.67116178,117.3827795,,0.090830816,0.090830816,,,,,,42.13004429,29.04116609,0.136159806,,,14.26316473,38.65488425,,,,12.42254192,136.6479611,,0.227349897,0.227349897,,,,,,86.13583291,0,0.166417541,,,16.74371511,0,,,,10.30459656,113.3505621,,0.054877561,0.054877561,,,,,,155.7775702,,0.251139198,,,26.97598546,17.78124676,,,,20.07859416,220.8645357,,0.222959692,0.222959692,,,,,,27.49015944,,0.051438149,,,16.74371511,20.8736375,,,,6.51589502,71.67484522,,0.059267766,0.059267766,,,,,,468.8192549,,167.3425352,,,147.8708833,693.236715,,,,147.7269388,1624.996327,,,,,,,,,415.745377,,204.5297653,,,173.5875587,0,,,,79.3862701,873.2489711,,,,,,,,,751.8799371,777.7777778,167.3425352,,,147.8708833,318.8888889,,,,216.3760022,2380.136025,,,,,,,,,132.6846948,137.254902,204.5297653,,,173.5875587,374.3478261,,,,102.2404747,1124.645222,,,,,,,,
POLK,WISCONSIN,WISCONSIN_POLK,2012,2476790016,184.2266481,42.24705882,0.805513261,,,28.55408845,44.64097826,,,,30.04742869,330.5217156,,2.589158848,2.589158848,,0,,,,74.38121395,17.0571823,0.325224688,,,11.52866746,18.02372344,,,,12.13160118,133.447613,,1.045368736,1.045368736,0,,,,,746.9303983,869.2810458,298.3382298,,,256.3778986,524.8792271,,,,269.5806799,2965.387479,,,,,,,,,97.64012349,42.24705882,0.362480967,,,13.13488069,44.64097826,,,,19.80255222,217.8280745,,2.018462582,,,,,,,86.5865246,0,0.443032293,,,15.41920776,0,,,,10.24487647,112.6936411,,0.570696266,0.570696266,,,,,,156.5926509,35.91,0.362480967,,,13.13488069,20.53485,,,,22.65348625,249.1883488,,2.04543549,2.04543549,,,,,,27.63399721,6.337058824,0.443032293,,,15.41920776,24.10612826,,,,7.393942436,81.33336679,,0.543723358,0.543723358,,,,,,27.63399721,17.0571823,0.14635111,,,5.303187029,18.02372344,,,,6.816444109,74.9808852,,0.814951033,0.814951033,,,,,,34.95917056,0,0.178873579,,,6.225480426,0,,,,4.136352456,45.49987702,,0.230417703,0.230417703,,,,,,63.22403186,,0.269936491,,,10.02994069,8.290912781,,,,8.181482182,89.996304,,0.825841301,0.825841301,,,,,,11.15718209,,0.055288197,,,6.225480426,9.732810656,,,,2.717076137,29.88783751,,0.219527435,0.219527435,,,,,,395.8731111,,134.2522034,,,117.9338333,524.8792271,,,,117.2938375,1290.232212,,,,,,,,,351.0572872,,164.0860264,,,138.4440652,0,,,,65.35873788,718.9461167,,,,,,,,,634.8908386,738.8888889,134.2522034,,,117.9338333,241.4444444,,,,186.7410209,2054.15123,,,,,,,,,112.0395597,130.3921569,164.0860264,,,138.4440652,283.4347826,,,,82.83965908,911.2362499,,,,,,,,
PORTAGE,WISCONSIN,WISCONSIN_PORTAGE,2012,2131100032,87.06707736,31.00155882,0.274969243,,,10.56221722,24.48234783,,,,15.33881705,168.7269875,,18.81495478,18.81495478,,0,,,,40.85546246,14.54720959,0.129026906,,,4.956227799,11.488127,,,,7.197605376,79.17365914,,8.828752523,8.828752523,0,,,,,626.7651252,452.9411765,443.3053978,,,224.8236957,277.294686,,,,202.5130081,2227.643089,,,,,,,,,46.145551,31.00155882,0.123736159,,,4.858619922,24.48234783,,,,10.66118137,117.2729951,,14.98227881,,,,,,,40.92152636,0,0.151233084,,,5.7035973,0,,,,4.677635674,51.45399242,,3.832675975,3.832675975,,,,,,74.00701576,26.351325,0.123736159,,,4.858619922,11.26188,,,,11.66025768,128.2628345,,14.86381428,14.86381428,,,,,,13.0600616,4.650233824,0.151233084,,,5.7035973,13.22046783,,,,3.678559364,40.464153,,3.951140505,3.951140505,,,,,,13.0600616,14.54720959,0.058062108,,,2.279864788,11.488127,,,,4.143332509,45.5766576,,7.030302935,7.030302935,,,,,,19.20206736,0,0.070964798,,,2.676363012,0,,,,2.194939517,24.14433468,,1.798449588,1.798449588,,,,,,34.72714309,,0.107092332,,,4.311918185,5.284538422,,,,4.443069203,48.87376124,,6.974714493,6.974714493,,,,,,6.128319369,,0.021934574,,,2.676363012,6.203588582,,,,1.503020554,16.53322609,,1.85403803,1.85403803,,,,,,332.1855163,,199.487429,,,103.4189,277.294686,,,,91.23865313,1003.625184,,,,,,,,,294.5796088,,243.8179688,,,121.4047957,0,,,,65.98023733,725.7826106,,,,,,,,,532.7503564,385,199.487429,,,103.4189,127.5555556,,,,134.8212241,1483.033465,,,,,,,,,94.01476878,67.94117647,243.8179688,,,121.4047957,149.7391304,,,,67.69178401,744.6096241,,,,,,,,
PRICE,WISCONSIN,WISCONSIN_PRICE,2012,3309710080,4.359871379,9.857647059,0.316249028,,,1.133377665,6.006678261,,,,2.167382339,23.84120573,,17.11488065,17.11488065,,0,,,,1.317297066,2.978401981,0.095551882,,,0.342440165,1.814865386,,,,0.654855648,7.203412128,,5.171111738,5.171111738,0,,,,,520.8926378,640.5228758,312.3447195,,,254.4057609,475.3623188,,,,220.3528313,2423.881144,,,,,,,,,2.310731831,9.857647059,0.142312063,,,0.521353726,6.006678261,,,,1.883872294,20.72259523,,12.72352306,,,,,,,2.049139548,0,0.173936966,,,0.612023939,0,,,,0.283510045,3.118610498,,4.391357582,4.391357582,,,,,,3.705890672,8.379,0.142312063,,,0.521353726,2.763072,,,,1.551162846,17.06279131,,13.52075571,13.52075571,,,,,,0.653980707,1.478647059,0.173936966,,,0.612023939,3.243606261,,,,0.616219493,6.778414424,,3.594124936,3.594124936,,,,,,0.653980707,2.978401981,0.042998347,,,0.157522476,1.814865386,,,,0.56477689,6.212545786,,3.844301391,3.844301391,,,,,,0.619129621,0,0.052553535,,,0.184917689,0,,,,0.085660085,0.94226093,,1.326810348,1.326810348,,,,,,1.119702506,,0.079308062,,,0.297922943,0.834838077,,,,0.233177159,2.564948749,,4.085178273,4.085178273,,,,,,0.19759456,,0.01624382,,,0.184917689,0.980027308,,,,0.137878338,1.516661715,,1.085933465,1.085933465,,,,,,276.073098,,140.5551238,,,117.02665,475.3623188,,,,100.9017191,1109.91891,,,,,,,,,244.8195398,,171.7895957,,,137.3791109,0,,,,55.39882463,609.387071,,,,,,,,,442.7587421,544.4444444,140.5551238,,,117.02665,218.6666667,,,,146.3451627,1609.79679,,,,,,,,,78.13389567,96.07843137,171.7895957,,,137.3791109,256.6956522,,,,74.00766858,814.0843544,,,,,,,,
RACINE,WISCONSIN,WISCONSIN_RACINE,2012,882187008,96.08139444,7.22256966,18.7979557,,,39.80000636,10.81972174,,,,17.27216479,189.9938127,,0.060073291,0.060073291,,0,,,,108.9127289,8.187118598,21.308357,,,45.11515813,12.26465777,,,,19.57880204,215.3668224,,0.068095869,0.068095869,0,,,,,699.8171414,457.5163399,552.5560172,,,297.7927899,475.3623188,,,,248.3044607,2731.349068,,,,,,,,,50.92313905,7.22256966,8.459080067,,,18.30800293,10.81972174,,,,9.573251344,105.3057648,,0.048058633,,,,,,,45.15825538,0,10.33887564,,,21.49200344,0,,,,7.698913446,84.6880479,,0.012014658,0.012014658,,,,,,81.66918527,6.139184211,8.459080067,,,18.30800293,4.977072,,,,11.95525245,131.5077769,,0.0474579,0.0474579,,,,,,14.41220917,1.083385449,10.33887564,,,21.49200344,5.842649739,,,,5.316912343,58.48603577,,0.012615391,0.012615391,,,,,,14.41220917,8.187118598,9.588760649,,,20.75297274,12.26465777,,,,6.520571892,71.72629081,,0.054476695,0.054476695,,,,,,51.18898258,0,11.71959635,,,24.36218539,0,,,,8.727076432,95.99784075,,0.013619174,0.013619174,,,,,,92.57581956,,17.68593631,,,39.25018757,5.641742573,,,,15.5153686,170.6690546,,0.053795737,0.053795737,,,,,,16.33690933,,3.622420689,,,24.36218539,6.622915194,,,,5.094443061,56.03887367,,0.014300133,0.014300133,,,,,,370.903085,,248.6502077,,,136.9846833,475.3623188,,,,123.1900295,1355.090324,,,,,,,,,328.9140565,,303.9058094,,,160.8081065,0,,,,79.36279725,872.9907697,,,,,,,,,594.8445702,388.8888889,248.6502077,,,136.9846833,218.6666667,,,,158.8035017,1746.838519,,,,,,,,,104.9725712,68.62745098,303.9058094,,,160.8081065,256.6956522,,,,89.50095903,984.5105494,,,,,,,,
RICHLAND,WISCONSIN,WISCONSIN_RICHLAND,2012,1526169984,68.39098002,40.02352941,1.840767888,,,16.94555358,39.00169565,,,,16.62025266,182.8227792,,0.186227203,0.186227203,,0,,,,44.81216427,26.22481757,1.20613556,,,11.10331992,25.55527632,,,,10.89017136,119.791885,,0.122022582,0.122022582,0,,,,,582.2986805,617.6470588,413.191445,,,290.5616184,435.7487923,,,,233.9447595,2573.392354,,,,,,,,,36.24721941,40.02352941,0.828345549,,,7.794954648,39.00169565,,,,12.38957447,136.2853191,,0.144175899,,,,,,,32.14376061,0,1.012422338,,,9.150598935,0,,,,4.230678188,46.53746007,,0.042051304,0.042051304,,,,,,58.13233302,34.02,0.828345549,,,7.794954648,17.94078,,,,11.87164132,130.5880545,,0.14711949,0.14711949,,,,,,10.258647,6.003529412,1.012422338,,,9.150598935,21.06091565,,,,4.748611334,52.23472467,,0.039107713,0.039107713,,,,,,10.258647,26.22481757,0.542761002,,,5.107527163,25.55527632,,,,6.768902906,74.45793196,,0.094469096,0.094469096,,,,,,21.06171721,0,0.663374558,,,5.995792756,0,,,,2.772088452,30.49297297,,0.027553486,0.027553486,,,,,,38.09033963,,1.001092514,,,9.659888329,11.75542711,,,,6.050674758,66.55742234,,0.09639784,0.09639784,,,,,,6.72182464,,0.205043045,,,5.995792756,13.79984921,,,,2.672250965,29.39476062,,0.025624742,0.025624742,,,,,,308.6183007,,185.9361503,,,133.6583444,435.7487923,,,,106.3961588,1170.357746,,,,,,,,,273.6803798,,227.2552948,,,156.9032739,0,,,,65.78389485,723.6228434,,,,,,,,,494.9538784,525,185.9361503,,,133.6583444,200.4444444,,,,153.9992818,1693.992099,,,,,,,,,87.34480207,92.64705882,227.2552948,,,156.9032739,235.3043478,,,,79.94547774,879.4002551,,,,,,,,
ROCK,WISCONSIN,WISCONSIN_ROCK,2012,1880620032,318.333213,66.4627338,18.52308762,,,83.16228502,27.88356522,,,,51.43648847,565.8013732,,0.306373785,0.306373785,,0,,,,169.2703511,35.34086241,9.849457788,,,44.22067382,14.82679369,,,,27.35081388,300.8589527,,0.16291105,0.16291105,0,,,,,538.3615982,1075.163399,563.7612089,,,249.8041063,435.7487923,,,,286.2839104,3149.123015,,,,,,,,,168.7166029,66.4627338,8.335389429,,,38.25465111,27.88356522,,,,30.96529425,340.6182367,,0.252307823,,,,,,,149.6166101,0,10.18769819,,,44.90763391,0,,,,20.47119422,225.1831364,,0.054065962,0.054065962,,,,,,270.5832311,56.49332373,8.335389429,,,38.25465111,12.82644,,,,38.64930353,425.1423389,,0.24203529,0.24203529,,,,,,47.74998195,9.96941007,10.18769819,,,44.90763391,15.05712522,,,,12.78718493,140.6590343,,0.064338495,0.064338495,,,,,,47.74998195,35.34086241,4.432256005,,,20.34150996,14.82679369,,,,12.2691404,134.9605444,,0.134162042,0.134162042,,,,,,79.557065,0,5.417201783,,,23.87916386,0,,,,10.88534306,119.7387737,,0.028749009,0.028749009,,,,,,143.8797984,,8.175049964,,,38.47198623,6.820325096,,,,19.73471597,217.0818757,,0.12869973,0.12869973,,,,,,25.39055266,,1.674407824,,,23.87916386,8.006468591,,,,5.895059294,64.84565223,,0.034211321,0.034211321,,,,,,285.3316471,,253.692544,,,114.9098889,435.7487923,,,,108.9682872,1198.651159,,,,,,,,,253.0299512,,310.0686649,,,134.8942174,0,,,,69.79928335,767.7921168,,,,,,,,,457.6073585,913.8888889,253.692544,,,114.9098889,200.4444444,,,,194.0543125,2134.597437,,,,,,,,,80.75423973,161.2745098,310.0686649,,,134.8942174,235.3043478,,,,92.22959797,1014.525578,,,,,,,,
RUSK,WISCONSIN,WISCONSIN_RUSK,2012,2410560000,51.02888994,16.65794118,0.080551326,,,10.30210212,15.16108696,,,,9.323057152,102.5536287,,5.694948,5.694948,,0,,,,21.16889434,6.91040305,0.033416022,,,4.273738103,6.289446003,,,,3.867589752,42.54348727,,2.3625,2.3625,0,,,,,570.1233444,709.1503268,298.3382298,,,233.3696256,445.6521739,,,,225.6633701,2482.297071,,,,,,,,,27.04531167,16.65794118,0.036248097,,,4.738966976,15.16108696,,,,6.363955488,70.00351036,,4.223152367,,,,,,,23.98357827,0,0.044303229,,,5.563135146,0,,,,2.959101665,32.55011831,,1.471795633,1.471795633,,,,,,43.37455645,14.15925,0.036248097,,,4.738966976,6.9741,,,,6.928312152,76.21143368,,4.49900892,4.49900892,,,,,,7.654333492,2.498691176,0.044303229,,,5.563135146,8.186986957,,,,2.394745,26.342195,,1.19593908,1.19593908,,,,,,7.654333492,6.91040305,0.01503721,,,1.965919528,6.289446003,,,,2.283513928,25.11865321,,1.751938291,1.751938291,,,,,,9.94938034,0,0.018378812,,,2.307818576,0,,,,1.227557773,13.5031355,,0.610561709,0.610561709,,,,,,17.99356019,,0.027735298,,,3.71815215,2.893145161,,,,2.46325928,27.09585208,,1.866375,1.866375,,,,,,3.175334151,,0.005680724,,,2.307818576,3.396300842,,,,0.888513429,9.773647721,,0.496125,0.496125,,,,,,302.1653725,,134.2522034,,,107.3500278,445.6521739,,,,98.94197777,1088.361755,,,,,,,,,267.9579719,,164.0860264,,,126.0195978,0,,,,55.80635961,613.8699557,,,,,,,,,484.6048428,602.7777778,134.2522034,,,107.3500278,205,,,,153.3984852,1687.383337,,,,,,,,,85.51850166,106.372549,164.0860264,,,126.0195978,240.6521739,,,,72.26488488,794.9137337,,,,,,,,
SAINT CROIX,WISCONSIN,WISCONSIN_SAINT CROIX,2012,1905250048,321.6391344,40.005,0.927429985,,,53.291913,,,,,41.58634774,457.4498251,13.49554179,2.408938975,15.90448076,,0,,,,168.8172819,20.99724393,0.486775993,,,27.97108603,,,,,21.82723878,240.0996266,7.083344153,1.264368935,8.347713088,0,,,,,870.8012085,777.7777778,371.8723005,,,287.9321014,,,,,230.8383388,2539.221727,,,,,,,,,170.4687412,40.005,0.417343493,,,24.51427998,,,,,23.54053647,258.9459012,9.75581334,1.814213392,,,,,,,151.1703932,0,0.510086492,,,28.77763302,,,,,18.04581127,198.5039239,3.739728447,0.594725582,4.334454029,,,,,,273.3932642,34.00425,0.417343493,,,24.51427998,,,,,33.23291377,365.5620515,10.79643343,1.90306179,12.69949522,,,,,,48.24587016,6.00075,0.510086492,,,28.77763302,,,,,8.353433967,91.88777363,2.699108357,0.505877185,3.204985542,,,,,,48.24587016,20.99724393,0.219049197,,,12.86669957,,,,,8.232886285,90.56174914,5.120489749,0.952218001,6.07270775,,,,,,79.34412248,0,0.267726796,,,15.10438645,,,,,9.471623573,104.1878593,1.962854404,0.312150934,2.275005338,,,,,,143.4946896,,0.404024075,,,24.33484484,,,,,16.82335585,185.0569144,5.666675322,0.998851459,6.665526781,,,,,,25.32259228,,0.082751919,,,15.10438645,,,,,4.050973065,44.56070372,1.416668831,0.265517476,1.682186307,,,,,,461.5246405,,167.3425352,,,132.4487667,,,,,76.13159424,837.4475367,,,,,,,,,409.276568,,204.5297653,,,155.4833348,,,,,76.92896681,846.2186349,,,,,,,,,740.1810273,661.1111111,167.3425352,,,132.4487667,,,,,170.108344,1871.191784,,,,,,,,,130.6201813,116.6666667,204.5297653,,,155.4833348,,,,,60.7299948,668.0299428,,,,,,,,
SAUK,WISCONSIN,WISCONSIN_SAUK,2012,2199350016,182.4238276,27.92382353,8.10817128,,,31.54661017,54.00234783,,,,30.40047804,334.4052584,44.67991355,4.74579,49.42570355,,0,,,,82.94442732,12.69639818,3.686621602,,,14.34360604,24.55377609,,,,13.82248292,152.0473121,20.31505364,2.157814793,22.47286843,0,,,,,598.1795536,503.2679739,513.3378461,,,269.5254831,505.0724638,,,,238.938332,2628.321652,,,,,,,,,96.68462861,27.92382353,3.648677076,,,14.51144068,54.00234783,,,,19.67709177,216.4480095,38.1503648,4.223152367,,,,,,,85.73919895,0,4.459494204,,,17.03516949,0,,,,10.72338626,117.9572489,6.529548753,0.522637633,7.052186386,,,,,,155.0602534,23.73525,3.648677076,,,14.51144068,24.84108,,,,22.17967012,243.9763713,35.74393084,3.7491741,39.49310494,,,,,,27.36357413,4.188573529,4.459494204,,,17.03516949,29.16126783,,,,8.220807918,90.4288871,8.93598271,0.9966159,9.93259861,,,,,,27.36357413,12.69639818,1.658979721,,,6.598058777,24.55377609,,,,7.287078689,80.15786558,17.3461998,1.920182025,19.26638182,,,,,,38.98388084,0,2.027641881,,,7.74554726,0,,,,4.875706998,53.63277698,2.968853846,0.237632768,3.206486614,,,,,,70.50276322,,3.05989593,,,12.47893725,11.294737,,,,9.733633341,107.0699667,16.25204291,1.704673687,17.9567166,,,,,,12.4416641,,0.626725672,,,7.74554726,13.25903909,,,,3.407297612,37.48027373,4.063010728,0.453141107,4.516151835,,,,,,317.0351634,,231.0020308,,,123.9817222,505.0724638,,,,117.709138,1294.800518,,,,,,,,,281.1443902,,282.3358154,,,145.5437609,0,,,,70.90239664,779.9263631,,,,,,,,,508.4526205,427.7777778,231.0020308,,,123.9817222,232.3333333,,,,152.3547485,1675.902233,,,,,,,,,89.72693304,75.49019608,282.3358154,,,145.5437609,272.7391304,,,,86.58358358,952.4194194,,,,,,,,
SAWYER,WISCONSIN,WISCONSIN_SAWYER,2012,3498820096,17.15734592,7.393235294,0.080551326,,,2.159727417,7.501529348,,,,3.429238931,37.72162824,185.3176648,21.36806966,206.6857345,,0,,,,4.903751965,2.113065288,0.023022426,,,0.617273069,2.144016881,,,,0.980112963,10.78124259,52.9657598,6.107221598,59.0729814,0,,,,,743.2248613,869.2810458,298.3382298,,,222.1941787,584.2995169,,,,271.7337832,2989.071616,,,,,,,,,9.093393339,7.393235294,0.036248097,,,0.993474612,7.501529348,,,,2.501788069,27.51966876,132.5250223,15.77524625,,,,,,,8.063952583,0,0.044303229,,,1.166252805,0,,,,0.927450862,10.20195948,52.79264254,5.592823405,58.38546594,,,,,,14.58374403,6.28425,0.036248097,,,0.993474612,3.4507035,,,,2.534842024,27.88326227,148.2541318,16.88077503,165.1349069,,,,,,2.573601888,1.108985294,0.044303229,,,1.166252805,4.050825848,,,,0.894396907,9.838365972,37.06353296,4.487294628,41.55082759,,,,,,2.573601888,2.113065288,0.010360092,,,0.283945612,2.144016881,,,,0.712498976,7.837488736,37.87706102,4.508733179,42.3857942,,,,,,2.304763424,0,0.012662334,,,0.333327457,0,,,,0.265075322,2.915828537,15.08869879,1.598488419,16.68718721,,,,,,4.168189171,,0.019108613,,,0.53702757,0.986247765,,,,0.571057312,6.281630431,42.37260784,4.824705063,47.19731291,,,,,,0.735562795,,0.003913812,,,0.333327457,1.157769115,,,,0.223057318,2.453630498,10.59315196,1.282516536,11.8756685,,,,,,393.9091765,,134.2522034,,,102.2093222,584.2995169,,,,121.4670219,1336.137241,,,,,,,,,349.3156848,,164.0860264,,,119.9848565,0,,,,63.33865677,696.7252245,,,,,,,,,631.7411321,738.8888889,134.2522034,,,102.2093222,268.7777778,,,,187.5869324,2063.456257,,,,,,,,,111.4837292,130.3921569,164.0860264,,,119.9848565,315.5217391,,,,84.14685081,925.6153589,,,,,,,,
SHAWANO,WISCONSIN,WISCONSIN_SHAWANO,2012,2355120128,182.4980071,116.7075,5.424876272,,,31.14831724,45.26667391,,,,38.10453745,419.149912,64.22577116,8.956927709,73.18269886,,0,,,,77.48989317,49.55479706,2.303439305,,,13.22578703,19.22053715,,,,16.17944537,177.9738991,27.27069859,3.803172332,31.07387092,0,,,,,810.4538907,892.1568627,435.6018285,,,346.4388527,564.4927536,,,,304.9144188,3354.058607,,,,,,,,,96.72394377,116.7075,2.441194322,,,14.32822593,45.26667391,,,,27.54675379,303.0142917,47.21300193,6.698171962,,,,,,,85.77406334,0,2.983681949,,,16.82009131,0,,,,10.55778366,116.1356203,17.01276923,2.258755747,19.27152497,,,,,,155.123306,99.201375,2.441194322,,,14.32822593,20.82267,,,,29.19167713,321.1084484,51.38061692,7.07597289,58.45658981,,,,,,27.37470107,17.506125,2.983681949,,,16.82009131,24.44400391,,,,8.912860324,98.04146356,12.84515423,1.880954819,14.72610905,,,,,,27.37470107,49.55479706,1.036547687,,,6.083862034,19.22053715,,,,10.3270445,113.5974895,20.04696124,2.844089302,22.89105054,,,,,,36.42024979,0,1.266891618,,,7.141924996,0,,,,4.48290664,49.31197304,7.223737348,0.959083029,8.182820377,,,,,,65.86640919,,1.911854623,,,11.50643472,8.841447089,,,,8.812614562,96.93876018,21.81655887,3.004506142,24.82106501,,,,,,11.62348398,,0.391584682,,,7.141924996,10.37909006,,,,2.953608371,32.48969209,5.454139718,0.79866619,6.252805908,,,,,,429.5405621,,196.0208228,,,159.3618722,564.4927536,,,,134.9416011,1484.357612,,,,,,,,,380.9133286,,239.5810057,,,187.0769804,0,,,,80.75713148,888.3284462,,,,,,,,,688.8858071,758.3333333,196.0208228,,,159.3618722,259.6666667,,,,206.2268502,2268.495352,,,,,,,,,121.5680836,133.8235294,239.5810057,,,187.0769804,304.826087,,,,98.68756861,1085.563255,,,,,,,,
