,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
WASECA,MINNESOTA,MINNESOTA_WASECA,2012,1121289984,474.9271181,4.77764533,,,0.319140239,109.7659096,4.335401888,,,,59.41252151,653.5377367,5.39137053,0.120146582,5.511517112,,0,,,,423.5542321,4.260847237,,,0.284618826,97.8925266,3.866441286,,,,52.9858666,582.8445326,4.808185757,0.107150321,4.915336078,0,,,,,953.3817487,869.2810458,,,317.2469909,339.2076812,683.3333333,,,,316.24508,3478.69588,,,,,,,,,251.7113726,4.77764533,,,0.143613108,50.49231841,4.335401888,,,,31.14603513,342.6063865,5.237331372,0.102124595,,,,,,,223.2157455,0,,,0.175527131,59.27359118,0,,,,28.26648638,310.9313502,0.154039158,0.018021987,0.172061145,,,,,,403.6880504,4.060998531,,,0.264886398,50.49231841,1.994284869,,,,46.05005386,506.5505925,4.313096424,0.0949158,4.408012224,,,,,,71.23906772,0.7166468,,,0.054253841,59.27359118,2.34111702,,,,13.36246766,146.9871442,1.078274106,0.025230782,1.103504888,,,,,,71.23906772,4.260847237,,,0.128078472,45.03056224,3.866441286,,,,12.45249969,136.9774966,4.670809021,0.091077773,4.761886794,,,,,,199.0704891,0,,,0.156540354,52.86196436,0,,,,25.20889938,277.2978932,0.137376736,0.016072548,0.153449284,,,,,,360.0210973,,,,0.236233626,85.16649814,1.778562992,,,,44.7202392,491.9226312,3.846548605,0.084648754,3.931197359,,,,,,63.53313481,,,,0.0483852,52.86196436,2.087878295,,,,11.85313627,130.3844989,0.961637151,0.022501568,0.984138719,,,,,,505.2923268,,,,142.7611459,156.0355333,683.3333333,,,,148.7422339,1636.164573,,,,,,,,,448.0894219,,,,174.485845,183.1721478,0,,,,80.57474147,886.3221561,,,,,,,,,810.3744864,738.8888889,,,263.3150024,156.0355333,314.3333333,,,,228.2947244,2511.241969,,,,,,,,,143.0072623,130.3921569,,,53.93198844,183.1721478,369,,,,87.95035554,967.453911,,,,,,,,
WASHINGTON,MINNESOTA,MINNESOTA_WASHINGTON,2012,1095600000,75.25666261,1.334329138,,,,13.08296416,11.32749783,,,,10.10014537,111.1015991,23.11443143,0.366447076,23.48087851,,0,,,,68.68990745,1.217898081,,,,11.94136926,10.33908162,,,,9.218825642,101.4070821,21.09750952,0.334471592,21.43198111,0,,,,,872.3892958,736.6013072,,,,239.2860386,534.7826087,,,,238.305925,2621.365175,,,,,,,,,39.88603118,1.334329138,,,,6.018163515,11.32749783,,,,5.856602166,64.42262383,14.7963169,0.27032981,,,,,,,35.37063142,0,,,,7.064800648,0,,,,4.243543207,46.67897528,8.318114532,0.096117266,8.414231798,,,,,,63.96816322,1.134179767,,,,6.018163515,5.210649,,,,7.63311555,83.96427105,18.49154514,0.28949319,18.78103833,,,,,,11.28849939,0.200149371,,,,7.064800648,6.116848826,,,,2.467029824,27.13732806,4.622886286,0.076953886,4.699840172,,,,,,11.28849939,1.217898081,,,,5.49302986,10.33908162,,,,2.833850896,31.17235985,13.50521805,0.246741338,13.75195939,,,,,,32.2842565,0,,,,6.448339401,0,,,,3.87325959,42.60585549,7.592291468,0.087730254,7.680021721,,,,,,58.38642134,,,,,10.38899126,4.755977547,,,,7.353139014,80.88452915,16.87800762,0.264232558,17.14224017,,,,,,10.30348612,,,,,6.448339401,5.583104076,,,,2.23349296,24.56842256,4.219501904,0.070239034,4.289740938,,,,,,462.3663268,,,,,110.0715778,534.7826087,,,,110.7220513,1217.942565,,,,,,,,,410.022969,,,,,129.2144609,0,,,,53.92374299,593.1611729,,,,,,,,,741.5309015,626.1111111,,,,110.0715778,246,,,,172.371359,1896.084949,,,,,,,,,130.8583944,110.4901961,,,,129.2144609,288.7826087,,,,65.934566,725.280226,,,,,,,,
WATONWAN,MINNESOTA,MINNESOTA_WATONWAN,2012,1139059968,515.38928,2.149411765,,,0.205161582,122.6396102,2.372830435,,,,64.2756294,707.0319234,0.008557731,,0.008557731,,0,,,,452.4689608,1.887004921,,,0.180114821,107.6673868,2.083147948,,,,56.42866154,620.7152769,0.007512977,,0.007512977,0,,,,,922.1493649,915.0326797,,,317.2469909,321.458442,673.4299517,,,,314.9317429,3464.249172,,,,,,,,,273.1563184,2.149411765,,,0.092322712,56.4142207,2.372830435,,,,33.4185104,367.6036144,0.008557731,,,,,,,,242.2329616,0,,,0.11283887,66.22538952,0,,,,30.857119,339.428309,0,,0,,,,,,438.080888,1.827,,,0.170284113,56.4142207,1.091502,,,,49.75838949,547.3422843,0.006846185,,0.006846185,,,,,,77.30839201,0.322411765,,,0.034877469,66.22538952,1.281328435,,,,14.51723992,159.6896391,0.001711546,,0.001711546,,,,,,77.30839201,1.887004921,,,0.081051669,49.52699795,2.083147948,,,,13.08865945,143.9752539,0.007512977,,0.007512977,,,,,,212.6604116,0,,,0.099063152,58.1403889,0,,,,27.08998636,297.98985,0,,0,,,,,,384.5986167,,,,0.149495301,93.67062656,0.958248056,,,,47.93769866,527.3146853,0.006010381,,0.006010381,,,,,,67.87034412,,,,0.03061952,58.1403889,1.124899892,,,,12.71662524,139.8828777,0.001502595,,0.001502595,,,,,,488.7391634,,,,142.7611459,147.8708833,673.4299517,,,,145.2801144,1598.081259,,,,,,,,,433.4102015,,,,174.485845,173.5875587,0,,,,78.14836052,859.6319657,,,,,,,,,783.8269602,777.7777778,,,263.3150024,147.8708833,309.7777778,,,,228.2568401,2510.825242,,,,,,,,,138.3224047,137.254902,,,53.93198844,173.5875587,363.6521739,,,,86.67490277,953.4239305,,,,,,,,
WILKIN,MINNESOTA,MINNESOTA_WILKIN,2012,1945459968,374.1351073,1.370185736,,,140.658208,176.5241703,4.277191304,,,,69.69648627,766.661349,0.59904117,,0.59904117,,0,,,,192.3119023,0.704299116,,,72.30074653,90.73647015,2.19855015,,,,35.82519683,394.0771651,0.3079175,,0.3079175,0,,,,,879.80037,846.4052288,,,425.0969613,274.1271377,614.0096618,,,,303.9439359,3343.383295,,,,,,,,,198.2916069,1.370185736,,,63.29619361,81.20111834,4.277191304,,,,34.84362959,383.2799255,0.590483439,,,,,,,,175.8435004,0,,,77.36201441,95.32305197,0,,,,34.85285668,383.3814235,0.008557731,,0.008557731,,,,,,318.0148412,1.164657876,,,116.7463127,81.20111834,1.967508,,,,51.90944381,571.0038819,0.479232936,,0.479232936,,,,,,56.1202661,0.20552786,,,23.91189536,95.32305197,2.309683304,,,,17.78704246,195.6574671,0.119808234,,0.119808234,,,,,,56.1202661,0.704299116,,,32.53533594,41.73877627,2.19855015,,,,13.32972276,146.6269503,0.303518679,,0.303518679,,,,,,90.38659409,0,,,39.76541059,48.99769388,0,,,,17.91496986,197.0646684,0.004398821,,0.004398821,,,,,,163.465117,,,,60.00961962,78.94072903,1.011333069,,,,30.34267987,333.7694786,0.246334,,0.246334,,,,,,28.84678535,,,,12.29112691,48.99769388,1.187217081,,,,9.132282322,100.4551055,0.0615835,,0.0615835,,,,,,466.2941961,,,,191.2936326,126.0984833,614.0096618,,,,139.7695974,1537.465571,,,,,,,,,413.5061739,,,,233.8033287,148.0286543,0,,,,79.53381569,874.8719726,,,,,,,,,747.8303145,719.4444444,,,352.8304778,126.0984833,282.4444444,,,,222.8648165,2451.512981,,,,,,,,,131.9700555,126.9607843,,,72.26648341,148.0286543,331.5652174,,,,81.0791195,891.8703145,,,,,,,,
WINONA,MINNESOTA,MINNESOTA_WINONA,2012,1661639936,285.4090663,60.70235294,,,,37.32239007,74.42970652,,,,45.78635159,503.6498674,15.07872202,0.420513038,15.49923506,,0,,,,171.7634851,36.53159245,,,,22.46117782,44.79292108,,,,27.55491764,303.104094,9.074602563,0.253071095,9.327673658,0,,,,,939.6183253,960.7843137,,,,349.0683696,762.5603865,,,,301.2031395,3313.234535,,,,,,,,,151.2668051,60.70235294,,,,17.16829943,74.42970652,,,,30.3567164,333.9238804,9.84139065,0.306373785,,,,,,,134.1422612,0,,,,20.15409064,0,,,,15.42963518,169.725987,5.237331372,0.114139253,5.351470625,,,,,,242.5977064,51.597,,,,17.16829943,34.237665,,,,34.56006708,380.1607379,12.06297762,0.3322053,12.39518292,,,,,,42.81135995,9.105352941,,,,20.15409064,40.19204152,,,,11.22628451,123.4891296,3.015744404,0.088307738,3.104052142,,,,,,42.81135995,36.53159245,,,,10.3321418,44.79292108,,,,13.44680153,147.9148168,5.922697473,0.184380369,6.107077842,,,,,,80.72883798,0,,,,12.12903602,0,,,,9.2857874,102.1436614,3.15190509,0.068690726,3.220595816,,,,,,145.9989623,,,,,19.5412247,20.6047437,,,,18.61449307,204.7594238,7.25968205,0.199926165,7.459608215,,,,,,25.76452276,,,,,12.12903602,24.18817738,,,,6.208173617,68.28990978,1.814920513,0.05314493,1.868065443,,,,,,497.9977124,,,,,160.57145,762.5603865,,,,142.1129549,1563.242504,,,,,,,,,441.6206129,,,,,188.4969196,0,,,,63.01175325,693.1292857,,,,,,,,,798.6755765,816.6666667,,,,160.57145,350.7777778,,,,212.6691471,2339.360618,,,,,,,,,140.9427488,144.1176471,,,,188.4969196,411.7826087,,,,88.53399241,973.8739165,,,,,,,,
WRIGHT,MINNESOTA,MINNESOTA_WRIGHT,2012,1849670016,289.8231788,14.47844019,,,3.316445417,86.88669661,38.54445652,,,,43.30492176,476.3541393,2.284914177,0.156190557,2.441104734,,0,,,,156.6891263,7.827580092,,,1.792993014,46.97416072,20.83855833,,,,23.41224185,257.5346603,1.235309086,0.08444239,1.319751476,0,,,,,884.5646319,1052.287582,,,352.9635395,301.7370652,614.0096618,,,,320.556248,3526.118728,,,,,,,,,153.6062848,14.47844019,,,1.492400438,39.96788044,38.54445652,,,,24.80894624,272.8984086,1.668757545,0.126153911,,,,,,,136.216894,0,,,1.824044979,46.91881617,0,,,,18.49597552,203.4557307,0.616156632,0.030036646,0.646193278,,,,,,246.349702,12.30667416,,,2.752649696,39.96788044,17.73045,,,,31.91073563,351.0180919,1.827931342,0.12339054,1.951321882,,,,,,43.47347682,2.171766029,,,0.563795721,46.91881617,20.81400652,,,,11.39418613,125.3360474,0.456982835,0.032800017,0.489782852,,,,,,43.47347682,7.827580092,,,0.806846856,21.60811393,20.83855833,,,,9.455457603,104.0100336,0.902192029,0.068203469,0.970395498,,,,,,73.64388938,0,,,0.986146158,25.36604679,0,,,,9.999608233,109.9956906,0.333117057,0.016238921,0.349355978,,,,,,133.1857574,,,,1.488184202,40.86751983,9.585736832,,,,18.51271982,203.6399181,0.988247269,0.066709488,1.054956757,,,,,,23.50336895,,,,0.304808812,25.36604679,11.2528215,,,,6.042704605,66.46975066,0.247061817,0.017732902,0.264794719,,,,,,468.8192549,,,,158.8335928,138.79905,614.0096618,,,,138.046156,1518.507715,,,,,,,,,415.745377,,,,194.1299467,162.9380152,0,,,,77.28133389,850.0946728,,,,,,,,,751.8799371,894.4444444,,,292.9597378,138.79905,282.4444444,,,,236.0527614,2596.580375,,,,,,,,,132.6846948,157.8431373,,,60.00380171,162.9380152,331.5652174,,,,84.50348664,929.538353,,,,,,,,
YELLOW MEDICINE,MINNESOTA,MINNESOTA_YELLOW MEDICINE,2012,1977129984,628.1679356,8.532183612,,,5.896101506,176.4666628,13.0593913,,,,83.21222748,915.3345023,0.8557731,0,0.8557731,,0,,,,317.717065,4.315438884,,,2.982151681,89.25395103,6.60522647,,,,42.08738331,462.9612164,0.432836034,0,0.432836034,0,,,,,775.5159699,549.0196078,,,364.8690557,272.155,792.2705314,,,,275.3830165,3029.213181,,,,,,,,,332.9290059,8.532183612,,,2.653245678,81.17466488,13.0593913,,,,43.83484914,482.1833405,0.8557731,0,,,,,,,295.2389297,0,,,3.242855828,95.2919979,0,,,,39.37737835,433.1511618,0,0,0,,,,,,533.9427453,7.25235607,,,4.89376425,81.17466488,6.00732,,,,63.32708505,696.5979355,0.68461848,0,0.68461848,,,,,,94.22519034,1.279827542,,,1.002337256,95.2919979,7.052071304,,,,19.88514243,218.7365668,0.17115462,0,0.17115462,,,,,,94.22519034,4.315438884,,,1.341968257,41.05681747,6.60522647,,,,14.75446414,162.2991056,0.432836034,0,0.432836034,,,,,,149.3270205,0,,,1.640183425,48.19713356,0,,,,19.91643375,219.0807713,0,0,0,,,,,,270.0595052,,,,2.475185895,77.6509374,3.038404176,,,,35.32240327,388.546436,0.346268827,0,0.346268827,,,,,,47.65755975,,,,0.506965786,48.19713356,3.566822294,,,,9.992848139,109.9213295,0.086567207,0,0.086567207,,,,,,411.0234641,,,,164.1910751,125.1913,792.2705314,,,,149.2676371,1641.944008,,,,,,,,,364.4925059,,,,200.6779806,146.9637,0,,,,71.21341865,783.3476051,,,,,,,,,659.1885744,466.6666667,,,302.8413162,125.1913,364.4444444,,,,191.8332302,2110.165532,,,,,,,,,116.3273955,82.35294118,,,62.02773947,146.9637,427.826087,,,,83.54978631,919.0476494,,,,,,,,
ADAMS,MISSISSIPPI,MISSISSIPPI_ADAMS,2012,1262630016,4.538443245,,1.297837617,,,10.27516179,,,,,1.611144265,17.72258692,,5.718977316,5.718977316,,0,,,,3.594436365,,1.027884337,,,8.137903947,,,,,1.276022465,14.03624711,,4.52941657,4.52941657,0,,,,,714.1099272,,338.2567253,,,293.8485145,,,,,134.6215167,1480.836684,,,,,,,,,2.40537492,,0.584026928,,,4.726574424,,,,,0.771597627,8.487573899,,4.907987886,,,,,,,2.133068325,,0.71381069,,,5.548587367,,,,,0.839546638,9.23501302,,0.81098943,0.81098943,,,,,,3.857676758,,0.584026928,,,4.726574424,,,,,0.916827811,10.08510592,,4.51799208,4.51799208,,,,,,0.680766487,,0.71381069,,,5.548587367,,,,,0.694316454,7.637480998,,1.200985236,1.200985236,,,,,,0.680766487,,0.462547952,,,3.743435816,,,,,0.488675025,5.37542528,,3.887114851,3.887114851,,,,,,1.689385091,,0.565336386,,,4.394468132,,,,,0.664918961,7.314108569,,0.64230172,0.64230172,,,,,,3.05527091,,0.853144,,,7.079976434,,,,,1.098839134,12.08723048,,3.57823909,3.57823909,,,,,,0.539165455,,0.174740337,,,4.394468132,,,,,0.510837392,5.619211316,,0.95117748,0.95117748,,,,,,378.4782614,,152.2155264,,,135.1703167,,,,,66.58641045,732.450515,,,,,,,,,335.6316658,,186.0411989,,,158.6781978,,,,,68.03510626,748.3861688,,,,,,,,,606.9934382,,152.2155264,,,135.1703167,,,,,89.43792812,983.8172094,,,,,,,,,107.1164891,,186.0411989,,,158.6781978,,,,,45.18358859,497.0194744,,,,,,,,
ALCORN,MISSISSIPPI,MISSISSIPPI_ALCORN,2012,1040060032,14.47519747,,1.13755142,,,13.03291131,,,0.6298525,0.376554564,2.965206726,32.61727399,,17.21099791,17.21099791,,0,,,,13.91765574,,1.093736308,,,12.53092217,,,0.605592447,0.362050798,2.850995746,31.3609532,,16.54808125,16.54808125,0,,,,,632.588112,,263.3220057,,,277.4140338,,,113.3194462,454.5514629,174.1195061,1915.314567,,,,,,,,,7.67185466,,0.511898139,,,5.995139202,,,0.296030675,0.176980645,1.465190332,16.11709365,,14.76601496,,,,,,,6.803342812,,0.625653281,,,7.037772107,,,0.333821825,0.199573919,1.500016394,16.50018034,,2.444982949,2.444982949,,,,,,12.30391785,,0.511898139,,,5.995139202,,,0.54167315,0.350195745,1.970282409,21.6731065,,13.59668835,13.59668835,,,,,,2.171279621,,0.625653281,,,7.037772107,,,0.08817935,0.026358819,0.994924318,10.9441675,,3.614309561,3.614309561,,,,,,2.171279621,,0.492181339,,,5.764224196,,,0.28462845,0.170163875,0.888247748,9.770725229,,14.1972718,14.1972718,,,,,,6.541298197,,0.60155497,,,6.76669797,,,0.320963997,0.191886923,1.442240206,15.86464226,,2.350809448,2.350809448,,,,,,11.83000738,,0.907801136,,,10.90190228,,,0.520809505,0.336707242,2.449722754,26.9469503,,13.07298419,13.07298419,,,,,,2.087648361,,0.185935172,,,6.76669797,,,0.084782943,0.025343556,0.9150408,10.0654488,,3.475097062,3.475097062,,,,,,335.2716993,,118.4949025,,,127.6104556,,,53.26013972,213.6391876,84.82763847,933.1040232,,,,,,,,,297.3164126,,144.8271031,,,149.8035783,,,60.05930649,240.9122754,89.29186758,982.2105434,,,,,,,,,537.6998952,,118.4949025,,,127.6104556,,,97.45472374,422.7328605,130.3992838,1434.392121,,,,,,,,,94.8882168,,144.8271031,,,149.8035783,,,15.86472247,31.8186024,43.7202223,480.9224453,,,,,,,,
AMITE,MISSISSIPPI,MISSISSIPPI_AMITE,2012,1894620032,1.396444076,,0.346090068,,,0.846853994,,,,,0.258938814,2.848326951,,113.6706815,113.6706815,,0,,,,0.73705759,,0.182669908,,,0.446978275,,,,,0.136670577,1.503376351,,59.99655845,59.99655845,0,,,,,714.1099272,,338.2567253,,,293.8485145,,,,,134.6215167,1480.836684,,,,,,,,,0.74011536,,0.155740531,,,0.389552837,,,,,0.128540873,1.4139496,,97.54701015,,,,,,,0.656328715,,0.190349537,,,0.457301157,,,,,0.130397941,1.43437735,,16.12367134,16.12367134,,,,,,1.186977464,,0.155740531,,,0.389552837,,,,,0.173227083,1.905497915,,89.79983838,89.79983838,,,,,,0.209466611,,0.190349537,,,0.457301157,,,,,0.085711731,0.942829036,,23.87084311,23.87084311,,,,,,0.209466611,,0.082201459,,,0.205610007,,,,,0.049727808,0.547005884,,51.48631837,51.48631837,,,,,,0.346417067,,0.10046845,,,0.241368269,,,,,0.068825379,0.757079164,,8.510240085,8.510240085,,,,,,0.626498952,,0.151616024,,,0.388871099,,,,,0.116698608,1.283684683,,47.39728118,47.39728118,,,,,,0.110558639,,0.031053884,,,0.241368269,,,,,0.038298079,0.421278871,,12.59927727,12.59927727,,,,,,378.4782614,,152.2155264,,,135.1703167,,,,,66.58641045,732.450515,,,,,,,,,335.6316658,,186.0411989,,,158.6781978,,,,,68.03510626,748.3861688,,,,,,,,,606.9934382,,152.2155264,,,135.1703167,,,,,89.43792812,983.8172094,,,,,,,,,107.1164891,,186.0411989,,,158.6781978,,,,,45.18358859,497.0194744,,,,,,,,
ATTALA,MISSISSIPPI,MISSISSIPPI_ATTALA,2012,1907990016,3.322643913,,0.682316065,,,4.234391606,,,1.745119472,,0.998447106,10.98291816,,96.32752234,96.32752234,,0,,,,1.74143674,,0.357609872,,,2.219294425,,,0.914637633,,0.523297867,5.756276537,,50.486387,50.486387,0,,,,,586.0042175,,436.302153,,,303.0518237,,,102.5937373,,142.7951932,1570.747125,,,,,,,,,1.761001274,,0.307042229,,,1.947820139,,,0.820206152,,0.483606979,5.319676773,,82.66084861,,,,,,,1.561642639,,0.375273836,,,2.286571467,,,0.92491332,,0.514840126,5.663241389,,13.66667373,13.66667373,,,,,,2.824247326,,0.307042229,,,1.947820139,,,1.500802746,,0.657991244,7.237903684,,76.09874265,76.09874265,,,,,,0.498396587,,0.375273836,,,2.286571467,,,0.244316726,,0.340455862,3.745014478,,20.22877969,20.22877969,,,,,,0.498396587,,0.160924442,,,1.020875436,,,0.429879687,,0.211007615,2.321083768,,43.32352262,43.32352262,,,,,,0.818475268,,0.19668543,,,1.19841899,,,0.484757945,,0.269833763,2.968171396,,7.162864386,7.162864386,,,,,,1.480221229,,0.296816194,,,1.93078615,,,0.786588364,,0.449441194,4.943853131,,39.88424573,39.88424573,,,,,,0.261215511,,0.060793678,,,1.19841899,,,0.128049269,,0.164847745,1.813325192,,10.60214127,10.60214127,,,,,,310.5822353,,196.3359688,,,139.4038389,,,48.21905654,,69.45410996,763.9952095,,,,,,,,,275.4219822,,239.9661841,,,163.6479848,,,54.37468078,,73.34108319,806.7519151,,,,,,,,,498.1035849,,196.3359688,,,139.4038389,,,88.23061409,,92.20740067,1014.281407,,,,,,,,,87.90063263,,239.9661841,,,163.6479848,,,14.36312322,,50.58779248,556.4657173,,,,,,,,
BENTON,MISSISSIPPI,MISSISSIPPI_BENTON,2012,1058489984,12.75609693,,3.798391919,,,12.25549463,,,0.744817205,0.476326434,3.003112712,33.03423983,23.37972109,9.335389443,32.71511054,,0,,,,12.05122119,,3.588500577,,,11.57828116,,,0.703660135,0.450005613,2.837166867,31.20883554,22.08780569,8.819534983,30.90734067,0,,,,,636.293649,,347.3609436,,,220.8794203,,,114.6018679,530.1206436,184.9256525,2034.182177,,,,,,,,,6.760731372,,1.709276363,,,5.637527532,,,0.350064086,0.223873424,1.468147278,16.14962006,8.335229994,8.013777038,,,,,,,5.995365557,,2.089115555,,,6.617967103,,,0.394753119,0.25245301,1.534965434,16.88461978,15.0444911,1.321612405,16.3661035,,,,,,10.84268239,,1.709276363,,,5.637527532,,,0.640542796,0.442983584,1.927301267,21.20031393,18.70377687,7.37495766,26.07873453,,,,,,1.913414539,,2.089115555,,,6.617967103,,,0.104274409,0.03334285,1.075811446,11.8339259,4.675944218,1.960431783,6.636376001,,,,,,1.913414539,,1.61482526,,,5.326009331,,,0.330720263,0.211502638,0.939647203,10.33611924,7.874642292,7.570952167,15.44559446,,,,,,5.664073961,,1.973675317,,,6.252271824,,,0.372939872,0.238502975,1.450146395,15.95161034,14.2131634,1.248582816,15.46174621,,,,,,10.24353802,,2.978455479,,,10.07310461,,,0.605147716,0.41850522,2.431875104,26.75062614,17.67024455,6.967432637,24.63767719,,,,,,1.807683179,,0.610045098,,,6.252271824,,,0.098512419,0.031500393,0.880001291,9.680014204,4.417561138,1.852102346,6.269663485,,,,,,337.235634,,156.3124246,,,101.6045333,,,53.86287793,249.1567025,89.81721724,987.9893896,,,,,,,,,299.058015,,191.048519,,,119.274887,,,60.73899,280.9639411,95.10843521,1046.192787,,,,,,,,,540.8496017,,156.3124246,,,101.6045333,,,98.55760642,493.0121986,139.0336365,1529.370001,,,,,,,,,95.44404735,,191.048519,,,119.274887,,,16.04426151,37.10844505,45.89201599,504.8121759,,,,,,,,
BOLIVAR,MISSISSIPPI,MISSISSIPPI_BOLIVAR,2012,2345750016,246.5415505,,75.63201877,,,289.6808945,,,9.97140302,2.809297576,62.46351644,687.0986808,,0.54065962,0.54065962,,0,,,,105.1013743,,32.24214782,,,123.4918012,,,4.250837878,1.197611662,26.62837728,292.9121501,,0.230484756,0.230484756,0,,,,,877.1535578,,448.9079937,,,304.3665821,,,126.2602472,453.9832736,221.0671654,2431.73882,,,,,,,,,130.6670218,,34.03440845,,,133.2532115,,,4.68655942,1.320369861,30.3961571,334.3577281,,0.462564342,,,,,,,115.8745287,,41.59761033,,,156.4276831,,,5.284843601,1.488927716,32.06735934,352.7409528,,0.078095278,0.078095278,,,,,,209.5603179,,34.03440845,,,133.2532115,,,8.575406598,2.612646746,38.80359912,426.8395903,,0.4271211,0.4271211,,,,,,36.98123257,,41.59761033,,,156.4276831,,,1.395996423,0.19665083,23.65991732,260.2590905,,0.11353852,0.11353852,,,,,,36.98123257,,14.50896652,,,56.80622853,,,1.997893803,0.562877481,11.08571989,121.9429188,,0.197192514,0.197192514,,,,,,49.39764593,,17.7331813,,,66.68557262,,,2.252944075,0.634734181,13.67040781,150.3744859,,0.033292243,0.033292243,,,,,,89.33616817,,26.76098269,,,107.437867,,,3.655720575,1.113778846,22.83045173,251.134969,,0.182082957,0.182082957,,,,,,15.76520615,,5.48116513,,,66.68557262,,,0.595117303,0.083832816,8.861089402,97.47198342,,0.048401799,0.048401799,,,,,,464.8913856,,202.0085972,,,140.0086278,,,59.34231617,213.3721386,107.9623065,1187.585372,,,,,,,,,412.2621722,,246.8993965,,,164.3579543,,,66.917931,240.611135,113.1048589,1244.153448,,,,,,,,,745.5805241,,202.0085972,,,140.0086278,,,108.5838126,422.2044444,161.8386006,1780.224607,,,,,,,,,131.5730337,,246.8993965,,,164.3579543,,,17.6764346,31.77882915,59.22856483,651.5142131,,,,,,,,
