State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_rowing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
IL 1997,ILLINOIS,DE WITT,De Witt,Hardwood,0,44,44,0,0,0,71,49,120,71,93,164,43,0.78,0.45,0.80,18866,1403,377,1027,1123,281,ILLINOIS_DE WITT
IL 1997,ILLINOIS,DEKALB,DeKalb,Hardwood,15,186,201,4,8,12,0,0,0,19,194,213,43,0.78,0.45,0.80,18866,1823,1720,103,1458,365,ILLINOIS_DEKALB
IL 1997,ILLINOIS,DOUGLAS,Douglas,Hardwood,8,33,41,0,0,0,10,7,17,18,40,58,43,0.78,0.45,0.80,18866,496,351,145,397,99,ILLINOIS_DOUGLAS
IL 1997,ILLINOIS,DUPAGE,DuPage,Hardwood,91,927,"1,017",0,0,1,20,14,34,112,941,"1,052",43,0.78,0.45,0.80,18866,9003,8703,300,7202,1801,ILLINOIS_DUPAGE
IL 1997,ILLINOIS,EDGAR,Edgar,Hardwood,10,155,165,0,0,0,162,112,273,172,266,439,43,0.78,0.45,0.80,18866,3757,1412,2345,3005,751,ILLINOIS_EDGAR
IL 1997,ILLINOIS,EDWARDS,Edwards,Hardwood,58,139,197,11,25,36,177,123,300,246,287,533,43,0.78,0.45,0.80,18866,4561,1686,2875,3649,912,ILLINOIS_EDWARDS
IL 1997,ILLINOIS,EFFINGHAM,Effingham,Hardwood,"1,105",232,"1,337",313,660,973,191,132,323,"1,609","1,024","2,633",43,0.78,0.45,0.80,18866,22533,11442,11091,18026,4507,ILLINOIS_EFFINGHAM
IL 1997,ILLINOIS,FAYETTE,Fayette,Hardwood,"1,340",350,"1,690",378,794,"1,172",449,312,761,"2,167","1,456","3,624",43,0.78,0.45,0.80,18866,31013,14463,16551,24811,6203,ILLINOIS_FAYETTE
IL 1997,ILLINOIS,FORD,Ford,Hardwood,5,37,42,0,0,0,0,0,0,5,37,42,43,0.78,0.45,0.80,18866,359,359,0,288,72,ILLINOIS_FORD
IL 1997,ILLINOIS,FRANKLIN,Franklin,Hardwood,"1,220",386,"1,606",328,685,"1,013",904,619,"1,524","2,452","1,690","4,143",43,0.78,0.45,0.80,18866,35455,13744,21711,28364,7091,ILLINOIS_FRANKLIN
IL 1997,ILLINOIS,FULTON,Fulton,Hardwood,"1,027",447,"1,474",250,531,781,283,195,479,"1,560","1,174","2,734",43,0.78,0.45,0.80,18866,23397,12614,10783,18717,4679,ILLINOIS_FULTON
IL 1997,ILLINOIS,GALLATIN,Gallatin,Hardwood,755,297,"1,051",109,102,211,"1,304",893,"2,197","2,168","1,292","3,460",43,0.78,0.45,0.80,18866,29610,8994,20616,23688,5922,ILLINOIS_GALLATIN
IL 1997,ILLINOIS,GREENE,Greene,Hardwood,366,335,701,64,117,181,238,166,404,669,617,"1,285",43,0.78,0.45,0.80,18866,10997,5999,4998,8797,2199,ILLINOIS_GREENE
IL 1997,ILLINOIS,GRUNDY,Grundy,Hardwood,158,504,662,3,5,8,0,0,0,161,509,670,43,0.78,0.45,0.80,18866,5734,5665,68,4587,1147,ILLINOIS_GRUNDY
IL 1997,ILLINOIS,HAMILTON,Hamilton,Hardwood,847,479,"1,327",208,410,618,"1,675","1,148","2,823","2,730","2,037","4,768",43,0.78,0.45,0.80,18866,40803,11356,29447,32643,8161,ILLINOIS_HAMILTON
IL 1997,ILLINOIS,HANCOCK,Hancock,Hardwood,738,609,"1,347",110,239,349,0,0,0,848,848,"1,696",43,0.78,0.45,0.80,18866,14514,11527,2987,11611,2903,ILLINOIS_HANCOCK
IL 1997,ILLINOIS,HARDIN,Hardin,Hardwood,325,274,599,63,95,158,21,14,35,409,383,792,43,0.78,0.45,0.80,18866,6778,5126,1652,5422,1356,ILLINOIS_HARDIN
IL 1997,ILLINOIS,HENDERSON,Henderson,Hardwood,233,145,378,45,95,140,243,167,410,521,407,928,43,0.78,0.45,0.80,18866,7942,3235,4707,6353,1588,ILLINOIS_HENDERSON
IL 1997,ILLINOIS,HENRY,Henry,Hardwood,460,717,"1,177",98,211,308,51,35,85,609,962,"1,571",43,0.78,0.45,0.80,18866,13444,10072,3372,10755,2689,ILLINOIS_HENRY
IL 1997,ILLINOIS,IROQUOIS,Iroquois,Hardwood,60,774,834,0,0,0,0,0,0,61,774,835,43,0.78,0.45,0.80,18866,7146,7137,9,5717,1429,ILLINOIS_IROQUOIS
IL 1997,ILLINOIS,JACKSON,Jackson,Hardwood,"1,096",440,"1,536",320,644,964,0,0,0,"1,415","1,084","2,500",43,0.78,0.45,0.80,18866,21394,13145,8250,17115,4279,ILLINOIS_JACKSON
IL 1997,ILLINOIS,JASPER,Jasper,Hardwood,572,144,716,162,341,503,599,416,"1,015","1,333",902,"2,234",43,0.78,0.45,0.80,18866,19118,6127,12991,15294,3824,ILLINOIS_JASPER
IL 1997,ILLINOIS,JEFFERSON,Jefferson,Hardwood,676,184,860,194,402,596,0,0,0,870,586,"1,456",43,0.78,0.45,0.80,18866,12460,7360,5100,9968,2492,ILLINOIS_JEFFERSON
IL 1997,ILLINOIS,JERSEY,Jersey,Hardwood,410,401,811,104,215,319,0,0,0,514,616,"1,131",43,0.78,0.45,0.80,18866,9679,6940,2738,7743,1936,ILLINOIS_JERSEY
IL 1997,ILLINOIS,JO DAVIESS,Jo Daviess,Hardwood,166,913,"1,079",37,60,97,10,7,17,213,980,"1,193",43,0.78,0.45,0.80,18866,10209,9234,976,8167,2042,ILLINOIS_JO DAVIESS
IL 1997,ILLINOIS,JOHNSON,Johnson,Hardwood,"1,177",269,"1,446",323,546,869,0,0,0,"1,500",815,"2,315",43,0.78,0.45,0.80,18866,19811,12374,7437,15849,3962,ILLINOIS_JOHNSON
IL 1997,ILLINOIS,KANE,Kane,Hardwood,198,649,847,42,92,134,40,28,68,280,769,"1,049",43,0.78,0.45,0.80,18866,8977,7248,1729,7182,1795,ILLINOIS_KANE
IL 1997,ILLINOIS,KANKAKEE,Kankakee,Hardwood,25,712,737,0,0,0,111,77,188,136,789,925,43,0.78,0.45,0.80,18866,7916,6307,1609,6333,1583,ILLINOIS_KANKAKEE
IL 1997,ILLINOIS,KENDALL,Kendall,Hardwood,9,"1,601","1,610",0,0,0,131,91,222,140,"1,692","1,832",43,0.78,0.45,0.80,18866,15678,13778,1900,12542,3136,ILLINOIS_KENDALL
IL 1997,ILLINOIS,KNOX,Knox,Hardwood,63,178,242,9,15,24,0,0,0,72,194,266,43,0.78,0.45,0.80,18866,2276,2071,205,1821,455,ILLINOIS_KNOX
IL 1997,ILLINOIS,LA SALLE,La Salle,Hardwood,42,536,578,4,7,11,0,0,0,46,543,588,43,0.78,0.45,0.80,18866,5032,4946,86,4026,1006,ILLINOIS_LA SALLE
IL 1997,ILLINOIS,LAKE,Lake,Hardwood,151,"2,904","3,056",41,92,133,233,161,393,425,"3,157","3,582",43,0.78,0.45,0.80,18866,30654,26152,4501,24523,6131,ILLINOIS_LAKE
IL 1997,ILLINOIS,LAWRENCE,Lawrence,Hardwood,293,85,378,60,143,203,640,445,"1,084",992,673,"1,665",43,0.78,0.45,0.80,18866,14249,3235,11014,11399,2850,ILLINOIS_LAWRENCE
IL 1997,ILLINOIS,LEE,Lee,Hardwood,25,279,304,0,0,0,0,0,0,25,279,304,43,0.78,0.45,0.80,18866,2602,2602,0,2081,520,ILLINOIS_LEE
IL 1997,ILLINOIS,LIVINGSTON,Livingston,Hardwood,10,268,278,0,0,0,142,98,239,152,366,518,43,0.78,0.45,0.80,18866,4433,2379,2054,3546,887,ILLINOIS_LIVINGSTON
IL 1997,ILLINOIS,LOGAN,Logan,Hardwood,54,83,137,13,31,44,61,42,103,128,156,284,43,0.78,0.45,0.80,18866,2430,1172,1258,1944,486,ILLINOIS_LOGAN
IL 1997,ILLINOIS,MACON,Macon,Hardwood,22,296,319,0,0,0,51,35,85,73,331,404,43,0.78,0.45,0.80,18866,3457,2730,727,2766,691,ILLINOIS_MACON
IL 1997,ILLINOIS,MACOUPIN,Macoupin,Hardwood,"2,297",476,"2,773",614,"1,160","1,774",0,0,0,"2,911","1,636","4,547",43,0.78,0.45,0.80,18866,38912,23731,15181,31130,7782,ILLINOIS_MACOUPIN
IL 1997,ILLINOIS,MADISON,Madison,Hardwood,282,733,"1,015",38,79,117,0,0,0,320,812,"1,132",43,0.78,0.45,0.80,18866,9687,8686,1001,7750,1937,ILLINOIS_MADISON
IL 1997,ILLINOIS,MARION,Marion,Hardwood,"1,542",389,"1,932",442,916,"1,358",299,208,507,"2,284","1,513","3,797",43,0.78,0.45,0.80,18866,32494,16534,15960,25995,6499,ILLINOIS_MARION
IL 1997,ILLINOIS,MARSHALL,Marshall,Hardwood,37,29,66,9,17,26,172,119,291,217,165,382,43,0.78,0.45,0.80,18866,3269,565,2704,2615,654,ILLINOIS_MARSHALL
IL 1997,ILLINOIS,MASON,Mason,Hardwood,405,111,516,86,226,312,344,237,581,835,574,"1,409",43,0.78,0.45,0.80,18866,12058,4416,7642,9646,2412,ILLINOIS_MASON
IL 1997,ILLINOIS,MASSAC,Massac,Hardwood,410,68,478,118,238,356,904,619,"1,524","1,432",925,"2,358",43,0.78,0.45,0.80,18866,20179,4091,16089,16143,4036,ILLINOIS_MASSAC
IL 1997,ILLINOIS,MCDONOUGH,McDonough,Hardwood,613,359,972,156,323,479,526,363,889,"1,295","1,045","2,340",43,0.78,0.45,0.80,18866,20025,8318,11707,16020,4005,ILLINOIS_MCDONOUGH
IL 1997,ILLINOIS,MCHENRY,McHenry,Hardwood,332,"7,092","7,423",46,102,149,81,56,137,459,"7,250","7,709",43,0.78,0.45,0.80,18866,65972,63524,2448,52777,13194,ILLINOIS_MCHENRY
IL 1997,ILLINOIS,MCLEAN,McLean,Hardwood,20,464,485,0,0,0,354,244,598,374,709,"1,083",43,0.78,0.45,0.80,18866,9268,4150,5118,7414,1854,ILLINOIS_MCLEAN
IL 1997,ILLINOIS,MENARD,Menard,Hardwood,6,92,98,2,3,5,20,14,34,28,110,138,43,0.78,0.45,0.80,18866,1181,839,342,945,236,ILLINOIS_MENARD
IL 1997,ILLINOIS,MERCER,Mercer,Hardwood,124,60,185,27,57,84,142,98,239,293,215,508,43,0.78,0.45,0.80,18866,4347,1583,2764,3478,869,ILLINOIS_MERCER
IL 1997,ILLINOIS,MONROE,Monroe,Hardwood,286,180,466,72,155,227,27,19,46,385,355,740,43,0.78,0.45,0.80,18866,6333,3988,2345,5066,1267,ILLINOIS_MONROE
IL 1997,ILLINOIS,MONTGOMERY,Montgomery,Hardwood,497,189,686,98,223,321,503,350,853,"1,098",763,"1,861",43,0.78,0.45,0.80,18866,15926,5871,10055,12741,3185,ILLINOIS_MONTGOMERY
IL 1997,ILLINOIS,MORGAN,Morgan,Hardwood,156,151,307,34,89,123,152,105,256,342,345,687,43,0.78,0.45,0.80,18866,5879,2627,3252,4703,1176,ILLINOIS_MORGAN
IL 1997,ILLINOIS,MOULTRIE,Moultrie,Hardwood,9,61,70,0,0,0,0,0,0,9,61,70,43,0.78,0.45,0.80,18866,599,599,0,479,120,ILLINOIS_MOULTRIE
IL 1997,ILLINOIS,OGLE,Ogle,Hardwood,35,420,454,6,9,16,222,154,376,264,582,846,43,0.78,0.45,0.80,18866,7240,3885,3355,5792,1448,ILLINOIS_OGLE
IL 1997,ILLINOIS,PEORIA,Peoria,Hardwood,135,722,857,22,43,66,485,335,820,643,"1,100","1,743",43,0.78,0.45,0.80,18866,14916,7334,7582,11933,2983,ILLINOIS_PEORIA
IL 1997,ILLINOIS,PERRY,Perry,Hardwood,187,300,486,54,109,163,988,677,"1,665","1,229","1,086","2,314",43,0.78,0.45,0.80,18866,19803,4159,15644,15842,3961,ILLINOIS_PERRY
IL 1997,ILLINOIS,PIATT,Piatt,Hardwood,8,116,124,0,0,0,81,56,137,88,172,260,43,0.78,0.45,0.80,18866,2225,1061,1164,1780,445,ILLINOIS_PIATT
IL 1997,ILLINOIS,PIKE,Pike,Hardwood,"1,254",460,"1,714",280,591,871,920,635,"1,555","2,454","1,687","4,141",43,0.78,0.45,0.80,18866,35438,14668,20770,28350,7088,ILLINOIS_PIKE
IL 1997,ILLINOIS,POPE,Pope,Hardwood,770,303,"1,073",198,306,504,105,72,177,"1,073",681,"1,754",43,0.78,0.45,0.80,18866,15010,9182,5828,12008,3002,ILLINOIS_POPE
IL 1997,ILLINOIS,PULASKI,Pulaski,Hardwood,674,635,"1,310",184,266,450,0,0,0,858,901,"1,759",43,0.78,0.45,0.80,18866,15053,11211,3842,12042,3011,ILLINOIS_PULASKI
IL 1997,ILLINOIS,PUTNAM,Putnam,Hardwood,29,114,143,4,7,11,192,133,325,225,254,479,43,0.78,0.45,0.80,18866,4099,1224,2875,3279,820,ILLINOIS_PUTNAM
IL 1997,ILLINOIS,RANDOLPH,Randolph,Hardwood,307,683,990,59,118,177,0,0,0,366,801,"1,167",43,0.78,0.45,0.80,18866,9987,8472,1515,7989,1997,ILLINOIS_RANDOLPH
IL 1997,ILLINOIS,RICHLAND,Richland,Hardwood,349,124,473,99,213,313,415,288,704,863,626,"1,489",43,0.78,0.45,0.80,18866,12742,4048,8695,10194,2548,ILLINOIS_RICHLAND
IL 1997,ILLINOIS,ROCK ISLAND,Rock Island,Hardwood,684,443,"1,127",72,145,218,172,119,291,928,707,"1,635",43,0.78,0.45,0.80,18866,13992,9645,4347,11194,2798,ILLINOIS_ROCK ISLAND
IL 1997,ILLINOIS,SALINE,Saline,Hardwood,669,206,874,171,330,501,0,0,0,839,536,"1,375",43,0.78,0.45,0.80,18866,11767,7479,4287,9414,2353,ILLINOIS_SALINE
IL 1997,ILLINOIS,SANGAMON,Sangamon,Hardwood,61,331,392,8,15,23,30,21,51,99,368,467,43,0.78,0.45,0.80,18866,3996,3355,642,3197,799,ILLINOIS_SANGAMON
IL 1997,ILLINOIS,SCHUYLER,Schuyler,Hardwood,"1,143",119,"1,263",296,643,939,394,272,667,"1,834","1,034","2,868",43,0.78,0.45,0.80,18866,24544,10808,13735,19635,4909,ILLINOIS_SCHUYLER
IL 1997,ILLINOIS,SCOTT,Scott,Hardwood,181,97,278,46,95,141,71,49,120,298,241,539,43,0.78,0.45,0.80,18866,4613,2379,2234,3690,923,ILLINOIS_SCOTT
IL 1997,ILLINOIS,SHELBY,Shelby,Hardwood,633,352,984,172,347,520,456,317,773,"1,261","1,016","2,277",43,0.78,0.45,0.80,18866,19486,8421,11065,15589,3897,ILLINOIS_SHELBY
IL 1997,ILLINOIS,ST. CLAIR,St. Clair,Hardwood,380,631,"1,011",96,206,302,401,279,680,877,"1,116","1,994",43,0.78,0.45,0.80,18866,17064,8652,8412,13651,3413,ILLINOIS_ST. CLAIR
IL 1997,ILLINOIS,STARK,Stark,Hardwood,0,23,23,0,0,0,40,28,68,41,51,92,43,0.78,0.45,0.80,18866,787,197,590,630,157,ILLINOIS_STARK
IL 1997,ILLINOIS,STEPHENSON,Stephenson,Hardwood,28,208,236,8,16,24,162,112,273,197,336,533,43,0.78,0.45,0.80,18866,4561,2020,2542,3649,912,ILLINOIS_STEPHENSON
IL 1997,ILLINOIS,TAZEWELL,Tazewell,Hardwood,132,750,882,14,31,45,556,384,940,702,"1,165","1,867",43,0.78,0.45,0.80,18866,15977,7548,8429,12782,3195,ILLINOIS_TAZEWELL
IL 1997,ILLINOIS,UNION,Union,Hardwood,"1,076",558,"1,633",302,520,822,0,0,0,"1,377","1,078","2,455",43,0.78,0.45,0.80,18866,21009,13975,7034,16807,4202,ILLINOIS_UNION
IL 1997,ILLINOIS,VERMILION,Vermilion,Hardwood,67,"1,791","1,858",0,0,0,131,91,222,199,"1,882","2,080",43,0.78,0.45,0.80,18866,17800,15900,1900,14240,3560,ILLINOIS_VERMILION
IL 1997,ILLINOIS,WABASH,Wabash,Hardwood,101,180,281,9,22,31,381,265,646,492,467,958,43,0.78,0.45,0.80,18866,8198,2405,5794,6559,1640,ILLINOIS_WABASH
IL 1997,ILLINOIS,WARREN,Warren,Hardwood,69,133,202,1,1,2,202,140,342,272,274,545,43,0.78,0.45,0.80,18866,4664,1729,2935,3731,933,ILLINOIS_WARREN
IL 1997,ILLINOIS,WASHINGTON,Washington,Hardwood,510,474,984,136,283,419,20,14,35,666,771,"1,437",43,0.78,0.45,0.80,18866,12297,8421,3877,9838,2459,ILLINOIS_WASHINGTON
IL 1997,ILLINOIS,WAYNE,Wayne,Hardwood,"1,413",420,"1,833",394,832,"1,226",551,383,934,"2,358","1,635","3,994",43,0.78,0.45,0.80,18866,34180,15686,18493,27344,6836,ILLINOIS_WAYNE
IL 1997,ILLINOIS,WHITE,White,Hardwood,"1,057",219,"1,276",277,583,860,0,0,0,"1,334",801,"2,135",43,0.78,0.45,0.80,18866,18271,10920,7351,14617,3654,ILLINOIS_WHITE
IL 1997,ILLINOIS,WHITESIDE,Whiteside,Hardwood,37,135,172,11,22,33,61,42,103,108,199,308,43,0.78,0.45,0.80,18866,2636,1472,1164,2109,527,ILLINOIS_WHITESIDE
IL 1997,ILLINOIS,WILL,Will,Hardwood,229,"8,373","8,602",1,0,1,101,70,171,331,"8,443","8,774",43,0.78,0.45,0.80,18866,75086,73614,1472,60068,15017,ILLINOIS_WILL
IL 1997,ILLINOIS,WILLIAMSON,Williamson,Hardwood,172,383,556,44,85,128,0,0,0,216,468,684,43,0.78,0.45,0.80,18866,5853,4758,1095,4683,1171,ILLINOIS_WILLIAMSON
IL 1997,ILLINOIS,WINNEBAGO,Winnebago,Hardwood,200,"1,294","1,494",17,34,51,243,167,410,460,"1,496","1,955",43,0.78,0.45,0.80,18866,16730,12785,3945,13384,3346,ILLINOIS_WINNEBAGO
IL 1997,ILLINOIS,WOODFORD,Woodford,Hardwood,29,921,950,2,3,5,354,244,598,384,"1,168","1,553",43,0.78,0.45,0.80,18866,13290,8130,5160,10632,2658,ILLINOIS_WOODFORD
IN 1997,INDIANA,ADAMS,Adams,Hardwood,272,488,761,75,167,242,169,98,267,517,753,"1,270",43,0.78,0.45,0.80,18866,10868,6512,4356,8695,2174,INDIANA_ADAMS
IN 1997,INDIANA,ALLEN,Allen,Hardwood,986,470,"1,456",266,560,826,450,348,798,"1,702","1,378","3,080",43,0.78,0.45,0.80,18866,26358,12460,13898,21086,5272,INDIANA_ALLEN
IN 1997,INDIANA,BARTHOLOMEW,Bartholomew,Hardwood,386,157,542,105,212,318,156,135,291,647,504,"1,151",43,0.78,0.45,0.80,18866,9850,4638,5212,7880,1970,INDIANA_BARTHOLOMEW
IN 1997,INDIANA,BENTON,Benton,Hardwood,8,42,50,2,5,7,0,0,0,10,47,56,43,0.78,0.45,0.80,18866,479,428,51,383,96,INDIANA_BENTON
IN 1997,INDIANA,BLACKFORD,Blackford,Hardwood,2,5,6,0,0,0,0,0,0,2,5,6,43,0.78,0.45,0.80,18866,51,51,0,41,10,INDIANA_BLACKFORD
IN 1997,INDIANA,BOONE,Boone,Hardwood,112,89,200,7,15,22,85,31,116,204,135,339,43,0.78,0.45,0.80,18866,2901,1712,1190,2321,580,INDIANA_BOONE
IN 1997,INDIANA,BROWN,Brown,Hardwood,"1,445",512,"1,958",412,831,"1,244",19,6,25,"1,877","1,350","3,226",43,0.78,0.45,0.80,18866,27607,16756,10851,22086,5521,INDIANA_BROWN
IN 1997,INDIANA,CARROLL,Carroll,Hardwood,318,277,595,90,192,281,0,0,0,408,468,876,43,0.78,0.45,0.80,18866,7497,5092,2405,5997,1499,INDIANA_CARROLL
IN 1997,INDIANA,CASS,Cass,Hardwood,335,60,395,94,202,297,0,0,0,429,262,691,43,0.78,0.45,0.80,18866,5913,3380,2533,4731,1183,INDIANA_CASS
IN 1997,INDIANA,CLARK,Clark,Hardwood,704,41,745,196,381,577,246,171,417,"1,146",593,"1,740",43,0.78,0.45,0.80,18866,14890,6376,8515,11912,2978,INDIANA_CLARK
IN 1997,INDIANA,CLAY,Clay,Hardwood,"1,722",321,"2,042",478,"1,004","1,482",369,287,657,"2,569","1,612","4,180",43,0.78,0.45,0.80,18866,35771,17475,18296,28617,7154,INDIANA_CLAY
IN 1997,INDIANA,CLINTON,Clinton,Hardwood,44,165,209,13,28,41,0,0,0,57,193,250,43,0.78,0.45,0.80,18866,2139,1789,351,1712,428,INDIANA_CLINTON
IN 1997,INDIANA,CRAWFORD,Crawford,Hardwood,"1,165",197,"1,363",323,629,952,62,58,121,"1,551",885,"2,436",43,0.78,0.45,0.80,18866,20847,11664,9182,16677,4169,INDIANA_CRAWFORD
IN 1997,INDIANA,DAVIESS,Daviess,Hardwood,"1,803","1,917","3,721",447,919,"1,365",137,89,227,"2,388","2,925","5,313",43,0.78,0.45,0.80,18866,45467,31843,13624,36374,9093,INDIANA_DAVIESS
IN 1997,INDIANA,DE KALB,De Kalb,Hardwood,814,53,867,228,487,714,0,18,18,"1,042",558,"1,600",43,0.78,0.45,0.80,18866,13692,7420,6273,10954,2738,INDIANA_DE KALB
IN 1997,INDIANA,DEARBORN,Dearborn,Hardwood,607,"1,345","1,952",176,371,547,0,0,0,783,"1,716","2,499",43,0.78,0.45,0.80,18866,21386,16705,4681,17109,4277,INDIANA_DEARBORN
IN 1997,INDIANA,DECATUR,Decatur,Hardwood,924,616,"1,539",210,438,648,172,338,511,"1,306","1,392","2,698",43,0.78,0.45,0.80,18866,23089,13170,9918,18471,4618,INDIANA_DECATUR
IN 1997,INDIANA,DELAWARE,Delaware,Hardwood,31,167,198,9,18,27,0,0,0,40,185,225,43,0.78,0.45,0.80,18866,1925,1694,231,1540,385,INDIANA_DELAWARE
IN 1997,INDIANA,DUBOIS,Dubois,Hardwood,"2,334",565,"2,899",585,"1,064","1,649",111,52,163,"3,030","1,681","4,711",43,0.78,0.45,0.80,18866,40315,24809,15507,32252,8063,INDIANA_DUBOIS
IN 1997,INDIANA,ELKHART,Elkhart,Hardwood,381,799,"1,180",100,215,314,266,116,382,747,"1,130","1,877",43,0.78,0.45,0.80,18866,16063,10098,5965,12850,3213,INDIANA_ELKHART
IN 1997,INDIANA,FAYETTE,Fayette,Hardwood,671,199,871,112,230,341,0,0,0,783,429,"1,212",43,0.78,0.45,0.80,18866,10372,7454,2918,8298,2074,INDIANA_FAYETTE
IN 1997,INDIANA,FLOYD,Floyd,Hardwood,686,559,"1,245",147,288,435,246,145,391,"1,079",992,"2,071",43,0.78,0.45,0.80,18866,17723,10654,7069,14178,3545,INDIANA_FLOYD
IN 1997,INDIANA,FOUNTAIN,Fountain,Hardwood,554,169,722,154,324,478,0,0,0,708,492,"1,201",43,0.78,0.45,0.80,18866,10278,6179,4099,8222,2056,INDIANA_FOUNTAIN
IN 1997,INDIANA,FRANKLIN,Franklin,Hardwood,"1,042",707,"1,749",277,573,850,0,0,0,"1,318","1,280","2,599",43,0.78,0.45,0.80,18866,22242,14967,7274,17793,4448,INDIANA_FRANKLIN
IN 1997,INDIANA,FULTON,Fulton,Hardwood,356,115,471,93,196,289,0,0,0,449,311,760,43,0.78,0.45,0.80,18866,6504,4031,2473,5203,1301,INDIANA_FULTON
IN 1997,INDIANA,GIBSON,Gibson,Hardwood,592,79,672,169,358,528,286,194,480,"1,048",632,"1,680",43,0.78,0.45,0.80,18866,14377,5751,8626,11502,2875,INDIANA_GIBSON
IN 1997,INDIANA,GRANT,Grant,Hardwood,81,75,156,22,47,69,206,100,306,309,222,530,43,0.78,0.45,0.80,18866,4536,1335,3201,3628,907,INDIANA_GRANT
IN 1997,INDIANA,GREENE,Greene,Hardwood,"2,159",430,"2,589",564,"1,174","1,738",400,330,729,"3,122","1,935","5,057",43,0.78,0.45,0.80,18866,43276,22156,21120,34621,8655,INDIANA_GREENE
IN 1997,INDIANA,HAMILTON,Hamilton,Hardwood,48,112,160,13,28,41,85,268,353,146,408,554,43,0.78,0.45,0.80,18866,4741,1369,3372,3793,948,INDIANA_HAMILTON
IN 1997,INDIANA,HANCOCK,Hancock,Hardwood,159,13,172,46,95,142,0,0,0,206,108,314,43,0.78,0.45,0.80,18866,2687,1472,1215,2150,537,INDIANA_HANCOCK
IN 1997,INDIANA,HARRISON,Harrison,Hardwood,856,53,909,251,518,769,27,16,44,"1,134",588,"1,722",43,0.78,0.45,0.80,18866,14736,7779,6957,11789,2947,INDIANA_HARRISON
IN 1997,INDIANA,HENDRICKS,Hendricks,Hardwood,65,289,354,19,39,58,353,182,534,436,509,946,43,0.78,0.45,0.80,18866,8096,3029,5066,6476,1619,INDIANA_HENDRICKS
IN 1997,INDIANA,HENRY,Henry,Hardwood,181,801,982,53,109,161,100,154,255,334,"1,064","1,398",43,0.78,0.45,0.80,18866,11964,8404,3560,9571,2393,INDIANA_HENRY
IN 1997,INDIANA,HOWARD,Howard,Hardwood,22,16,38,6,14,20,0,0,0,29,30,59,43,0.78,0.45,0.80,18866,505,325,180,404,101,INDIANA_HOWARD
IN 1997,INDIANA,HUNTINGTON,Huntington,Hardwood,65,509,574,18,39,57,157,98,255,240,646,886,43,0.78,0.45,0.80,18866,7582,4912,2670,6066,1516,INDIANA_HUNTINGTON
IN 1997,INDIANA,JACKSON,Jackson,Hardwood,"1,893",767,"2,660",439,926,"1,365",0,0,0,"2,332","1,694","4,025",43,0.78,0.45,0.80,18866,34445,22764,11681,27556,6889,INDIANA_JACKSON
IN 1997,INDIANA,JASPER,Jasper,Hardwood,6,1,7,2,3,5,251,182,433,259,186,445,43,0.78,0.45,0.80,18866,3808,60,3748,3047,762,INDIANA_JASPER
IN 1997,INDIANA,JAY,Jay,Hardwood,2,751,754,1,1,2,101,128,229,104,881,985,43,0.78,0.45,0.80,18866,8429,6453,1977,6743,1686,INDIANA_JAY
IN 1997,INDIANA,JEFFERSON,Jefferson,Hardwood,"1,096",397,"1,493",211,434,645,115,171,286,"1,421","1,002","2,424",43,0.78,0.45,0.80,18866,20744,12777,7967,16595,4149,INDIANA_JEFFERSON
IN 1997,INDIANA,JENNINGS,Jennings,Hardwood,"1,133",86,"1,219",322,651,973,33,197,230,"1,487",935,"2,422",43,0.78,0.45,0.80,18866,20727,10432,10295,16581,4145,INDIANA_JENNINGS
IN 1997,INDIANA,JOHNSON,Johnson,Hardwood,466,365,831,97,166,263,0,0,0,563,531,"1,094",43,0.78,0.45,0.80,18866,9362,7111,2251,7490,1872,INDIANA_JOHNSON
IN 1997,INDIANA,KNOX,Knox,Hardwood,721,401,"1,121",208,437,645,13,99,112,942,937,"1,878",43,0.78,0.45,0.80,18866,16071,9593,6478,12857,3214,INDIANA_KNOX
IN 1997,INDIANA,KOSCIUSKO,Kosciusko,Hardwood,914,"1,109","2,023",257,550,806,162,121,283,"1,333","1,780","3,113",43,0.78,0.45,0.80,18866,26640,17312,9328,21312,5328,INDIANA_KOSCIUSKO
IN 1997,INDIANA,LA PORTE,La Porte,Hardwood,337,"1,021","1,358",96,203,300,61,199,260,494,"1,423","1,918",43,0.78,0.45,0.80,18866,16414,11621,4792,13131,3283,INDIANA_LA PORTE
IN 1997,INDIANA,LAGRANGE,Lagrange,Hardwood,642,224,867,181,389,570,0,0,0,823,614,"1,437",43,0.78,0.45,0.80,18866,12297,7420,4878,9838,2459,INDIANA_LAGRANGE
IN 1997,INDIANA,LAKE,Lake,Hardwood,181,"1,260","1,441",36,74,110,0,0,0,217,"1,334","1,551",43,0.78,0.45,0.80,18866,13273,12332,941,10618,2655,INDIANA_LAKE
