State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
NC 2007,NORTH CAROLINA,CLEVELAND,Cleveland,Hardwood,"1,346",62,"1,408",197,283,480,394,26,420,"1,937",371,"2,308",43,0.78,0.45,0.8,18866,19751,12049,7702,15801,3950,NORTH CAROLINA_CLEVELAND
NC 2007,NORTH CAROLINA,COLUMBUS,Columbus,Hardwood,"7,412",350,"7,762","1,088","1,560","2,648","2,173",145,"2,318","10,674","2,054","12,728",43,0.78,0.45,0.8,18866,108923,66425,42498,87138,21785,NORTH CAROLINA_COLUMBUS
NC 2007,NORTH CAROLINA,CRAVEN,Craven,Hardwood,"1,823",87,"1,910",268,384,652,534,36,570,"2,626",506,"3,132",43,0.78,0.45,0.8,18866,26803,16345,10458,21442,5361,NORTH CAROLINA_CRAVEN
NC 2007,NORTH CAROLINA,CUMBERLAND,Cumberland,Hardwood,"1,343",64,"1,407",197,283,480,394,26,420,"1,934",373,"2,307",43,0.78,0.45,0.8,18866,19743,12041,7702,15794,3949,NORTH CAROLINA_CUMBERLAND
NC 2007,NORTH CAROLINA,CURRITUCK,Currituck,Hardwood,846,41,887,125,178,303,248,17,265,"1,219",236,"1,455",43,0.78,0.45,0.8,18866,12451,7591,4861,9961,2490,NORTH CAROLINA_CURRITUCK
NC 2007,NORTH CAROLINA,DARE,Dare,Hardwood,159,6,165,23,33,56,46,3,49,227,43,270,43,0.78,0.45,0.8,18866,2311,1412,899,1848,462,NORTH CAROLINA_DARE
NC 2007,NORTH CAROLINA,DAVIDSON,Davidson,Hardwood,"4,576",193,"4,769",669,958,"1,627","1,335",89,"1,424","6,580","1,240","7,820",43,0.78,0.45,0.8,18866,66921,40812,26110,53537,13384,NORTH CAROLINA_DAVIDSON
NC 2007,NORTH CAROLINA,DAVIE,Davie,Hardwood,904,39,943,132,190,322,264,18,282,"1,301",246,"1,547",43,0.78,0.45,0.8,18866,13239,8070,5169,10591,2648,NORTH CAROLINA_DAVIE
NC 2007,NORTH CAROLINA,DUPLIN,Duplin,Hardwood,"2,925",141,"3,066",430,616,"1,046",858,57,915,"4,213",814,"5,027",43,0.78,0.45,0.8,18866,43020,26238,16782,34416,8604,NORTH CAROLINA_DUPLIN
NC 2007,NORTH CAROLINA,DURHAM,Durham,Hardwood,"1,390",65,"1,455",204,292,496,407,27,434,"2,001",384,"2,385",43,0.78,0.45,0.8,18866,20410,12451,7959,16328,4082,NORTH CAROLINA_DURHAM
NC 2007,NORTH CAROLINA,EDGECOMBE,Edgecombe,Hardwood,"2,150",95,"2,245",315,451,766,629,42,671,"3,094",588,"3,682",43,0.78,0.45,0.8,18866,31510,19212,12297,25208,6302,NORTH CAROLINA_EDGECOMBE
NC 2007,NORTH CAROLINA,FORSYTH,Forsyth,Hardwood,"1,685",74,"1,759",247,353,600,492,33,525,"2,424",460,"2,884",43,0.78,0.45,0.8,18866,24680,15053,9627,19744,4936,NORTH CAROLINA_FORSYTH
NC 2007,NORTH CAROLINA,FRANKLIN,Franklin,Hardwood,"3,112",133,"3,245",455,652,"1,107",909,60,969,"4,475",846,"5,321",43,0.78,0.45,0.8,18866,45536,27770,17766,36429,9107,NORTH CAROLINA_FRANKLIN
NC 2007,NORTH CAROLINA,GASTON,Gaston,Hardwood,382,18,400,56,81,137,113,7,120,551,106,657,43,0.78,0.45,0.8,18866,5622,3423,2199,4498,1124,NORTH CAROLINA_GASTON
NC 2007,NORTH CAROLINA,GATES,Gates,Hardwood,"4,636",219,"4,855",681,976,"1,657","1,360",90,"1,450","6,677","1,285","7,962",43,0.78,0.45,0.8,18866,68137,41548,26589,54509,13627,NORTH CAROLINA_GATES
NC 2007,NORTH CAROLINA,GRAHAM,Graham,Hardwood,"4,353",204,"4,557",639,916,"1,555","1,276",85,"1,361","6,268","1,205","7,473",43,0.78,0.45,0.8,18866,63952,38998,24954,51162,12790,NORTH CAROLINA_GRAHAM
NC 2007,NORTH CAROLINA,GRANVILLE,Granville,Hardwood,"2,363",110,"2,473",347,497,844,692,46,738,"3,402",653,"4,055",43,0.78,0.45,0.8,18866,34702,21163,13538,27761,6940,NORTH CAROLINA_GRANVILLE
NC 2007,NORTH CAROLINA,GREENE,Greene,Hardwood,459,22,481,67,97,164,135,9,144,661,128,789,43,0.78,0.45,0.8,18866,6752,4116,2636,5402,1350,NORTH CAROLINA_GREENE
NC 2007,NORTH CAROLINA,GUILFORD,Guilford,Hardwood,"3,703",156,"3,859",541,776,"1,317","1,080",72,"1,152","5,325","1,003","6,328",43,0.78,0.45,0.8,18866,54153,33024,21129,43323,10831,NORTH CAROLINA_GUILFORD
NC 2007,NORTH CAROLINA,HALIFAX,Halifax,Hardwood,"8,882",403,"9,285","1,302","1,866","3,168","2,599",173,"2,772","12,783","2,442","15,225",43,0.78,0.45,0.8,18866,130291,79459,50833,104233,26058,NORTH CAROLINA_HALIFAX
NC 2007,NORTH CAROLINA,HARNETT,Harnett,Hardwood,814,38,852,120,171,291,238,16,254,"1,172",225,"1,397",43,0.78,0.45,0.8,18866,11955,7291,4664,9564,2391,NORTH CAROLINA_HARNETT
NC 2007,NORTH CAROLINA,HAYWOOD,Haywood,Hardwood,"9,035",424,"9,459","1,326","1,901","3,227","2,648",176,"2,824","13,009","2,501","15,510",43,0.78,0.45,0.8,18866,132730,80948,51783,106184,26546,NORTH CAROLINA_HAYWOOD
NC 2007,NORTH CAROLINA,HENDERSON,Henderson,Hardwood,"1,063",44,"1,107",155,223,378,309,21,330,"1,528",287,"1,815",43,0.78,0.45,0.8,18866,15532,9473,6059,12426,3106,NORTH CAROLINA_HENDERSON
NC 2007,NORTH CAROLINA,HERTFORD,Hertford,Hardwood,"4,697",210,"4,907",688,986,"1,674","1,374",91,"1,465","6,759","1,287","8,046",43,0.78,0.45,0.8,18866,68856,41993,26863,55084,13771,NORTH CAROLINA_HERTFORD
NC 2007,NORTH CAROLINA,HOKE,Hoke,Hardwood,774,35,809,113,163,276,227,15,242,"1,115",212,"1,327",43,0.78,0.45,0.8,18866,11356,6923,4433,9085,2271,NORTH CAROLINA_HOKE
NC 2007,NORTH CAROLINA,HYDE,Hyde,Hardwood,604,27,631,88,127,215,176,12,188,869,165,"1,034",43,0.78,0.45,0.8,18866,8849,5400,3449,7079,1770,NORTH CAROLINA_HYDE
NC 2007,NORTH CAROLINA,IREDELL,Iredell,Hardwood,"1,384",62,"1,446",203,290,493,405,27,432,"1,992",379,"2,371",43,0.78,0.45,0.8,18866,20290,12374,7916,16232,4058,NORTH CAROLINA_IREDELL
NC 2007,NORTH CAROLINA,JACKSON,Jackson,Hardwood,"1,620",66,"1,686",236,339,575,473,31,504,"2,328",437,"2,765",43,0.78,0.45,0.8,18866,23662,14428,9234,18930,4732,NORTH CAROLINA_JACKSON
NC 2007,NORTH CAROLINA,JOHNSTON,Johnston,Hardwood,"1,701",78,"1,779",249,358,607,498,33,531,"2,448",469,"2,917",43,0.78,0.45,0.8,18866,24963,15224,9739,19970,4993,NORTH CAROLINA_JOHNSTON
NC 2007,NORTH CAROLINA,JONES,Jones,Hardwood,618,28,646,91,130,221,181,12,193,890,170,"1,060",43,0.78,0.45,0.8,18866,9071,5528,3543,7257,1814,NORTH CAROLINA_JONES
NC 2007,NORTH CAROLINA,LEE,Lee,Hardwood,"1,408",60,"1,468",206,295,501,411,27,438,"2,024",383,"2,407",43,0.78,0.45,0.8,18866,20598,12563,8036,16479,4120,NORTH CAROLINA_LEE
NC 2007,NORTH CAROLINA,LENOIR,Lenoir,Hardwood,555,26,581,81,117,198,163,11,174,800,153,953,43,0.78,0.45,0.8,18866,8156,4972,3183,6524,1631,NORTH CAROLINA_LENOIR
NC 2007,NORTH CAROLINA,LINCOLN,Lincoln,Hardwood,"1,175",54,"1,229",172,247,419,344,23,367,"1,692",323,"2,015",43,0.78,0.45,0.8,18866,17244,10517,6726,13795,3449,NORTH CAROLINA_LINCOLN
NC 2007,NORTH CAROLINA,MACON,Macon,Hardwood,"1,488",61,"1,549",217,311,528,433,29,462,"2,138",401,"2,539",43,0.78,0.45,0.8,18866,21728,13256,8472,17382,4346,NORTH CAROLINA_MACON
NC 2007,NORTH CAROLINA,MADISON,Madison,Hardwood,"4,321",178,"4,499",631,904,"1,535","1,259",84,"1,343","6,212","1,165","7,377",43,0.78,0.45,0.8,18866,63130,38501,24629,50504,12626,NORTH CAROLINA_MADISON
NC 2007,NORTH CAROLINA,MARTIN,Martin,Hardwood,"3,583",164,"3,747",526,753,"1,279","1,049",70,"1,119","5,158",987,"6,145",43,0.78,0.45,0.8,18866,52587,32066,20521,42070,10517,NORTH CAROLINA_MARTIN
NC 2007,NORTH CAROLINA,MCDOWELL,McDowell,Hardwood,"2,266",93,"2,359",331,474,805,660,44,704,"3,257",611,"3,868",43,0.78,0.45,0.8,18866,33101,20188,12914,26481,6620,NORTH CAROLINA_MCDOWELL
NC 2007,NORTH CAROLINA,MECKLENBURG,Mecklenburg,Hardwood,"4,596",219,"4,815",675,968,"1,643","1,348",90,"1,438","6,620","1,276","7,896",43,0.78,0.45,0.8,18866,67572,41205,26366,54057,13514,NORTH CAROLINA_MECKLENBURG
NC 2007,NORTH CAROLINA,MITCHELL,Mitchell,Hardwood,"2,346",97,"2,443",343,491,834,684,46,730,"3,374",633,"4,007",43,0.78,0.45,0.8,18866,34291,20907,13384,27433,6858,NORTH CAROLINA_MITCHELL
NC 2007,NORTH CAROLINA,MONTGOMERY,Montgomery,Hardwood,"7,842",356,"8,198","1,150","1,647","2,797","2,295",153,"2,448","11,287","2,156","13,443",43,0.78,0.45,0.8,18866,115042,70156,44885,92033,23008,NORTH CAROLINA_MONTGOMERY
NC 2007,NORTH CAROLINA,MOORE,Moore,Hardwood,"3,921",169,"4,090",574,822,"1,396","1,145",76,"1,221","5,639","1,068","6,707",43,0.78,0.45,0.8,18866,57397,35001,22396,45917,11479,NORTH CAROLINA_MOORE
NC 2007,NORTH CAROLINA,NASH,Nash,Hardwood,"3,719",161,"3,880",544,780,"1,324","1,087",72,"1,159","5,350","1,013","6,363",43,0.78,0.45,0.8,18866,54453,33204,21249,43562,10891,NORTH CAROLINA_NASH
NC 2007,NORTH CAROLINA,NEW HANOVER,New Hanover,Hardwood,62,3,65,9,13,22,18,1,19,89,17,106,43,0.78,0.45,0.8,18866,907,556,351,726,181,NORTH CAROLINA_NEW HANOVER
NC 2007,NORTH CAROLINA,NORTHAMPTON,Northampton,Hardwood,"6,757",317,"7,074",992,"1,422","2,414","1,980",132,"2,112","9,730","1,870","11,600",43,0.78,0.45,0.8,18866,99270,60537,38732,79416,19854,NORTH CAROLINA_NORTHAMPTON
NC 2007,NORTH CAROLINA,ONSLOW,Onslow,Hardwood,"1,268",61,"1,329",186,267,453,372,25,397,"1,826",353,"2,179",43,0.78,0.45,0.8,18866,18647,11373,7274,14918,3729,NORTH CAROLINA_ONSLOW
NC 2007,NORTH CAROLINA,ORANGE,Orange,Hardwood,"1,324",65,"1,389",195,279,474,389,26,415,"1,907",371,"2,278",43,0.78,0.45,0.8,18866,19495,11887,7608,15596,3899,NORTH CAROLINA_ORANGE
NC 2007,NORTH CAROLINA,PAMLICO,Pamlico,Hardwood,687,33,720,101,145,246,202,13,215,990,191,"1,181",43,0.78,0.45,0.8,18866,10107,6162,3945,8085,2021,NORTH CAROLINA_PAMLICO
NC 2007,NORTH CAROLINA,PASQUOTANK,Pasquotank,Hardwood,"1,678",86,"1,764",247,355,602,494,33,527,"2,420",473,"2,893",43,0.78,0.45,0.8,18866,24758,15096,9662,19806,4952,NORTH CAROLINA_PASQUOTANK
NC 2007,NORTH CAROLINA,PENDER,Pender,Hardwood,"2,290",104,"2,394",336,481,817,670,45,715,"3,297",629,"3,926",43,0.78,0.45,0.8,18866,33598,20487,13110,26878,6720,NORTH CAROLINA_PENDER
NC 2007,NORTH CAROLINA,PERQUIMANS,Perquimans,Hardwood,"2,134",111,"2,245",315,451,766,629,42,671,"3,078",604,"3,682",43,0.78,0.45,0.8,18866,31510,19212,12297,25208,6302,NORTH CAROLINA_PERQUIMANS
NC 2007,NORTH CAROLINA,PERSON,Person,Hardwood,"1,753",79,"1,832",257,368,625,513,34,547,"2,523",481,"3,004",43,0.78,0.45,0.8,18866,25707,15678,10030,20566,5141,NORTH CAROLINA_PERSON
NC 2007,NORTH CAROLINA,PITT,Pitt,Hardwood,"3,268",155,"3,423",480,688,"1,168",958,64,"1,022","4,706",907,"5,613",43,0.78,0.45,0.8,18866,48035,29293,18741,38428,9607,NORTH CAROLINA_PITT
NC 2007,NORTH CAROLINA,POLK,Polk,Hardwood,"1,035",43,"1,078",151,217,368,302,20,322,"1,488",280,"1,768",43,0.78,0.45,0.8,18866,15130,9225,5905,12104,3026,NORTH CAROLINA_POLK
NC 2007,NORTH CAROLINA,RANDOLPH,Randolph,Hardwood,"6,790",282,"7,072",992,"1,421","2,413","1,980",132,"2,112","9,762","1,835","11,597",43,0.78,0.45,0.8,18866,99244,60520,38724,79395,19849,NORTH CAROLINA_RANDOLPH
NC 2007,NORTH CAROLINA,RICHMOND,Richmond,Hardwood,"1,852",80,"1,932",271,388,659,541,36,577,"2,664",504,"3,168",43,0.78,0.45,0.8,18866,27111,16534,10577,21689,5422,NORTH CAROLINA_RICHMOND
NC 2007,NORTH CAROLINA,ROBESON,Robeson,Hardwood,"3,953",186,"4,139",580,832,"1,412","1,159",77,"1,236","5,693","1,094","6,787",43,0.78,0.45,0.8,18866,58081,35420,22661,46465,11616,NORTH CAROLINA_ROBESON
NC 2007,NORTH CAROLINA,ROCKINGHAM,Rockingham,Hardwood,"6,797",310,"7,107",997,"1,428","2,425","1,990",132,"2,122","9,783","1,871","11,654",43,0.78,0.45,0.8,18866,99732,60820,38912,79785,19946,NORTH CAROLINA_ROCKINGHAM
NC 2007,NORTH CAROLINA,ROWAN,Rowan,Hardwood,"2,634",116,"2,750",386,552,938,770,51,821,"3,789",720,"4,509",43,0.78,0.45,0.8,18866,38587,23534,15053,30869,7717,NORTH CAROLINA_ROWAN
NC 2007,NORTH CAROLINA,RUTHERFORD,Rutherford,Hardwood,"8,730",409,"9,139","1,282","1,836","3,118","2,559",170,"2,729","12,571","2,415","14,986",43,0.78,0.45,0.8,18866,128246,78209,50037,102597,25649,NORTH CAROLINA_RUTHERFORD
NC 2007,NORTH CAROLINA,SAMPSON,Sampson,Hardwood,"2,070",103,"2,173",305,436,741,609,40,649,"2,983",580,"3,563",43,0.78,0.45,0.8,18866,30491,18596,11895,24393,6098,NORTH CAROLINA_SAMPSON
NC 2007,NORTH CAROLINA,SCOTLAND,Scotland,Hardwood,"4,788",231,"5,019",704,"1,008","1,712","1,405",94,"1,499","6,897","1,333","8,230",43,0.78,0.45,0.8,18866,70430,42951,27479,56344,14086,NORTH CAROLINA_SCOTLAND
NC 2007,NORTH CAROLINA,STANLY,Stanly,Hardwood,611,27,638,90,128,218,179,12,191,879,168,"1,047",43,0.78,0.45,0.8,18866,8960,5460,3500,7168,1792,NORTH CAROLINA_STANLY
NC 2007,NORTH CAROLINA,STOKES,Stokes,Hardwood,"5,194",230,"5,424",761,"1,090","1,851","1,519",101,"1,620","7,474","1,421","8,895",43,0.78,0.45,0.8,18866,76121,46417,29704,60897,15224,NORTH CAROLINA_STOKES
NC 2007,NORTH CAROLINA,SURRY,Surry,Hardwood,"3,226",147,"3,373",473,678,"1,151",944,63,"1,007","4,644",887,"5,531",43,0.78,0.45,0.8,18866,47333,28865,18468,37866,9467,NORTH CAROLINA_SURRY
NC 2007,NORTH CAROLINA,SWAIN,Swain,Hardwood,750,31,781,110,157,267,218,15,233,"1,079",202,"1,281",43,0.78,0.45,0.8,18866,10962,6684,4279,8770,2192,NORTH CAROLINA_SWAIN
NC 2007,NORTH CAROLINA,TRANSYLVANIA,Transylvania,Hardwood,45,2,47,7,9,16,13,1,14,65,12,77,43,0.78,0.45,0.8,18866,659,402,257,527,132,NORTH CAROLINA_TRANSYLVANIA
NC 2007,NORTH CAROLINA,TYRRELL,Tyrrell,Hardwood,"2,162",104,"2,266",318,455,773,635,42,677,"3,115",601,"3,716",43,0.78,0.45,0.8,18866,31801,19392,12409,25440,6360,NORTH CAROLINA_TYRRELL
NC 2007,NORTH CAROLINA,UNION,Union,Hardwood,"4,206",202,"4,408",618,886,"1,504","1,234",82,"1,316","6,058","1,170","7,228",43,0.78,0.45,0.8,18866,61855,37722,24133,49484,12371,NORTH CAROLINA_UNION
NC 2007,NORTH CAROLINA,VANCE,Vance,Hardwood,"2,001",88,"2,089",293,420,713,585,39,624,"2,879",547,"3,426",43,0.78,0.45,0.8,18866,29319,17877,11442,23455,5864,NORTH CAROLINA_VANCE
NC 2007,NORTH CAROLINA,WAKE,Wake,Hardwood,"6,895",329,"7,224","1,013","1,452","2,465","2,022",135,"2,157","9,931","1,915","11,846",43,0.78,0.45,0.8,18866,101375,61821,39554,81100,20275,NORTH CAROLINA_WAKE
NC 2007,NORTH CAROLINA,WARREN,Warren,Hardwood,"8,205",370,"8,575","1,203","1,723","2,926","2,400",160,"2,560","11,808","2,253","14,061",43,0.78,0.45,0.8,18866,120330,73383,46948,96264,24066,NORTH CAROLINA_WARREN
NC 2007,NORTH CAROLINA,WASHINGTON,Washington,Hardwood,"4,816",228,"5,044",707,"1,014","1,721","1,412",94,"1,506","6,935","1,336","8,271",43,0.78,0.45,0.8,18866,70781,43165,27616,56625,14156,NORTH CAROLINA_WASHINGTON
NC 2007,NORTH CAROLINA,WATAUGA,Watauga,Hardwood,"2,073",88,"2,161",303,434,737,605,40,645,"2,981",562,"3,543",43,0.78,0.45,0.8,18866,30320,18493,11827,24256,6064,NORTH CAROLINA_WATAUGA
NC 2007,NORTH CAROLINA,WAYNE,Wayne,Hardwood,"1,833",86,"1,919",269,386,655,537,36,573,"2,639",508,"3,147",43,0.78,0.45,0.8,18866,26931,16422,10509,21545,5386,NORTH CAROLINA_WAYNE
NC 2007,NORTH CAROLINA,WILKES,Wilkes,Hardwood,"6,371",278,"6,649",933,"1,336","2,269","1,862",124,"1,986","9,166","1,738","10,904",43,0.78,0.45,0.8,18866,93313,56900,36413,74651,18663,NORTH CAROLINA_WILKES
NC 2007,NORTH CAROLINA,WILSON,Wilson,Hardwood,883,45,928,130,187,317,260,17,277,"1,273",249,"1,522",43,0.78,0.45,0.8,18866,13025,7942,5083,10420,2605,NORTH CAROLINA_WILSON
NC 2007,NORTH CAROLINA,YADKIN,Yadkin,Hardwood,"3,490",147,"3,637",510,731,"1,241","1,018",68,"1,086","5,018",946,"5,964",43,0.78,0.45,0.8,18866,51038,31124,19914,40831,10208,NORTH CAROLINA_YADKIN
NC 2007,NORTH CAROLINA,YANCEY,Yancey,Hardwood,"4,839",199,"5,038",707,"1,012","1,719","1,410",94,"1,504","6,956","1,305","8,261",43,0.78,0.45,0.8,18866,70695,43114,27582,56556,14139,NORTH CAROLINA_YANCEY
ND 2007,NORTH DAKOTA,BARNES,Barnes,Hardwood,"2,062",425,"2,487",23,33,56,0,0,0,"2,085",458,"2,543",43,0.78,0.45,0.8,18866,21762,21283,479,17410,4352,NORTH DAKOTA_BARNES
ND 2007,NORTH DAKOTA,BENSON,Benson,Hardwood,0,18,18,0,0,0,0,0,0,0,18,18,43,0.78,0.45,0.8,18866,154,154,0,123,31,NORTH DAKOTA_BENSON
ND 2007,NORTH DAKOTA,BOTTINEAU,Bottineau,Hardwood,19,18,38,41,50,92,0,0,0,60,69,129,43,0.78,0.45,0.8,18866,1104,325,779,883,221,NORTH DAKOTA_BOTTINEAU
ND 2007,NORTH DAKOTA,BURKE,Burke,Hardwood,1,25,26,0,0,0,0,0,0,1,25,26,43,0.78,0.45,0.8,18866,223,223,0,178,45,NORTH DAKOTA_BURKE
ND 2007,NORTH DAKOTA,BURLEIGH,Burleigh,Hardwood,0,66,66,0,0,0,0,0,0,0,66,66,43,0.78,0.45,0.8,18866,565,565,0,452,113,NORTH DAKOTA_BURLEIGH
ND 2007,NORTH DAKOTA,CASS,Cass,Hardwood,0,159,159,0,0,0,0,94,94,0,253,253,43,0.78,0.45,0.8,18866,2165,1361,804,1732,433,NORTH DAKOTA_CASS
ND 2007,NORTH DAKOTA,CAVALIER,Cavalier,Hardwood,0,25,25,14,17,31,0,0,0,14,41,55,43,0.78,0.45,0.8,18866,471,214,257,377,94,NORTH DAKOTA_CAVALIER
ND 2007,NORTH DAKOTA,DICKEY,Dickey,Hardwood,0,23,23,0,0,0,0,0,0,0,23,23,43,0.78,0.45,0.8,18866,197,197,0,157,39,NORTH DAKOTA_DICKEY
ND 2007,NORTH DAKOTA,DIVIDE,Divide,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.8,18866,43,43,0,34,9,NORTH DAKOTA_DIVIDE
ND 2007,NORTH DAKOTA,DUNN,Dunn,Hardwood,0,0,0,0,0,0,10,51,61,10,51,61,43,0.78,0.45,0.8,18866,522,0,522,418,104,NORTH DAKOTA_DUNN
ND 2007,NORTH DAKOTA,FOSTER,Foster,Hardwood,0,11,11,0,0,0,0,0,0,0,11,11,43,0.78,0.45,0.8,18866,94,94,0,75,19,NORTH DAKOTA_FOSTER
ND 2007,NORTH DAKOTA,GRAND FORKS,Grand Forks,Hardwood,0,186,186,0,0,0,0,0,0,0,186,186,43,0.78,0.45,0.8,18866,1592,1592,0,1273,318,NORTH DAKOTA_GRAND FORKS
ND 2007,NORTH DAKOTA,HETTINGER,Hettinger,Hardwood,0,24,24,0,0,0,0,0,0,0,24,24,43,0.78,0.45,0.8,18866,205,205,0,164,41,NORTH DAKOTA_HETTINGER
ND 2007,NORTH DAKOTA,KIDDER,Kidder,Hardwood,0,67,67,0,0,0,0,0,0,0,67,67,43,0.78,0.45,0.8,18866,573,573,0,459,115,NORTH DAKOTA_KIDDER
ND 2007,NORTH DAKOTA,LAMOURE,LaMoure,Hardwood,0,15,15,0,0,0,0,0,0,0,15,15,43,0.78,0.45,0.8,18866,128,128,0,103,26,NORTH DAKOTA_LAMOURE
ND 2007,NORTH DAKOTA,MCHENRY,McHenry,Hardwood,0,151,151,0,0,0,0,8,8,0,158,158,43,0.78,0.45,0.8,18866,1352,1292,60,1082,270,NORTH DAKOTA_MCHENRY
ND 2007,NORTH DAKOTA,MCINTOSH,McIntosh,Hardwood,0,6,6,0,0,0,0,0,0,0,6,6,43,0.78,0.45,0.8,18866,51,51,0,41,10,NORTH DAKOTA_MCINTOSH
ND 2007,NORTH DAKOTA,MCKENZIE,McKenzie,Hardwood,0,84,84,0,0,0,0,0,0,0,84,84,43,0.78,0.45,0.8,18866,719,719,0,575,144,NORTH DAKOTA_MCKENZIE
ND 2007,NORTH DAKOTA,MCLEAN,McLean,Hardwood,0,15,15,0,0,0,0,0,0,0,15,15,43,0.78,0.45,0.8,18866,128,128,0,103,26,NORTH DAKOTA_MCLEAN
ND 2007,NORTH DAKOTA,MERCER,Mercer,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,NORTH DAKOTA_MERCER
ND 2007,NORTH DAKOTA,MORTON,Morton,Hardwood,0,34,34,0,0,0,0,0,0,0,34,34,43,0.78,0.45,0.8,18866,291,291,0,233,58,NORTH DAKOTA_MORTON
ND 2007,NORTH DAKOTA,MOUNTRAIL,Mountrail,Hardwood,0,12,12,0,0,0,0,0,0,0,12,12,43,0.78,0.45,0.8,18866,103,103,0,82,21,NORTH DAKOTA_MOUNTRAIL
ND 2007,NORTH DAKOTA,NELSON,Nelson,Hardwood,0,23,23,0,0,0,145,413,558,145,436,581,43,0.78,0.45,0.8,18866,4972,197,4775,3978,994,NORTH DAKOTA_NELSON
ND 2007,NORTH DAKOTA,PEMBINA,Pembina,Hardwood,0,6,6,19,24,44,355,244,599,374,274,649,43,0.78,0.45,0.8,18866,5554,51,5503,4443,1111,NORTH DAKOTA_PEMBINA
ND 2007,NORTH DAKOTA,RAMSEY,Ramsey,Hardwood,0,129,129,0,0,0,0,0,0,0,129,129,43,0.78,0.45,0.8,18866,1104,1104,0,883,221,NORTH DAKOTA_RAMSEY
ND 2007,NORTH DAKOTA,RANSOM,Ransom,Hardwood,0,99,99,0,0,0,9,136,145,9,234,244,43,0.78,0.45,0.8,18866,2088,847,1241,1670,418,NORTH DAKOTA_RANSOM
ND 2007,NORTH DAKOTA,RENVILLE,Renville,Hardwood,0,0,0,0,0,0,0,160,160,0,160,160,43,0.78,0.45,0.8,18866,1369,0,1369,1095,274,NORTH DAKOTA_RENVILLE
ND 2007,NORTH DAKOTA,RICHLAND,Richland,Hardwood,0,115,115,0,0,0,0,0,0,0,115,115,43,0.78,0.45,0.8,18866,984,984,0,787,197,NORTH DAKOTA_RICHLAND
ND 2007,NORTH DAKOTA,ROLETTE,Rolette,Hardwood,0,0,0,42,51,93,63,50,113,105,101,206,43,0.78,0.45,0.8,18866,1763,0,1763,1410,353,NORTH DAKOTA_ROLETTE
ND 2007,NORTH DAKOTA,SHERIDAN,Sheridan,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.8,18866,68,68,0,55,14,NORTH DAKOTA_SHERIDAN
ND 2007,NORTH DAKOTA,SIOUX,Sioux,Hardwood,2,2,4,0,0,0,0,0,0,2,2,4,43,0.78,0.45,0.8,18866,34,34,0,27,7,NORTH DAKOTA_SIOUX
ND 2007,NORTH DAKOTA,STARK,Stark,Hardwood,0,101,101,0,0,0,23,71,95,23,173,196,43,0.78,0.45,0.8,18866,1677,864,813,1342,335,NORTH DAKOTA_STARK
ND 2007,NORTH DAKOTA,STEELE,Steele,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,NORTH DAKOTA_STEELE
ND 2007,NORTH DAKOTA,STUTSMAN,Stutsman,Hardwood,0,120,120,0,0,0,0,0,0,0,120,120,43,0.78,0.45,0.8,18866,1027,1027,0,822,205,NORTH DAKOTA_STUTSMAN
ND 2007,NORTH DAKOTA,TRAILL,Traill,Hardwood,0,97,97,0,0,0,0,0,0,0,97,97,43,0.78,0.45,0.8,18866,830,830,0,664,166,NORTH DAKOTA_TRAILL
ND 2007,NORTH DAKOTA,WALSH,Walsh,Hardwood,0,77,77,0,0,0,0,0,0,0,77,77,43,0.78,0.45,0.8,18866,659,659,0,527,132,NORTH DAKOTA_WALSH
ND 2007,NORTH DAKOTA,WARD,Ward,Hardwood,0,136,136,0,0,0,98,90,188,98,226,324,43,0.78,0.45,0.8,18866,2773,1164,1609,2218,555,NORTH DAKOTA_WARD
ND 2007,NORTH DAKOTA,WILLIAMS,Williams,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.8,18866,68,68,0,55,14,NORTH DAKOTA_WILLIAMS
NE 2007,NEBRASKA,ADAMS,Adams,Hardwood,0,167,167,0,0,0,0,0,0,0,167,167,43,0.78,0.45,0.8,18866,1429,1429,0,1143,286,NEBRASKA_ADAMS
NE 2007,NEBRASKA,ANTELOPE,Antelope,Hardwood,126,96,222,20,44,64,0,0,0,146,140,286,43,0.78,0.45,0.8,18866,2448,1900,548,1958,490,NEBRASKA_ANTELOPE
