State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
IL 2007,ILLINOIS,PIATT,Piatt,Hardwood,7,114,122,0,0,0,0,0,0,7,114,122,43,0.78,0.45,0.8,18866,1044,1044,0,835,209,ILLINOIS_PIATT
IL 2007,ILLINOIS,PIKE,Pike,Hardwood,"1,200",411,"1,612",331,680,"1,011",0,0,0,"1,532","1,092","2,623",43,0.78,0.45,0.8,18866,22447,13795,8652,17958,4489,ILLINOIS_PIKE
IL 2007,ILLINOIS,POPE,Pope,Hardwood,618,239,857,321,443,764,0,0,0,938,682,"1,621",43,0.78,0.45,0.8,18866,13872,7334,6538,11098,2774,ILLINOIS_POPE
IL 2007,ILLINOIS,PULASKI,Pulaski,Hardwood,287,388,675,89,95,185,0,0,0,377,484,860,43,0.78,0.45,0.8,18866,7360,5776,1583,5888,1472,ILLINOIS_PULASKI
IL 2007,ILLINOIS,PUTNAM,Putnam,Hardwood,18,111,129,1,1,1,0,0,0,19,111,131,43,0.78,0.45,0.8,18866,1121,1104,17,897,224,ILLINOIS_PUTNAM
IL 2007,ILLINOIS,RANDOLPH,Randolph,Hardwood,419,465,884,111,220,331,141,0,141,672,684,"1,356",43,0.78,0.45,0.8,18866,11604,7565,4039,9283,2321,ILLINOIS_RANDOLPH
IL 2007,ILLINOIS,RICHLAND,Richland,Hardwood,302,114,416,88,187,275,0,0,0,390,301,691,43,0.78,0.45,0.8,18866,5913,3560,2353,4731,1183,ILLINOIS_RICHLAND
IL 2007,ILLINOIS,ROCK ISLAND,Rock Island,Hardwood,633,358,991,173,354,528,0,0,0,806,713,"1,519",43,0.78,0.45,0.8,18866,12999,8481,4518,10399,2600,ILLINOIS_ROCK ISLAND
IL 2007,ILLINOIS,SALINE,Saline,Hardwood,537,117,654,315,612,926,0,0,0,852,728,"1,580",43,0.78,0.45,0.8,18866,13521,5597,7924,10817,2704,ILLINOIS_SALINE
IL 2007,ILLINOIS,SANGAMON,Sangamon,Hardwood,61,326,387,8,15,23,0,0,0,68,341,410,43,0.78,0.45,0.8,18866,3509,3312,197,2807,702,ILLINOIS_SANGAMON
IL 2007,ILLINOIS,SCHUYLER,Schuyler,Hardwood,"1,163",120,"1,283",304,662,966,"2,291",41,"2,332","3,758",823,"4,581",43,0.78,0.45,0.8,18866,39203,10980,28223,31362,7841,ILLINOIS_SCHUYLER
IL 2007,ILLINOIS,SCOTT,Scott,Hardwood,21,84,105,48,97,145,0,0,0,68,181,250,43,0.78,0.45,0.8,18866,2139,899,1241,1712,428,ILLINOIS_SCOTT
IL 2007,ILLINOIS,SHELBY,Shelby,Hardwood,725,335,"1,061",203,412,614,0,0,0,928,747,"1,675",43,0.78,0.45,0.8,18866,14334,9080,5254,11467,2867,ILLINOIS_SHELBY
IL 2007,ILLINOIS,ST. CLAIR,St. Clair,Hardwood,314,581,895,77,168,245,0,0,0,392,748,"1,140",43,0.78,0.45,0.8,18866,9756,7659,2097,7805,1951,ILLINOIS_ST. CLAIR
IL 2007,ILLINOIS,STARK,Stark,Hardwood,0,22,22,0,0,0,0,0,0,0,22,22,43,0.78,0.45,0.8,18866,188,188,0,151,38,ILLINOIS_STARK
IL 2007,ILLINOIS,STEPHENSON,Stephenson,Hardwood,65,211,276,15,29,45,0,0,0,81,240,321,43,0.78,0.45,0.8,18866,2747,2362,385,2198,549,ILLINOIS_STEPHENSON
IL 2007,ILLINOIS,TAZEWELL,Tazewell,Hardwood,131,737,868,0,0,0,0,0,0,131,737,868,43,0.78,0.45,0.8,18866,7428,7428,0,5942,1486,ILLINOIS_TAZEWELL
IL 2007,ILLINOIS,UNION,Union,Hardwood,"1,017",418,"1,435",369,620,989,"3,052",0,"3,052","4,439","1,038","5,476",43,0.78,0.45,0.8,18866,46862,12280,34582,37490,9372,ILLINOIS_UNION
IL 2007,ILLINOIS,VERMILION,Vermilion,Hardwood,66,"1,762","1,827",0,0,0,0,0,0,66,"1,762","1,827",43,0.78,0.45,0.8,18866,15635,15635,0,12508,3127,ILLINOIS_VERMILION
IL 2007,ILLINOIS,WABASH,Wabash,Hardwood,96,167,263,12,22,33,0,0,0,108,188,296,43,0.78,0.45,0.8,18866,2533,2251,282,2026,507,ILLINOIS_WABASH
IL 2007,ILLINOIS,WARREN,Warren,Hardwood,86,132,217,7,14,21,0,72,72,93,217,310,43,0.78,0.45,0.8,18866,2653,1857,796,2122,531,ILLINOIS_WARREN
IL 2007,ILLINOIS,WASHINGTON,Washington,Hardwood,400,432,833,105,220,324,174,18,191,679,670,"1,348",43,0.78,0.45,0.8,18866,11536,7129,4407,9229,2307,ILLINOIS_WASHINGTON
IL 2007,ILLINOIS,WAYNE,Wayne,Hardwood,"1,294",392,"1,685",389,729,"1,118","4,992",133,"5,125","6,674","1,254","7,928",43,0.78,0.45,0.8,18866,67846,14420,53426,54277,13569,ILLINOIS_WAYNE
IL 2007,ILLINOIS,WHITE,White,Hardwood,761,124,885,230,474,704,0,217,217,991,815,"1,806",43,0.78,0.45,0.8,18866,15455,7574,7882,12364,3091,ILLINOIS_WHITE
IL 2007,ILLINOIS,WHITESIDE,Whiteside,Hardwood,90,139,229,22,46,68,603,437,"1,040",715,622,"1,337",43,0.78,0.45,0.8,18866,11442,1960,9482,9153,2288,ILLINOIS_WHITESIDE
IL 2007,ILLINOIS,WILL,Will,Hardwood,225,"8,236","8,461",0,0,0,0,0,0,225,"8,236","8,461",43,0.78,0.45,0.8,18866,72407,72407,0,57926,14481,ILLINOIS_WILL
IL 2007,ILLINOIS,WILLIAMSON,Williamson,Hardwood,333,268,601,94,195,289,0,0,0,428,462,890,43,0.78,0.45,0.8,18866,7616,5143,2473,6093,1523,ILLINOIS_WILLIAMSON
IL 2007,ILLINOIS,WINNEBAGO,Winnebago,Hardwood,175,"1,272","1,446",11,20,31,0,0,0,186,"1,292","1,477",43,0.78,0.45,0.8,18866,12640,12374,265,10112,2528,ILLINOIS_WINNEBAGO
IL 2007,ILLINOIS,WOODFORD,Woodford,Hardwood,25,905,930,1,0,1,0,0,0,25,906,931,43,0.78,0.45,0.8,18866,7967,7959,9,6374,1593,ILLINOIS_WOODFORD
IN 2007,INDIANA,ADAMS,Adams,Hardwood,662,472,"1,134",157,327,484,0,0,0,819,799,"1,618",43,0.78,0.45,0.8,18866,13846,9704,4142,11077,2769,INDIANA_ADAMS
IN 2007,INDIANA,ALLEN,Allen,Hardwood,"1,324",464,"1,788",374,748,"1,123",0,0,0,"1,698","1,213","2,911",43,0.78,0.45,0.8,18866,24912,15301,9610,19929,4982,INDIANA_ALLEN
IN 2007,INDIANA,BARTHOLOMEW,Bartholomew,Hardwood,629,165,794,171,361,533,179,0,179,979,526,"1,505",43,0.78,0.45,0.8,18866,12879,6795,6085,10304,2576,INDIANA_BARTHOLOMEW
IN 2007,INDIANA,BENTON,Benton,Hardwood,0,38,38,0,0,0,0,0,0,0,38,38,43,0.78,0.45,0.8,18866,325,325,0,260,65,INDIANA_BENTON
IN 2007,INDIANA,BLACKFORD,Blackford,Hardwood,17,6,23,28,43,71,0,0,0,45,49,94,43,0.78,0.45,0.8,18866,804,197,608,644,161,INDIANA_BLACKFORD
IN 2007,INDIANA,BOONE,Boone,Hardwood,246,89,334,42,98,140,0,0,0,287,187,474,43,0.78,0.45,0.8,18866,4056,2858,1198,3245,811,INDIANA_BOONE
IN 2007,INDIANA,BROWN,Brown,Hardwood,"3,454","1,070","4,524",547,"1,128","1,674",0,566,566,"4,001","2,763","6,764",43,0.78,0.45,0.8,18866,57884,38715,19169,46308,11577,INDIANA_BROWN
IN 2007,INDIANA,CARROLL,Carroll,Hardwood,276,252,528,69,160,230,0,0,0,345,413,758,43,0.78,0.45,0.8,18866,6487,4518,1968,5189,1297,INDIANA_CARROLL
IN 2007,INDIANA,CASS,Cass,Hardwood,424,61,485,111,252,363,0,0,0,535,313,848,43,0.78,0.45,0.8,18866,7257,4150,3106,5806,1451,INDIANA_CASS
IN 2007,INDIANA,CLARK,Clark,Hardwood,883,61,944,251,467,718,"1,508",32,"1,540","2,642",560,"3,202",43,0.78,0.45,0.8,18866,27402,8078,19323,21921,5480,INDIANA_CLARK
IN 2007,INDIANA,CLAY,Clay,Hardwood,"1,499",288,"1,787",417,875,"1,293",0,0,0,"1,916","1,163","3,079",43,0.78,0.45,0.8,18866,26349,15293,11057,21079,5270,INDIANA_CLAY
IN 2007,INDIANA,CLINTON,Clinton,Hardwood,175,160,335,44,106,150,0,0,0,219,266,485,43,0.78,0.45,0.8,18866,4150,2867,1284,3320,830,INDIANA_CLINTON
IN 2007,INDIANA,CRAWFORD,Crawford,Hardwood,"1,769",230,"2,000",530,"1,033","1,563",0,0,0,"2,299","1,263","3,563",43,0.78,0.45,0.8,18866,30491,17115,13376,24393,6098,INDIANA_CRAWFORD
IN 2007,INDIANA,DAVIESS,Daviess,Hardwood,"1,868","1,779","3,648",480,"1,010","1,490",0,0,0,"2,349","2,789","5,138",43,0.78,0.45,0.8,18866,43970,31219,12751,35176,8794,INDIANA_DAVIESS
IN 2007,INDIANA,DE KALB,De Kalb,Hardwood,"1,146",80,"1,226",321,681,"1,002",0,0,0,"1,467",760,"2,227",43,0.78,0.45,0.8,18866,19058,10492,8566,15246,3812,INDIANA_DE KALB
IN 2007,INDIANA,DEARBORN,Dearborn,Hardwood,323,"1,232","1,555",91,186,277,0,0,0,415,"1,417","1,832",43,0.78,0.45,0.8,18866,15678,13307,2370,12542,3136,INDIANA_DEARBORN
IN 2007,INDIANA,DECATUR,Decatur,Hardwood,748,563,"1,311",155,316,471,0,0,0,903,879,"1,781",43,0.78,0.45,0.8,18866,15241,11219,4022,12193,3048,INDIANA_DECATUR
IN 2007,INDIANA,DELAWARE,Delaware,Hardwood,52,156,208,0,0,0,0,0,0,52,156,208,43,0.78,0.45,0.8,18866,1780,1780,0,1424,356,INDIANA_DELAWARE
IN 2007,INDIANA,DUBOIS,Dubois,Hardwood,"1,501",474,"1,975",416,843,"1,258",502,0,502,"2,419","1,316","3,735",43,0.78,0.45,0.8,18866,31963,16902,15062,25571,6393,INDIANA_DUBOIS
IN 2007,INDIANA,ELKHART,Elkhart,Hardwood,618,762,"1,381",129,268,397,0,0,0,747,"1,031","1,778",43,0.78,0.45,0.8,18866,15216,11818,3397,12173,3043,INDIANA_ELKHART
IN 2007,INDIANA,FAYETTE,Fayette,Hardwood,502,177,679,64,130,194,0,0,0,565,307,873,43,0.78,0.45,0.8,18866,7471,5811,1660,5977,1494,INDIANA_FAYETTE
IN 2007,INDIANA,FLOYD,Floyd,Hardwood,824,531,"1,354",197,382,579,0,0,0,"1,020",913,"1,933",43,0.78,0.45,0.8,18866,16542,11587,4955,13234,3308,INDIANA_FLOYD
IN 2007,INDIANA,FOUNTAIN,Fountain,Hardwood,600,160,760,163,340,503,0,0,0,763,501,"1,263",43,0.78,0.45,0.8,18866,10808,6504,4305,8647,2162,INDIANA_FOUNTAIN
IN 2007,INDIANA,FRANKLIN,Franklin,Hardwood,701,641,"1,343",167,341,508,0,0,0,869,982,"1,851",43,0.78,0.45,0.8,18866,15840,11493,4347,12672,3168,INDIANA_FRANKLIN
IN 2007,INDIANA,FULTON,Fulton,Hardwood,193,97,290,45,97,141,0,0,0,238,193,431,43,0.78,0.45,0.8,18866,3688,2482,1207,2951,738,INDIANA_FULTON
IN 2007,INDIANA,GIBSON,Gibson,Hardwood,430,83,514,107,227,334,0,0,0,537,311,848,43,0.78,0.45,0.8,18866,7257,4399,2858,5806,1451,INDIANA_GIBSON
IN 2007,INDIANA,GRANT,Grant,Hardwood,257,81,338,82,124,207,0,0,0,339,205,545,43,0.78,0.45,0.8,18866,4664,2893,1771,3731,933,INDIANA_GRANT
IN 2007,INDIANA,GREENE,Greene,Hardwood,"1,744",348,"2,092",502,"1,055","1,557","1,198",57,"1,255","3,445","1,460","4,904",43,0.78,0.45,0.8,18866,41967,17903,24064,33574,8393,INDIANA_GREENE
IN 2007,INDIANA,HAMILTON,Hamilton,Hardwood,176,110,286,45,106,151,0,0,0,221,216,437,43,0.78,0.45,0.8,18866,3740,2448,1292,2992,748,INDIANA_HAMILTON
IN 2007,INDIANA,HANCOCK,Hancock,Hardwood,82,7,90,22,46,68,0,0,0,104,53,158,43,0.78,0.45,0.8,18866,1352,770,582,1082,270,INDIANA_HANCOCK
IN 2007,INDIANA,HARRISON,Harrison,Hardwood,"2,295",137,"2,432",670,"1,410","2,080",41,56,97,"3,006","1,603","4,609",43,0.78,0.45,0.8,18866,39443,20812,18630,31554,7889,INDIANA_HARRISON
IN 2007,INDIANA,HENDRICKS,Hendricks,Hardwood,143,273,416,39,84,122,0,0,0,181,357,538,43,0.78,0.45,0.8,18866,4604,3560,1044,3683,921,INDIANA_HENDRICKS
IN 2007,INDIANA,HENRY,Henry,Hardwood,47,732,779,13,27,40,0,0,0,59,759,818,43,0.78,0.45,0.8,18866,7000,6666,334,5600,1400,INDIANA_HENRY
IN 2007,INDIANA,HOWARD,Howard,Hardwood,181,23,203,46,111,156,0,0,0,227,133,360,43,0.78,0.45,0.8,18866,3081,1737,1344,2465,616,INDIANA_HOWARD
IN 2007,INDIANA,HUNTINGTON,Huntington,Hardwood,239,484,723,76,111,188,0,0,0,315,595,910,43,0.78,0.45,0.8,18866,7788,6187,1600,6230,1558,INDIANA_HUNTINGTON
IN 2007,INDIANA,JACKSON,Jackson,Hardwood,"2,440",728,"3,168",721,"1,338","2,059",0,0,0,"3,161","2,066","5,227",43,0.78,0.45,0.8,18866,44731,27111,17620,35785,8946,INDIANA_JACKSON
IN 2007,INDIANA,JASPER,Jasper,Hardwood,285,14,299,67,168,236,0,0,0,352,182,535,43,0.78,0.45,0.8,18866,4578,2559,2020,3663,916,INDIANA_JASPER
IN 2007,INDIANA,JAY,Jay,Hardwood,12,696,708,8,9,17,0,0,0,20,705,726,43,0.78,0.45,0.8,18866,6213,6059,154,4970,1243,INDIANA_JAY
IN 2007,INDIANA,JEFFERSON,Jefferson,Hardwood,"1,296",394,"1,690",276,559,835,"4,306",201,"4,507","5,878","1,154","7,032",43,0.78,0.45,0.8,18866,60178,14463,45715,48142,12036,INDIANA_JEFFERSON
IN 2007,INDIANA,JENNINGS,Jennings,Hardwood,"2,141",180,"2,321",603,"1,197","1,800",0,0,0,"2,744","1,377","4,121",43,0.78,0.45,0.8,18866,35266,19862,15404,28213,7053,INDIANA_JENNINGS
IN 2007,INDIANA,JOHNSON,Johnson,Hardwood,436,339,775,107,212,319,0,0,0,543,551,"1,094",43,0.78,0.45,0.8,18866,9362,6632,2730,7490,1872,INDIANA_JOHNSON
IN 2007,INDIANA,KNOX,Knox,Hardwood,705,373,"1,078",227,454,681,0,0,0,932,827,"1,759",43,0.78,0.45,0.8,18866,15053,9225,5828,12042,3011,INDIANA_KNOX
IN 2007,INDIANA,KOSCIUSKO,Kosciusko,Hardwood,515,"1,010","1,525",141,296,437,38,0,38,694,"1,306","2,000",43,0.78,0.45,0.8,18866,17115,13051,4065,13692,3423,INDIANA_KOSCIUSKO
IN 2007,INDIANA,LA PORTE,La Porte,Hardwood,320,944,"1,263",83,165,248,729,0,729,"1,132","1,108","2,240",43,0.78,0.45,0.8,18866,19169,10808,8361,15335,3834,INDIANA_LA PORTE
IN 2007,INDIANA,LAGRANGE,Lagrange,Hardwood,812,227,"1,040",224,467,692,0,51,51,"1,037",746,"1,783",43,0.78,0.45,0.8,18866,15258,8900,6358,12207,3052,INDIANA_LAGRANGE
IN 2007,INDIANA,LAKE,Lake,Hardwood,77,"1,160","1,237",29,60,89,0,0,0,107,"1,220","1,327",43,0.78,0.45,0.8,18866,11356,10586,770,9085,2271,INDIANA_LAKE
IN 2007,INDIANA,LAWRENCE,Lawrence,Hardwood,"2,254",623,"2,877",563,"1,116","1,679",80,0,80,"2,896","1,738","4,635",43,0.78,0.45,0.8,18866,39665,24621,15044,31732,7933,INDIANA_LAWRENCE
IN 2007,INDIANA,MADISON,Madison,Hardwood,176,81,258,54,107,161,0,0,0,230,189,419,43,0.78,0.45,0.8,18866,3586,2208,1378,2869,717,INDIANA_MADISON
IN 2007,INDIANA,MARION,Marion,Hardwood,305,830,"1,135",25,48,74,0,0,0,330,879,"1,209",43,0.78,0.45,0.8,18866,10346,9713,633,8277,2069,INDIANA_MARION
IN 2007,INDIANA,MARSHALL,Marshall,Hardwood,435,672,"1,107",73,154,226,0,0,0,507,826,"1,333",43,0.78,0.45,0.8,18866,11407,9473,1934,9126,2281,INDIANA_MARSHALL
IN 2007,INDIANA,MARTIN,Martin,Hardwood,"1,298",406,"1,704",365,747,"1,113",21,0,21,"1,685","1,153","2,838",43,0.78,0.45,0.8,18866,24287,14582,9704,19429,4857,INDIANA_MARTIN
IN 2007,INDIANA,MIAMI,Miami,Hardwood,343,27,370,91,195,287,0,0,0,435,222,657,43,0.78,0.45,0.8,18866,5622,3166,2456,4498,1124,INDIANA_MIAMI
IN 2007,INDIANA,MONROE,Monroe,Hardwood,"1,962",478,"2,440",559,"1,157","1,716",0,0,0,"2,521","1,635","4,156",43,0.78,0.45,0.8,18866,35566,20881,14685,28453,7113,INDIANA_MONROE
IN 2007,INDIANA,MONTGOMERY,Montgomery,Hardwood,875,194,"1,069",236,516,751,0,0,0,"1,110",710,"1,821",43,0.78,0.45,0.8,18866,15584,9148,6435,12467,3117,INDIANA_MONTGOMERY
IN 2007,INDIANA,MORGAN,Morgan,Hardwood,"1,645",375,"2,019",471,974,"1,445",0,0,0,"2,116","1,349","3,464",43,0.78,0.45,0.8,18866,29644,17278,12366,23715,5929,INDIANA_MORGAN
IN 2007,INDIANA,NEWTON,Newton,Hardwood,1,"1,086","1,086",0,0,0,0,0,0,1,"1,086","1,086",43,0.78,0.45,0.8,18866,9294,9294,0,7435,1859,INDIANA_NEWTON
IN 2007,INDIANA,NOBLE,Noble,Hardwood,871,149,"1,020",242,514,756,0,48,48,"1,113",710,"1,823",43,0.78,0.45,0.8,18866,15601,8729,6872,12481,3120,INDIANA_NOBLE
IN 2007,INDIANA,OHIO,Ohio,Hardwood,64,129,193,16,33,49,0,0,0,80,161,242,43,0.78,0.45,0.8,18866,2071,1652,419,1657,414,INDIANA_OHIO
IN 2007,INDIANA,ORANGE,Orange,Hardwood,"2,723",700,"3,423",792,"1,575","2,367",0,0,0,"3,514","2,275","5,790",43,0.78,0.45,0.8,18866,49549,29293,20256,39639,9910,INDIANA_ORANGE
IN 2007,INDIANA,OWEN,Owen,Hardwood,"2,444",509,"2,954",665,"1,387","2,052",264,"1,891","2,155","3,374","3,787","7,161",43,0.78,0.45,0.8,18866,61282,25280,36002,49026,12256,INDIANA_OWEN
IN 2007,INDIANA,PARKE,Parke,Hardwood,"1,946",239,"2,185",557,"1,173","1,730",70,0,70,"2,573","1,411","3,985",43,0.78,0.45,0.8,18866,34103,18699,15404,27282,6821,INDIANA_PARKE
IN 2007,INDIANA,PERRY,Perry,Hardwood,"1,292",618,"1,910",373,776,"1,149",88,0,88,"1,753","1,394","3,148",43,0.78,0.45,0.8,18866,26940,16345,10594,21552,5388,INDIANA_PERRY
IN 2007,INDIANA,PIKE,Pike,Hardwood,669,105,774,197,420,618,0,0,0,866,525,"1,392",43,0.78,0.45,0.8,18866,11912,6624,5289,9530,2382,INDIANA_PIKE
IN 2007,INDIANA,PORTER,Porter,Hardwood,82,609,691,0,0,0,0,0,0,82,609,691,43,0.78,0.45,0.8,18866,5913,5913,0,4731,1183,INDIANA_PORTER
IN 2007,INDIANA,POSEY,Posey,Hardwood,67,49,116,16,28,44,0,0,0,83,77,160,43,0.78,0.45,0.8,18866,1369,993,377,1095,274,INDIANA_POSEY
IN 2007,INDIANA,PULASKI,Pulaski,Hardwood,609,213,822,96,226,322,0,0,0,705,439,"1,144",43,0.78,0.45,0.8,18866,9790,7034,2756,7832,1958,INDIANA_PULASKI
IN 2007,INDIANA,PUTNAM,Putnam,Hardwood,"1,998",135,"2,134",581,"1,229","1,810",85,191,276,"2,665","1,554","4,219",43,0.78,0.45,0.8,18866,36105,18262,17843,28884,7221,INDIANA_PUTNAM
IN 2007,INDIANA,RANDOLPH,Randolph,Hardwood,176,358,534,40,65,105,0,0,0,216,422,638,43,0.78,0.45,0.8,18866,5460,4570,890,4368,1092,INDIANA_RANDOLPH
IN 2007,INDIANA,RIPLEY,Ripley,Hardwood,858,572,"1,430",197,388,585,0,0,0,"1,054",961,"2,015",43,0.78,0.45,0.8,18866,17244,12238,5006,13795,3449,INDIANA_RIPLEY
IN 2007,INDIANA,RUSH,Rush,Hardwood,136,90,226,36,75,111,0,0,0,173,164,337,43,0.78,0.45,0.8,18866,2884,1934,950,2307,577,INDIANA_RUSH
IN 2007,INDIANA,SCOTT,Scott,Hardwood,935,413,"1,348",286,545,831,133,0,133,"1,354",958,"2,311",43,0.78,0.45,0.8,18866,19777,11536,8241,15822,3955,INDIANA_SCOTT
IN 2007,INDIANA,SHELBY,Shelby,Hardwood,169,131,299,44,85,130,0,0,0,213,216,429,43,0.78,0.45,0.8,18866,3671,2559,1113,2937,734,INDIANA_SHELBY
IN 2007,INDIANA,SPENCER,Spencer,Hardwood,"1,068",595,"1,663",317,674,991,0,0,0,"1,385","1,269","2,654",43,0.78,0.45,0.8,18866,22712,14232,8481,18170,4542,INDIANA_SPENCER
IN 2007,INDIANA,ST. JOSEPH,St. Joseph,Hardwood,461,"1,023","1,484",124,255,379,0,0,0,585,"1,278","1,863",43,0.78,0.45,0.8,18866,15943,12700,3243,12754,3189,INDIANA_ST. JOSEPH
IN 2007,INDIANA,STARKE,Starke,Hardwood,139,513,652,39,81,120,0,0,0,178,594,772,43,0.78,0.45,0.8,18866,6607,5580,1027,5285,1321,INDIANA_STARKE
IN 2007,INDIANA,STEUBEN,Steuben,Hardwood,935,121,"1,056",255,549,804,0,0,0,"1,190",670,"1,861",43,0.78,0.45,0.8,18866,15926,9037,6889,12741,3185,INDIANA_STEUBEN
IN 2007,INDIANA,SULLIVAN,Sullivan,Hardwood,"1,009",292,"1,301",229,486,715,0,0,0,"1,238",778,"2,016",43,0.78,0.45,0.8,18866,17252,11134,6119,13802,3450,INDIANA_SULLIVAN
IN 2007,INDIANA,SWITZERLAND,Switzerland,Hardwood,283,76,359,82,175,257,0,0,0,365,251,616,43,0.78,0.45,0.8,18866,5272,3072,2199,4217,1054,INDIANA_SWITZERLAND
IN 2007,INDIANA,TIPPECANOE,Tippecanoe,Hardwood,164,460,624,41,100,141,0,44,44,205,604,809,43,0.78,0.45,0.8,18866,6923,5340,1583,5539,1385,INDIANA_TIPPECANOE
IN 2007,INDIANA,TIPTON,Tipton,Hardwood,197,11,208,51,119,170,0,0,0,248,130,378,43,0.78,0.45,0.8,18866,3235,1780,1455,2588,647,INDIANA_TIPTON
IN 2007,INDIANA,UNION,Union,Hardwood,185,13,198,51,109,160,0,0,0,236,122,358,43,0.78,0.45,0.8,18866,3064,1694,1369,2451,613,INDIANA_UNION
IN 2007,INDIANA,VANDERBURGH,Vanderburgh,Hardwood,292,210,501,83,180,263,0,0,0,375,389,765,43,0.78,0.45,0.8,18866,6547,4287,2259,5237,1309,INDIANA_VANDERBURGH
IN 2007,INDIANA,VERMILLION,Vermillion,Hardwood,750,690,"1,441",214,450,663,0,0,0,964,"1,140","2,104",43,0.78,0.45,0.8,18866,18005,12332,5674,14404,3601,INDIANA_VERMILLION
IN 2007,INDIANA,VIGO,Vigo,Hardwood,"1,325",376,"1,702",388,832,"1,220",0,0,0,"1,713","1,209","2,922",43,0.78,0.45,0.8,18866,25006,14565,10440,20005,5001,INDIANA_VIGO
IN 2007,INDIANA,WABASH,Wabash,Hardwood,308,20,329,94,152,246,0,0,0,403,172,575,43,0.78,0.45,0.8,18866,4921,2815,2105,3937,984,INDIANA_WABASH
IN 2007,INDIANA,WARREN,Warren,Hardwood,128,7,135,37,81,118,0,0,0,165,88,253,43,0.78,0.45,0.8,18866,2165,1155,1010,1732,433,INDIANA_WARREN
IN 2007,INDIANA,WARRICK,Warrick,Hardwood,766,46,812,230,480,710,0,0,0,996,526,"1,522",43,0.78,0.45,0.8,18866,13025,6949,6076,10420,2605,INDIANA_WARRICK
IN 2007,INDIANA,WASHINGTON,Washington,Hardwood,"3,207","1,094","4,301",961,"1,843","2,805",0,0,0,"4,168","2,937","7,105",43,0.78,0.45,0.8,18866,60803,36807,23996,48642,12161,INDIANA_WASHINGTON
IN 2007,INDIANA,WAYNE,Wayne,Hardwood,95,5,100,21,34,55,0,0,0,115,39,155,43,0.78,0.45,0.8,18866,1326,856,471,1061,265,INDIANA_WAYNE
IN 2007,INDIANA,WELLS,Wells,Hardwood,185,257,441,63,86,149,0,151,151,247,494,741,43,0.78,0.45,0.8,18866,6341,3774,2567,5073,1268,INDIANA_WELLS
IN 2007,INDIANA,WHITE,White,Hardwood,300,15,315,73,177,250,0,0,0,373,192,565,43,0.78,0.45,0.8,18866,4835,2696,2139,3868,967,INDIANA_WHITE
IN 2007,INDIANA,WHITLEY,Whitley,Hardwood,785,"1,062","1,847",234,455,689,0,0,0,"1,018","1,518","2,536",43,0.78,0.45,0.8,18866,21702,15806,5896,17362,4340,INDIANA_WHITLEY
KS 2007,KANSAS,ALLEN,Allen,Hardwood,38,10,47,7,9,16,0,40,40,44,60,104,43,0.78,0.45,0.8,18866,890,402,488,712,178,KANSAS_ALLEN
KS 2007,KANSAS,ANDERSON,Anderson,Hardwood,180,653,833,29,54,82,39,43,82,248,749,997,43,0.78,0.45,0.8,18866,8532,7129,1403,6826,1706,KANSAS_ANDERSON
KS 2007,KANSAS,ATCHISON,Atchison,Hardwood,223,105,328,33,67,100,192,261,452,448,433,881,43,0.78,0.45,0.8,18866,7539,2807,4732,6031,1508,KANSAS_ATCHISON
KS 2007,KANSAS,BARBER,Barber,Hardwood,4,104,108,0,1,2,12,117,129,17,222,239,43,0.78,0.45,0.8,18866,2045,924,1121,1636,409,KANSAS_BARBER
KS 2007,KANSAS,BARTON,Barton,Hardwood,31,155,186,0,1,1,0,0,0,31,156,187,43,0.78,0.45,0.8,18866,1600,1592,9,1280,320,KANSAS_BARTON
KS 2007,KANSAS,BOURBON,Bourbon,Hardwood,82,51,134,9,23,32,83,162,245,175,236,411,43,0.78,0.45,0.8,18866,3517,1147,2370,2814,703,KANSAS_BOURBON
KS 2007,KANSAS,BROWN,Brown,Hardwood,27,117,144,5,8,13,0,56,56,31,182,213,43,0.78,0.45,0.8,18866,1823,1232,590,1458,365,KANSAS_BROWN
KS 2007,KANSAS,BUTLER,Butler,Hardwood,15,454,469,5,8,13,0,0,0,20,462,482,43,0.78,0.45,0.8,18866,4125,4014,111,3300,825,KANSAS_BUTLER
KS 2007,KANSAS,CHASE,Chase,Hardwood,0,42,42,0,0,0,0,0,0,0,42,42,43,0.78,0.45,0.8,18866,359,359,0,288,72,KANSAS_CHASE
KS 2007,KANSAS,CHAUTAUQUA,Chautauqua,Hardwood,0,25,25,0,0,0,59,242,301,59,268,327,43,0.78,0.45,0.8,18866,2798,214,2584,2239,560,KANSAS_CHAUTAUQUA
KS 2007,KANSAS,CHEROKEE,Cherokee,Hardwood,9,205,214,1,3,4,46,13,58,55,220,276,43,0.78,0.45,0.8,18866,2362,1831,531,1890,472,KANSAS_CHEROKEE
