State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet ,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
NC 2002,NORTH CAROLINA,CHATHAM,Chatham,Hardwood,"4,267",292,"4,559",628,542,"1,170",651,416,"1,067","5,547","1,249","6,797",43,0.78,0.45,0.80,18866,58167,39015,19152,46534,11633,NORTH CAROLINA_CHATHAM
NC 2002,NORTH CAROLINA,CHEROKEE,Cherokee,Hardwood,357,33,390,54,46,100,344,219,563,755,299,"1,054",43,0.78,0.45,0.80,18866,9020,3338,5682,7216,1804,NORTH CAROLINA_CHEROKEE
NC 2002,NORTH CAROLINA,CHOWAN,Chowan,Hardwood,865,69,933,129,111,240,136,87,223,"1,130",267,"1,396",43,0.78,0.45,0.80,18866,11947,7984,3962,9557,2389,NORTH CAROLINA_CHOWAN
NC 2002,NORTH CAROLINA,CLAY,Clay,Hardwood,365,39,403,56,48,103,136,86,222,556,173,729,43,0.78,0.45,0.80,18866,6239,3449,2790,4991,1248,NORTH CAROLINA_CLAY
NC 2002,NORTH CAROLINA,CLEVELAND,Cleveland,Hardwood,"1,996",181,"2,176",300,259,559,310,197,507,"2,605",637,"3,242",43,0.78,0.45,0.80,18866,27744,18622,9123,22195,5549,NORTH CAROLINA_CLEVELAND
NC 2002,NORTH CAROLINA,COLUMBUS,Columbus,Hardwood,"7,038",739,"7,777","1,124",969,"2,092","1,167",745,"1,912","9,329","2,452","11,781",43,0.78,0.45,0.80,18866,100819,66553,34265,80655,20164,NORTH CAROLINA_COLUMBUS
NC 2002,NORTH CAROLINA,CRAVEN,Craven,Hardwood,854,80,934,129,111,240,140,89,229,"1,122",280,"1,403",43,0.78,0.45,0.80,18866,12006,7993,4014,9605,2401,NORTH CAROLINA_CRAVEN
NC 2002,NORTH CAROLINA,CUMBERLAND,Cumberland,Hardwood,"2,824",252,"3,076",424,365,789,438,279,717,"3,686",897,"4,583",43,0.78,0.45,0.80,18866,39220,26324,12897,31376,7844,NORTH CAROLINA_CUMBERLAND
NC 2002,NORTH CAROLINA,CURRITUCK,Currituck,Hardwood,552,34,587,81,69,150,84,53,137,716,157,874,43,0.78,0.45,0.80,18866,7479,5023,2456,5984,1496,NORTH CAROLINA_CURRITUCK
NC 2002,NORTH CAROLINA,DARE,Dare,Hardwood,94,11,105,14,13,27,15,10,25,124,33,157,43,0.78,0.45,0.80,18866,1344,899,445,1075,269,NORTH CAROLINA_DARE
NC 2002,NORTH CAROLINA,DAVIDSON,Davidson,Hardwood,"4,208",309,"4,516",622,536,"1,159",643,410,"1,053","5,473","1,255","6,728",43,0.78,0.45,0.80,18866,57576,38647,18930,46061,11515,NORTH CAROLINA_DAVIDSON
NC 2002,NORTH CAROLINA,DAVIE,Davie,Hardwood,"1,343",103,"1,446",199,172,371,206,131,337,"1,748",406,"2,155",43,0.78,0.45,0.80,18866,18442,12374,6067,14754,3688,NORTH CAROLINA_DAVIE
NC 2002,NORTH CAROLINA,DUPLIN,Duplin,Hardwood,"5,193",497,"5,690",784,676,"1,460",811,518,"1,329","6,789","1,690","8,480",43,0.78,0.45,0.80,18866,72570,48693,23876,58056,14514,NORTH CAROLINA_DUPLIN
NC 2002,NORTH CAROLINA,DURHAM,Durham,Hardwood,"1,005",83,"1,088",150,129,279,155,99,254,"1,310",311,"1,621",43,0.78,0.45,0.80,18866,13872,9311,4561,11098,2774,NORTH CAROLINA_DURHAM
NC 2002,NORTH CAROLINA,EDGECOMBE,Edgecombe,Hardwood,"2,380",210,"2,590",357,308,665,369,235,604,"3,105",753,"3,859",43,0.78,0.45,0.80,18866,33024,22165,10860,26419,6605,NORTH CAROLINA_EDGECOMBE
NC 2002,NORTH CAROLINA,FORSYTH,Forsyth,Hardwood,"2,088",158,"2,247",309,267,576,320,204,524,"2,718",629,"3,347",43,0.78,0.45,0.80,18866,28643,19229,9414,22914,5729,NORTH CAROLINA_FORSYTH
NC 2002,NORTH CAROLINA,FRANKLIN,Franklin,Hardwood,"3,803",269,"4,073",561,484,"1,045",580,370,950,"4,944","1,123","6,067",43,0.78,0.45,0.80,18866,51920,34856,17064,41536,10384,NORTH CAROLINA_FRANKLIN
NC 2002,NORTH CAROLINA,GASTON,Gaston,Hardwood,553,54,607,84,72,156,87,55,142,724,182,905,43,0.78,0.45,0.80,18866,7745,5195,2550,6196,1549,NORTH CAROLINA_GASTON
NC 2002,NORTH CAROLINA,GATES,Gates,Hardwood,"2,041",185,"2,226",307,264,571,317,202,519,"2,665",651,"3,316",43,0.78,0.45,0.80,18866,28377,19050,9328,22702,5675,NORTH CAROLINA_GATES
NC 2002,NORTH CAROLINA,GRAHAM,Graham,Hardwood,149,13,161,22,19,41,312,199,511,483,231,714,43,0.78,0.45,0.80,18866,6110,1378,4732,4888,1222,NORTH CAROLINA_GRAHAM
NC 2002,NORTH CAROLINA,GRANVILLE,Granville,Hardwood,"2,879",245,"3,124",431,371,802,445,283,728,"3,754",899,"4,654",43,0.78,0.45,0.80,18866,39828,26734,13093,31862,7966,NORTH CAROLINA_GRANVILLE
NC 2002,NORTH CAROLINA,GREENE,Greene,Hardwood,"9,062","1,037","10,098","1,392","1,200","2,591","1,437",917,"2,354","11,891","3,153","15,044",43,0.78,0.45,0.80,18866,128743,86416,42327,102994,25749,NORTH CAROLINA_GREENE
NC 2002,NORTH CAROLINA,GUILFORD,Guilford,Hardwood,"3,544",262,"3,806",524,452,977,542,345,887,"4,610","1,060","5,669",43,0.78,0.45,0.80,18866,48514,32571,15943,38811,9703,NORTH CAROLINA_GUILFORD
NC 2002,NORTH CAROLINA,HALIFAX,Halifax,Hardwood,"6,103",424,"6,527",900,775,"1,675",932,595,"1,527","7,935","1,795","9,729",43,0.78,0.45,0.80,18866,83258,55856,27402,66607,16652,NORTH CAROLINA_HALIFAX
NC 2002,NORTH CAROLINA,HARNETT,Harnett,Hardwood,"2,378",194,"2,573",354,306,660,366,234,600,"3,099",733,"3,833",43,0.78,0.45,0.80,18866,32802,22019,10783,26241,6560,NORTH CAROLINA_HARNETT
NC 2002,NORTH CAROLINA,HAYWOOD,Haywood,Hardwood,"2,902",223,"3,124",431,371,802,615,392,"1,007","3,947",986,"4,933",43,0.78,0.45,0.80,18866,42215,26734,15481,33772,8443,NORTH CAROLINA_HAYWOOD
NC 2002,NORTH CAROLINA,HENDERSON,Henderson,Hardwood,"2,075",158,"2,232",308,265,573,318,202,520,"2,700",625,"3,325",43,0.78,0.45,0.80,18866,28454,19101,9354,22764,5691,NORTH CAROLINA_HENDERSON
NC 2002,NORTH CAROLINA,HERTFORD,Hertford,Hardwood,"4,497",394,"4,891",674,581,"1,255",696,444,"1,140","5,867","1,418","7,286",43,0.78,0.45,0.80,18866,62352,41856,20496,49881,12470,NORTH CAROLINA_HERTFORD
NC 2002,NORTH CAROLINA,HOKE,Hoke,Hardwood,864,69,933,128,111,239,132,85,217,"1,125",264,"1,389",43,0.78,0.45,0.80,18866,11887,7984,3902,9509,2377,NORTH CAROLINA_HOKE
NC 2002,NORTH CAROLINA,HYDE,Hyde,Hardwood,"1,276",132,"1,408",194,167,362,201,128,329,"1,671",427,"2,098",43,0.78,0.45,0.80,18866,17954,12049,5905,14363,3591,NORTH CAROLINA_HYDE
NC 2002,NORTH CAROLINA,IREDELL,Iredell,Hardwood,"2,271",171,"2,442",337,290,627,347,222,569,"2,955",683,"3,638",43,0.78,0.45,0.80,18866,31133,20898,10235,24906,6227,NORTH CAROLINA_IREDELL
NC 2002,NORTH CAROLINA,JACKSON,Jackson,Hardwood,"1,756",134,"1,890",242,208,450,403,257,660,"2,400",599,"2,999",43,0.78,0.45,0.80,18866,25665,16174,9491,20532,5133,NORTH CAROLINA_JACKSON
NC 2002,NORTH CAROLINA,JOHNSTON,Johnston,Hardwood,"5,602",472,"6,074",837,722,"1,559",865,551,"1,416","7,304","1,745","9,049",43,0.78,0.45,0.80,18866,77439,51980,25459,61951,15488,NORTH CAROLINA_JOHNSTON
NC 2002,NORTH CAROLINA,JONES,Jones,Hardwood,"2,357",263,"2,620",361,311,672,373,238,611,"3,092",812,"3,904",43,0.78,0.45,0.80,18866,33409,22421,10988,26728,6682,NORTH CAROLINA_JONES
NC 2002,NORTH CAROLINA,LEE,Lee,Hardwood,"1,350",107,"1,457",201,173,373,208,132,340,"1,758",412,"2,170",43,0.78,0.45,0.80,18866,18570,12469,6102,14856,3714,NORTH CAROLINA_LEE
NC 2002,NORTH CAROLINA,LENOIR,Lenoir,Hardwood,"1,562",159,"1,721",237,204,442,245,156,401,"2,044",520,"2,564",43,0.78,0.45,0.80,18866,21942,14728,7214,17554,4388,NORTH CAROLINA_LENOIR
NC 2002,NORTH CAROLINA,LINCOLN,Lincoln,Hardwood,811,68,879,121,104,226,125,80,205,"1,057",252,"1,310",43,0.78,0.45,0.80,18866,11211,7522,3688,8969,2242,NORTH CAROLINA_LINCOLN
NC 2002,NORTH CAROLINA,MACON,Macon,Hardwood,"1,224",88,"1,312",167,144,311,373,238,611,"1,764",470,"2,233",43,0.78,0.45,0.80,18866,19109,11228,7882,15288,3822,NORTH CAROLINA_MACON
NC 2002,NORTH CAROLINA,MADISON,Madison,Hardwood,"2,086",146,"2,232",304,262,567,735,469,"1,204","3,125",877,"4,003",43,0.78,0.45,0.80,18866,34257,19101,15156,27405,6851,NORTH CAROLINA_MADISON
NC 2002,NORTH CAROLINA,MARTIN,Martin,Hardwood,"3,998",352,"4,351",600,517,"1,117",620,395,"1,015","5,218","1,265","6,482",43,0.78,0.45,0.80,18866,55471,37235,18237,44377,11094,NORTH CAROLINA_MARTIN
NC 2002,NORTH CAROLINA,MCDOWELL,McDowell,Hardwood,"2,898",243,"3,141",433,373,806,447,285,732,"3,777",901,"4,678",43,0.78,0.45,0.80,18866,40033,26880,13153,32026,8007,NORTH CAROLINA_MCDOWELL
NC 2002,NORTH CAROLINA,MECKLENBURG,Mecklenburg,Hardwood,"1,570",124,"1,694",233,201,434,241,154,395,"2,045",479,"2,524",43,0.78,0.45,0.80,18866,21600,14497,7103,17280,4320,NORTH CAROLINA_MECKLENBURG
NC 2002,NORTH CAROLINA,MITCHELL,Mitchell,Hardwood,"2,478",176,"2,653",389,336,725,402,257,659,"3,270",768,"4,038",43,0.78,0.45,0.80,18866,34556,22704,11852,27645,6911,NORTH CAROLINA_MITCHELL
NC 2002,NORTH CAROLINA,MONTGOMERY,Montgomery,Hardwood,"5,259",377,"5,636",777,670,"1,446",851,542,"1,393","6,886","1,589","8,475",43,0.78,0.45,0.80,18866,72527,48231,24295,58021,14505,NORTH CAROLINA_MONTGOMERY
NC 2002,NORTH CAROLINA,MOORE,Moore,Hardwood,"2,780",200,"2,979",411,354,765,430,274,704,"3,620",828,"4,448",43,0.78,0.45,0.80,18866,38065,25493,12571,30452,7613,NORTH CAROLINA_MOORE
NC 2002,NORTH CAROLINA,NASH,Nash,Hardwood,"3,900",292,"4,192",578,498,"1,076",598,381,979,"5,076","1,171","6,247",43,0.78,0.45,0.80,18866,53460,35874,17586,42768,10692,NORTH CAROLINA_NASH
NC 2002,NORTH CAROLINA,NEW HANOVER,New Hanover,Hardwood,54,3,57,8,7,14,8,5,13,69,15,84,43,0.78,0.45,0.80,18866,719,488,231,575,144,NORTH CAROLINA_NEW HANOVER
NC 2002,NORTH CAROLINA,NORTHAMPTON,Northampton,Hardwood,"7,323",683,"8,006","1,103",951,"2,054","1,148",732,"1,880","9,574","2,366","11,940",43,0.78,0.45,0.80,18866,102179,68513,33666,81743,20436,NORTH CAROLINA_NORTHAMPTON
NC 2002,NORTH CAROLINA,ONSLOW,Onslow,Hardwood,"1,532",148,"1,680",231,199,431,242,154,396,"2,006",501,"2,507",43,0.78,0.45,0.80,18866,21454,14377,7077,17163,4291,NORTH CAROLINA_ONSLOW
NC 2002,NORTH CAROLINA,ORANGE,Orange,Hardwood,"1,843",124,"1,966",271,234,505,280,178,458,"2,394",536,"2,929",43,0.78,0.45,0.80,18866,25066,16824,8241,20052,5013,NORTH CAROLINA_ORANGE
NC 2002,NORTH CAROLINA,PAMLICO,Pamlico,Hardwood,"1,622",185,"1,807",249,215,463,257,164,421,"2,128",564,"2,692",43,0.78,0.45,0.80,18866,23037,15464,7574,18430,4607,NORTH CAROLINA_PAMLICO
NC 2002,NORTH CAROLINA,PASQUOTANK,Pasquotank,Hardwood,"2,389",228,"2,617",361,311,672,382,244,626,"3,132",783,"3,915",43,0.78,0.45,0.80,18866,33504,22396,11108,26803,6701,NORTH CAROLINA_PASQUOTANK
NC 2002,NORTH CAROLINA,PENDER,Pender,Hardwood,"6,532",668,"7,200",992,855,"1,847","1,040",664,"1,704","8,564","2,187","10,751",43,0.78,0.45,0.80,18866,92004,61616,30389,73603,18401,NORTH CAROLINA_PENDER
NC 2002,NORTH CAROLINA,PERQUIMANS,Perquimans,Hardwood,"1,535",147,"1,682",232,200,431,240,153,393,"2,006",500,"2,506",43,0.78,0.45,0.80,18866,21446,14394,7052,17157,4289,NORTH CAROLINA_PERQUIMANS
NC 2002,NORTH CAROLINA,PERSON,Person,Hardwood,"1,983",176,"2,159",298,257,554,307,196,503,"2,587",629,"3,216",43,0.78,0.45,0.80,18866,27522,18476,9046,22017,5504,NORTH CAROLINA_PERSON
NC 2002,NORTH CAROLINA,PITT,Pitt,Hardwood,"2,725",272,"2,997",413,356,770,427,272,699,"3,565",900,"4,465",43,0.78,0.45,0.80,18866,38210,25648,12563,30568,7642,NORTH CAROLINA_PITT
NC 2002,NORTH CAROLINA,POLK,Polk,Hardwood,"1,686",147,"1,833",253,218,471,261,166,427,"2,199",531,"2,731",43,0.78,0.45,0.80,18866,23371,15686,7685,18697,4674,NORTH CAROLINA_POLK
NC 2002,NORTH CAROLINA,RANDOLPH,Randolph,Hardwood,"6,347",454,"6,802",937,808,"1,745",968,617,"1,585","8,252","1,879","10,132",43,0.78,0.45,0.80,18866,86707,58210,28497,69366,17341,NORTH CAROLINA_RANDOLPH
NC 2002,NORTH CAROLINA,RICHMOND,Richmond,Hardwood,"1,947",149,"2,096",289,249,538,299,190,489,"2,535",589,"3,123",43,0.78,0.45,0.80,18866,26726,17937,8789,21381,5345,NORTH CAROLINA_RICHMOND
NC 2002,NORTH CAROLINA,ROBESON,Robeson,Hardwood,"2,014",173,"2,188",302,260,562,311,199,510,"2,627",632,"3,260",43,0.78,0.45,0.80,18866,27898,18724,9174,22319,5580,NORTH CAROLINA_ROBESON
NC 2002,NORTH CAROLINA,ROCKINGHAM,Rockingham,Hardwood,"6,158",504,"6,663",918,792,"1,710",948,605,"1,553","8,025","1,901","9,926",43,0.78,0.45,0.80,18866,84944,57020,27924,67955,16989,NORTH CAROLINA_ROCKINGHAM
NC 2002,NORTH CAROLINA,ROWAN,Rowan,Hardwood,"4,585",410,"4,995",688,593,"1,282",711,454,"1,165","5,985","1,457","7,442",43,0.78,0.45,0.80,18866,63687,42746,20941,50949,12737,NORTH CAROLINA_ROWAN
NC 2002,NORTH CAROLINA,RUTHERFORD,Rutherford,Hardwood,"7,209",747,"7,956","1,096",945,"2,041","1,142",729,"1,871","9,448","2,420","11,868",43,0.78,0.45,0.80,18866,101563,68085,33478,81251,20313,NORTH CAROLINA_RUTHERFORD
NC 2002,NORTH CAROLINA,SAMPSON,Sampson,Hardwood,"4,454",437,"4,891",674,581,"1,255",697,444,"1,141","5,825","1,462","7,287",43,0.78,0.45,0.80,18866,62360,41856,20504,49888,12472,NORTH CAROLINA_SAMPSON
NC 2002,NORTH CAROLINA,SCOTLAND,Scotland,Hardwood,772,64,836,115,99,214,119,76,195,"1,006",239,"1,245",43,0.78,0.45,0.80,18866,10654,7154,3500,8524,2131,NORTH CAROLINA_SCOTLAND
NC 2002,NORTH CAROLINA,STANLY,Stanly,Hardwood,658,55,713,98,85,183,101,65,166,857,205,"1,062",43,0.78,0.45,0.80,18866,9088,6102,2987,7271,1818,NORTH CAROLINA_STANLY
NC 2002,NORTH CAROLINA,STOKES,Stokes,Hardwood,"3,670",289,"3,960",546,470,"1,016",564,359,923,"4,780","1,119","5,899",43,0.78,0.45,0.80,18866,50482,33889,16593,40386,10096,NORTH CAROLINA_STOKES
NC 2002,NORTH CAROLINA,SURRY,Surry,Hardwood,"4,063",317,"4,380",604,520,"1,124",630,401,"1,031","5,296","1,239","6,535",43,0.78,0.45,0.80,18866,55925,37483,18442,44740,11185,NORTH CAROLINA_SURRY
NC 2002,NORTH CAROLINA,SWAIN,Swain,Hardwood,105,9,114,16,14,29,220,141,361,341,163,504,43,0.78,0.45,0.80,18866,4313,976,3338,3450,863,NORTH CAROLINA_SWAIN
NC 2002,NORTH CAROLINA,TRANSYLVANIA,Transylvania,Hardwood,94,10,104,14,12,27,115,74,189,224,96,320,43,0.78,0.45,0.80,18866,2738,890,1848,2191,548,NORTH CAROLINA_TRANSYLVANIA
NC 2002,NORTH CAROLINA,TYRRELL,Tyrrell,Hardwood,"1,238",130,"1,368",189,163,351,195,125,320,"1,622",417,"2,039",43,0.78,0.45,0.80,18866,17449,11707,5742,13959,3490,NORTH CAROLINA_TYRRELL
NC 2002,NORTH CAROLINA,UNION,Union,Hardwood,946,81,"1,027",142,122,264,147,93,240,"1,234",297,"1,531",43,0.78,0.45,0.80,18866,13102,8789,4313,10482,2620,NORTH CAROLINA_UNION
NC 2002,NORTH CAROLINA,VANCE,Vance,Hardwood,"2,373",186,"2,560",353,304,657,366,234,600,"3,092",724,"3,816",43,0.78,0.45,0.80,18866,32656,21908,10749,26125,6531,NORTH CAROLINA_VANCE
NC 2002,NORTH CAROLINA,WAKE,Wake,Hardwood,"6,029",510,"6,539",901,777,"1,679",931,594,"1,525","7,862","1,881","9,743",43,0.78,0.45,0.80,18866,83378,55959,27419,66702,16676,NORTH CAROLINA_WAKE
NC 2002,NORTH CAROLINA,WARREN,Warren,Hardwood,"16,234","1,621","17,856","2,460","2,121","4,581","2,563","1,634","4,197","21,257","5,377","26,634",43,0.78,0.45,0.80,18866,227927,152807,75120,182341,45585,NORTH CAROLINA_WARREN
NC 2002,NORTH CAROLINA,WASHINGTON,Washington,Hardwood,"1,745",168,"1,913",264,227,491,275,176,451,"2,285",571,"2,856",43,0.78,0.45,0.80,18866,24441,16371,8070,19553,4888,NORTH CAROLINA_WASHINGTON
NC 2002,NORTH CAROLINA,WATAUGA,Watauga,Hardwood,"1,440",105,"1,545",188,162,351,199,127,326,"1,827",394,"2,221",43,0.78,0.45,0.80,18866,19007,13222,5785,15205,3801,NORTH CAROLINA_WATAUGA
NC 2002,NORTH CAROLINA,WAYNE,Wayne,Hardwood,"4,078",306,"4,384",604,521,"1,125",624,398,"1,022","5,307","1,225","6,531",43,0.78,0.45,0.80,18866,55891,37517,18373,44712,11178,NORTH CAROLINA_WAYNE
NC 2002,NORTH CAROLINA,WILKES,Wilkes,Hardwood,"6,466",510,"6,976",962,829,"1,790",996,636,"1,632","8,424","1,974","10,399",43,0.78,0.45,0.80,18866,88992,59699,29293,71193,17798,NORTH CAROLINA_WILKES
NC 2002,NORTH CAROLINA,WILSON,Wilson,Hardwood,"2,051",114,"2,165",298,257,555,309,197,506,"2,658",568,"3,227",43,0.78,0.45,0.80,18866,27616,18527,9088,22093,5523,NORTH CAROLINA_WILSON
NC 2002,NORTH CAROLINA,YADKIN,Yadkin,Hardwood,"3,271",241,"3,512",484,417,901,500,319,819,"4,254",977,"5,232",43,0.78,0.45,0.80,18866,44774,30055,14719,35819,8955,NORTH CAROLINA_YADKIN
NC 2002,NORTH CAROLINA,YANCEY,Yancey,Hardwood,"2,393",158,"2,551",352,303,655,438,279,717,"3,182",740,"3,922",43,0.78,0.45,0.80,18866,33563,21831,11733,26851,6713,NORTH CAROLINA_YANCEY
ND 2002,NORTH DAKOTA,BARNES,Barnes,Hardwood,3,0,4,1,1,2,0,0,0,4,1,6,43,0.78,0.45,0.80,18866,51,34,17,41,10,NORTH DAKOTA_BARNES
ND 2002,NORTH DAKOTA,BENSON,Benson,Hardwood,0,15,15,0,0,0,0,0,0,0,15,15,43,0.78,0.45,0.80,18866,128,128,0,103,26,NORTH DAKOTA_BENSON
ND 2002,NORTH DAKOTA,BOTTINEAU,Bottineau,Hardwood,5,15,20,0,0,0,0,0,0,5,16,20,43,0.78,0.45,0.80,18866,171,171,0,137,34,NORTH DAKOTA_BOTTINEAU
ND 2002,NORTH DAKOTA,BURKE,Burke,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NORTH DAKOTA_BURKE
ND 2002,NORTH DAKOTA,BURLEIGH,Burleigh,Hardwood,0,57,57,0,0,0,0,0,0,0,57,57,43,0.78,0.45,0.80,18866,488,488,0,390,98,NORTH DAKOTA_BURLEIGH
ND 2002,NORTH DAKOTA,CASS,Cass,Hardwood,47,138,185,9,17,27,0,94,94,56,250,306,43,0.78,0.45,0.80,18866,2619,1583,1035,2095,524,NORTH DAKOTA_CASS
ND 2002,NORTH DAKOTA,CAVALIER,Cavalier,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NORTH DAKOTA_CAVALIER
ND 2002,NORTH DAKOTA,DICKEY,Dickey,Hardwood,0,20,20,0,0,0,0,0,0,0,20,20,43,0.78,0.45,0.80,18866,171,171,0,137,34,NORTH DAKOTA_DICKEY
ND 2002,NORTH DAKOTA,DIVIDE,Divide,Hardwood,0,4,4,0,0,0,0,0,0,0,4,4,43,0.78,0.45,0.80,18866,34,34,0,27,7,NORTH DAKOTA_DIVIDE
ND 2002,NORTH DAKOTA,DUNN,Dunn,Hardwood,0,0,0,0,0,0,10,51,61,10,51,61,43,0.78,0.45,0.80,18866,522,0,522,418,104,NORTH DAKOTA_DUNN
ND 2002,NORTH DAKOTA,FOSTER,Foster,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,NORTH DAKOTA_FOSTER
ND 2002,NORTH DAKOTA,GRAND FORKS,Grand Forks,Hardwood,16,164,180,3,6,9,0,0,0,19,170,189,43,0.78,0.45,0.80,18866,1617,1540,77,1294,323,NORTH DAKOTA_GRAND FORKS
ND 2002,NORTH DAKOTA,HETTINGER,Hettinger,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NORTH DAKOTA_HETTINGER
ND 2002,NORTH DAKOTA,KIDDER,Kidder,Hardwood,0,57,57,0,0,0,0,0,0,0,57,57,43,0.78,0.45,0.80,18866,488,488,0,390,98,NORTH DAKOTA_KIDDER
ND 2002,NORTH DAKOTA,LAMOURE,LaMoure,Hardwood,0,13,13,0,0,0,0,0,0,0,13,13,43,0.78,0.45,0.80,18866,111,111,0,89,22,NORTH DAKOTA_LAMOURE
ND 2002,NORTH DAKOTA,MCHENRY,McHenry,Hardwood,0,128,128,0,0,0,0,8,8,0,136,136,43,0.78,0.45,0.80,18866,1164,1095,68,931,233,NORTH DAKOTA_MCHENRY
ND 2002,NORTH DAKOTA,MCINTOSH,McIntosh,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.80,18866,43,43,0,34,9,NORTH DAKOTA_MCINTOSH
ND 2002,NORTH DAKOTA,MCKENZIE,McKenzie,Hardwood,0,71,71,0,0,0,0,0,0,0,71,71,43,0.78,0.45,0.80,18866,608,608,0,486,122,NORTH DAKOTA_MCKENZIE
ND 2002,NORTH DAKOTA,MCLEAN,McLean,Hardwood,0,12,12,0,0,0,0,0,0,0,12,12,43,0.78,0.45,0.80,18866,103,103,0,82,21,NORTH DAKOTA_MCLEAN
ND 2002,NORTH DAKOTA,MERCER,Mercer,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,NORTH DAKOTA_MERCER
ND 2002,NORTH DAKOTA,MORTON,Morton,Hardwood,2,29,31,0,1,1,0,0,0,3,30,33,43,0.78,0.45,0.80,18866,282,265,17,226,56,NORTH DAKOTA_MORTON
ND 2002,NORTH DAKOTA,MOUNTRAIL,Mountrail,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,NORTH DAKOTA_MOUNTRAIL
ND 2002,NORTH DAKOTA,NELSON,Nelson,Hardwood,0,19,19,0,0,0,145,413,558,145,433,578,43,0.78,0.45,0.80,18866,4946,163,4784,3957,989,NORTH DAKOTA_NELSON
ND 2002,NORTH DAKOTA,PEMBINA,Pembina,Hardwood,89,22,110,7,11,18,355,244,599,451,276,727,43,0.78,0.45,0.80,18866,6221,941,5280,4977,1244,NORTH DAKOTA_PEMBINA
ND 2002,NORTH DAKOTA,RAMSEY,Ramsey,Hardwood,0,110,110,0,0,0,0,0,0,0,110,110,43,0.78,0.45,0.80,18866,941,941,0,753,188,NORTH DAKOTA_RAMSEY
ND 2002,NORTH DAKOTA,RANSOM,Ransom,Hardwood,9,84,93,2,3,5,9,136,145,20,223,243,43,0.78,0.45,0.80,18866,2080,796,1284,1664,416,NORTH DAKOTA_RANSOM
ND 2002,NORTH DAKOTA,RENVILLE,Renville,Hardwood,0,0,0,0,0,0,0,160,160,0,160,160,43,0.78,0.45,0.80,18866,1369,0,1369,1095,274,NORTH DAKOTA_RENVILLE
ND 2002,NORTH DAKOTA,RICHLAND,Richland,Hardwood,30,99,130,6,11,17,0,0,0,37,111,147,43,0.78,0.45,0.80,18866,1258,1113,145,1006,252,NORTH DAKOTA_RICHLAND
ND 2002,NORTH DAKOTA,ROLETTE,Rolette,Hardwood,0,0,0,0,0,0,63,50,113,63,50,113,43,0.78,0.45,0.80,18866,967,0,967,774,193,NORTH DAKOTA_ROLETTE
ND 2002,NORTH DAKOTA,SARGENT,Sargent,Hardwood,5,0,6,1,2,3,0,0,0,6,2,9,43,0.78,0.45,0.80,18866,77,51,26,62,15,NORTH DAKOTA_SARGENT
ND 2002,NORTH DAKOTA,SHERIDAN,Sheridan,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.80,18866,60,60,0,48,12,NORTH DAKOTA_SHERIDAN
ND 2002,NORTH DAKOTA,SIOUX,Sioux,Hardwood,1,2,3,0,0,0,0,0,0,1,2,3,43,0.78,0.45,0.80,18866,26,26,0,21,5,NORTH DAKOTA_SIOUX
ND 2002,NORTH DAKOTA,STARK,Stark,Hardwood,0,86,86,0,0,0,23,71,95,23,158,181,43,0.78,0.45,0.80,18866,1549,736,813,1239,310,NORTH DAKOTA_STARK
ND 2002,NORTH DAKOTA,STEELE,Steele,Hardwood,5,0,6,1,2,3,0,0,0,6,2,9,43,0.78,0.45,0.80,18866,77,51,26,62,15,NORTH DAKOTA_STEELE
ND 2002,NORTH DAKOTA,STUTSMAN,Stutsman,Hardwood,0,102,102,0,0,0,0,0,0,0,102,102,43,0.78,0.45,0.80,18866,873,873,0,698,175,NORTH DAKOTA_STUTSMAN
ND 2002,NORTH DAKOTA,TRAILL,Traill,Hardwood,42,86,128,9,16,24,0,0,0,51,102,153,43,0.78,0.45,0.80,18866,1309,1095,214,1047,262,NORTH DAKOTA_TRAILL
ND 2002,NORTH DAKOTA,WALSH,Walsh,Hardwood,0,66,66,0,0,0,0,0,0,0,66,66,43,0.78,0.45,0.80,18866,565,565,0,452,113,NORTH DAKOTA_WALSH
