State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet ,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
IN 2002,INDIANA,VANDERBURGH,Vanderburgh,Hardwood,468,193,661,149,270,419,659,157,816,"1,275",620,"1,896",43,0.78,0.45,0.80,18866,16225,5657,10569,12980,3245,INDIANA_VANDERBURGH
IN 2002,INDIANA,VERMILLION,Vermillion,Hardwood,195,558,753,55,114,169,63,19,82,313,691,"1,004",43,0.78,0.45,0.80,18866,8592,6444,2148,6874,1718,INDIANA_VERMILLION
IN 2002,INDIANA,VIGO,Vigo,Hardwood,"1,885",413,"2,298",507,"1,034","1,541",49,33,82,"2,441","1,480","3,921",43,0.78,0.45,0.80,18866,33555,19666,13889,26844,6711,INDIANA_VIGO
IN 2002,INDIANA,WABASH,Wabash,Hardwood,842,39,882,217,445,663,0,0,0,"1,060",485,"1,544",43,0.78,0.45,0.80,18866,13213,7548,5665,10571,2643,INDIANA_WABASH
IN 2002,INDIANA,WARREN,Warren,Hardwood,120,8,128,35,74,109,0,0,0,155,82,237,43,0.78,0.45,0.80,18866,2028,1095,933,1623,406,INDIANA_WARREN
IN 2002,INDIANA,WARRICK,Warrick,Hardwood,369,24,393,121,217,338,"1,014",267,"1,281","1,505",508,"2,013",43,0.78,0.45,0.80,18866,17227,3363,13864,13781,3445,INDIANA_WARRICK
IN 2002,INDIANA,WASHINGTON,Washington,Hardwood,"2,597",926,"3,522",762,"1,546","2,309",0,0,0,"3,359","2,472","5,831",43,0.78,0.45,0.80,18866,49900,30140,19760,39920,9980,INDIANA_WASHINGTON
IN 2002,INDIANA,WAYNE,Wayne,Hardwood,265,17,282,74,149,223,0,0,0,339,165,505,43,0.78,0.45,0.80,18866,4322,2413,1908,3457,864,INDIANA_WAYNE
IN 2002,INDIANA,WELLS,Wells,Hardwood,19,210,228,5,12,17,0,0,0,24,221,245,43,0.78,0.45,0.80,18866,2097,1951,145,1677,419,INDIANA_WELLS
IN 2002,INDIANA,WHITE,White,Hardwood,340,10,350,70,130,200,0,0,0,410,140,551,43,0.78,0.45,0.80,18866,4715,2995,1720,3772,943,INDIANA_WHITE
IN 2002,INDIANA,WHITLEY,Whitley,Hardwood,353,879,"1,232",98,207,305,808,196,"1,004","1,259","1,282","2,541",43,0.78,0.45,0.80,18866,21745,10543,11202,17396,4349,INDIANA_WHITLEY
KS 2002,KANSAS,ALLEN,Allen,Hardwood,14,5,19,3,4,7,0,40,40,17,50,66,43,0.78,0.45,0.80,18866,565,163,402,452,113,KANSAS_ALLEN
KS 2002,KANSAS,ANDERSON,Anderson,Hardwood,22,529,552,3,6,9,39,43,82,65,578,642,43,0.78,0.45,0.80,18866,5494,4724,770,4395,1099,KANSAS_ANDERSON
KS 2002,KANSAS,ATCHISON,Atchison,Hardwood,177,87,264,29,54,83,192,261,452,398,401,799,43,0.78,0.45,0.80,18866,6838,2259,4578,5470,1368,KANSAS_ATCHISON
KS 2002,KANSAS,BARBER,Barber,Hardwood,0,85,85,0,0,0,12,117,129,12,201,214,43,0.78,0.45,0.80,18866,1831,727,1104,1465,366,KANSAS_BARBER
KS 2002,KANSAS,BARTON,Barton,Hardwood,26,127,153,0,1,1,0,0,0,27,128,154,43,0.78,0.45,0.80,18866,1318,1309,9,1054,264,KANSAS_BARTON
KS 2002,KANSAS,BOURBON,Bourbon,Hardwood,42,38,80,8,13,20,83,162,245,133,212,345,43,0.78,0.45,0.80,18866,2952,685,2268,2362,590,KANSAS_BOURBON
KS 2002,KANSAS,BROWN,Brown,Hardwood,30,92,122,5,9,14,0,56,56,35,158,193,43,0.78,0.45,0.80,18866,1652,1044,608,1321,330,KANSAS_BROWN
KS 2002,KANSAS,BUTLER,Butler,Hardwood,22,370,393,4,7,11,0,0,0,27,377,404,43,0.78,0.45,0.80,18866,3457,3363,94,2766,691,KANSAS_BUTLER
KS 2002,KANSAS,CHASE,Chase,Hardwood,24,41,65,5,8,13,0,0,0,29,49,78,43,0.78,0.45,0.80,18866,668,556,111,534,134,KANSAS_CHASE
KS 2002,KANSAS,CHAUTAUQUA,Chautauqua,Hardwood,13,33,46,3,4,7,59,242,301,75,279,355,43,0.78,0.45,0.80,18866,3038,394,2644,2430,608,KANSAS_CHAUTAUQUA
KS 2002,KANSAS,CHEROKEE,Cherokee,Hardwood,210,223,432,46,66,112,46,13,58,301,301,603,43,0.78,0.45,0.80,18866,5160,3697,1463,4128,1032,KANSAS_CHEROKEE
KS 2002,KANSAS,CLAY,Clay,Hardwood,17,30,46,3,5,9,0,0,0,20,35,55,43,0.78,0.45,0.80,18866,471,394,77,377,94,KANSAS_CLAY
KS 2002,KANSAS,CLOUD,Cloud,Hardwood,3,74,78,0,0,0,0,0,0,3,75,78,43,0.78,0.45,0.80,18866,668,668,0,534,134,KANSAS_CLOUD
KS 2002,KANSAS,COFFEY,Coffey,Hardwood,154,359,513,11,23,34,0,23,23,165,404,569,43,0.78,0.45,0.80,18866,4869,4390,479,3895,974,KANSAS_COFFEY
KS 2002,KANSAS,COWLEY,Cowley,Hardwood,205,266,471,33,65,97,0,26,26,238,357,595,43,0.78,0.45,0.80,18866,5092,4031,1061,4073,1018,KANSAS_COWLEY
KS 2002,KANSAS,CRAWFORD,Crawford,Hardwood,34,47,82,6,11,17,10,32,42,50,90,141,43,0.78,0.45,0.80,18866,1207,702,505,965,241,KANSAS_CRAWFORD
KS 2002,KANSAS,DICKINSON,Dickinson,Hardwood,168,199,367,44,54,98,0,0,0,212,253,465,43,0.78,0.45,0.80,18866,3979,3141,839,3183,796,KANSAS_DICKINSON
KS 2002,KANSAS,DONIPHAN,Doniphan,Hardwood,12,7,19,3,4,7,120,214,334,135,225,360,43,0.78,0.45,0.80,18866,3081,163,2918,2465,616,KANSAS_DONIPHAN
KS 2002,KANSAS,DOUGLAS,Douglas,Hardwood,24,"2,493","2,517",3,5,8,51,103,154,78,"2,601","2,679",43,0.78,0.45,0.80,18866,22926,21540,1386,18341,4585,KANSAS_DOUGLAS
KS 2002,KANSAS,ELK,Elk,Hardwood,14,803,817,3,4,7,0,65,65,17,872,889,43,0.78,0.45,0.80,18866,7608,6992,616,6086,1522,KANSAS_ELK
KS 2002,KANSAS,ELLIS,Ellis,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.80,18866,43,43,0,34,9,KANSAS_ELLIS
KS 2002,KANSAS,ELLSWORTH,Ellsworth,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,KANSAS_ELLSWORTH
KS 2002,KANSAS,FINNEY,Finney,Hardwood,0,49,49,0,0,0,0,0,0,0,49,49,43,0.78,0.45,0.80,18866,419,419,0,335,84,KANSAS_FINNEY
KS 2002,KANSAS,FORD,Ford,Hardwood,0,254,254,0,0,0,0,0,0,0,254,254,43,0.78,0.45,0.80,18866,2174,2174,0,1739,435,KANSAS_FORD
KS 2002,KANSAS,FRANKLIN,Franklin,Hardwood,150,31,181,25,47,72,224,203,427,398,282,680,43,0.78,0.45,0.80,18866,5819,1549,4270,4655,1164,KANSAS_FRANKLIN
KS 2002,KANSAS,GEARY,Geary,Hardwood,15,106,121,3,4,7,14,5,20,32,116,148,43,0.78,0.45,0.80,18866,1267,1035,231,1013,253,KANSAS_GEARY
KS 2002,KANSAS,GRAY,Gray,Hardwood,242,320,561,0,8,8,0,0,0,242,327,569,43,0.78,0.45,0.80,18866,4869,4801,68,3895,974,KANSAS_GRAY
KS 2002,KANSAS,GREENWOOD,Greenwood,Hardwood,248,210,458,35,71,106,28,44,72,311,324,636,43,0.78,0.45,0.80,18866,5443,3919,1523,4354,1089,KANSAS_GREENWOOD
KS 2002,KANSAS,HAMILTON,Hamilton,Hardwood,0,90,90,0,0,0,0,0,0,0,90,90,43,0.78,0.45,0.80,18866,770,770,0,616,154,KANSAS_HAMILTON
KS 2002,KANSAS,HARPER,Harper,Hardwood,1,88,88,0,0,0,0,0,0,1,88,89,43,0.78,0.45,0.80,18866,762,753,9,609,152,KANSAS_HARPER
KS 2002,KANSAS,HARVEY,Harvey,Hardwood,18,145,163,3,5,8,0,0,0,21,149,171,43,0.78,0.45,0.80,18866,1463,1395,68,1171,293,KANSAS_HARVEY
KS 2002,KANSAS,JACKSON,Jackson,Hardwood,0,"1,289","1,289",0,0,0,222,670,892,222,"1,959","2,182",43,0.78,0.45,0.80,18866,18673,11031,7642,14938,3735,KANSAS_JACKSON
KS 2002,KANSAS,JEFFERSON,Jefferson,Hardwood,77,600,677,7,13,19,40,493,533,123,"1,106","1,229",43,0.78,0.45,0.80,18866,10517,5794,4724,8414,2103,KANSAS_JEFFERSON
KS 2002,KANSAS,JEWELL,Jewell,Hardwood,0,305,305,0,0,0,0,0,0,0,305,305,43,0.78,0.45,0.80,18866,2610,2610,0,2088,522,KANSAS_JEWELL
KS 2002,KANSAS,JOHNSON,Johnson,Hardwood,43,321,364,4,7,11,114,184,297,161,512,672,43,0.78,0.45,0.80,18866,5751,3115,2636,4601,1150,KANSAS_JOHNSON
KS 2002,KANSAS,KINGMAN,Kingman,Hardwood,0,129,129,0,0,0,0,0,0,0,129,129,43,0.78,0.45,0.80,18866,1104,1104,0,883,221,KANSAS_KINGMAN
KS 2002,KANSAS,KIOWA,Kiowa,Hardwood,0,34,34,0,0,0,0,0,0,0,34,34,43,0.78,0.45,0.80,18866,291,291,0,233,58,KANSAS_KIOWA
KS 2002,KANSAS,LABETTE,Labette,Hardwood,37,41,78,7,12,19,0,57,57,45,110,154,43,0.78,0.45,0.80,18866,1318,668,650,1054,264,KANSAS_LABETTE
KS 2002,KANSAS,LEAVENWORTH,Leavenworth,Hardwood,29,105,135,5,9,15,156,326,482,190,441,631,43,0.78,0.45,0.80,18866,5400,1155,4245,4320,1080,KANSAS_LEAVENWORTH
KS 2002,KANSAS,LINCOLN,Lincoln,Hardwood,17,8,25,5,6,11,576,317,893,598,331,928,43,0.78,0.45,0.80,18866,7942,214,7728,6353,1588,KANSAS_LINCOLN
KS 2002,KANSAS,LINN,Linn,Hardwood,49,203,252,9,14,23,86,242,328,144,459,604,43,0.78,0.45,0.80,18866,5169,2157,3012,4135,1034,KANSAS_LINN
KS 2002,KANSAS,LYON,Lyon,Hardwood,261,237,498,44,82,126,0,0,0,305,318,624,43,0.78,0.45,0.80,18866,5340,4262,1078,4272,1068,KANSAS_LYON
KS 2002,KANSAS,MARION,Marion,Hardwood,14,71,85,3,4,7,0,0,0,17,76,92,43,0.78,0.45,0.80,18866,787,727,60,630,157,KANSAS_MARION
KS 2002,KANSAS,MARSHALL,Marshall,Hardwood,0,8,8,0,0,0,118,361,479,118,369,487,43,0.78,0.45,0.80,18866,4168,68,4099,3334,834,KANSAS_MARSHALL
KS 2002,KANSAS,MCPHERSON,McPherson,Hardwood,21,227,248,4,7,11,0,0,0,25,234,259,43,0.78,0.45,0.80,18866,2216,2122,94,1773,443,KANSAS_MCPHERSON
KS 2002,KANSAS,MEADE,Meade,Hardwood,0,68,68,0,0,0,0,0,0,0,68,68,43,0.78,0.45,0.80,18866,582,582,0,466,116,KANSAS_MEADE
KS 2002,KANSAS,MIAMI,Miami,Hardwood,96,132,227,10,17,26,329,283,612,434,431,866,43,0.78,0.45,0.80,18866,7411,1943,5468,5929,1482,KANSAS_MIAMI
KS 2002,KANSAS,MITCHELL,Mitchell,Hardwood,5,8,13,1,2,3,0,0,0,6,10,16,43,0.78,0.45,0.80,18866,137,111,26,110,27,KANSAS_MITCHELL
KS 2002,KANSAS,MONTGOMERY,Montgomery,Hardwood,222,731,952,33,55,88,14,6,19,268,792,"1,060",43,0.78,0.45,0.80,18866,9071,8147,924,7257,1814,KANSAS_MONTGOMERY
KS 2002,KANSAS,MORRIS,Morris,Hardwood,56,11,66,8,17,25,0,16,16,64,44,108,43,0.78,0.45,0.80,18866,924,565,359,739,185,KANSAS_MORRIS
KS 2002,KANSAS,NEMAHA,Nemaha,Hardwood,9,2,10,2,3,5,44,14,58,54,18,73,43,0.78,0.45,0.80,18866,625,86,539,500,125,KANSAS_NEMAHA
KS 2002,KANSAS,NEOSHO,Neosho,Hardwood,33,144,177,3,6,9,10,117,127,46,267,313,43,0.78,0.45,0.80,18866,2679,1515,1164,2143,536,KANSAS_NEOSHO
KS 2002,KANSAS,NESS,Ness,Hardwood,0,1,1,0,0,0,72,321,392,72,321,393,43,0.78,0.45,0.80,18866,3363,9,3355,2691,673,KANSAS_NESS
KS 2002,KANSAS,OSAGE,Osage,Hardwood,14,20,34,3,4,7,10,73,84,27,98,125,43,0.78,0.45,0.80,18866,1070,291,779,856,214,KANSAS_OSAGE
KS 2002,KANSAS,OSBORNE,Osborne,Hardwood,0,16,16,0,0,0,0,0,0,0,16,16,43,0.78,0.45,0.80,18866,137,137,0,110,27,KANSAS_OSBORNE
KS 2002,KANSAS,OTTAWA,Ottawa,Hardwood,45,93,138,9,14,24,0,0,0,55,107,162,43,0.78,0.45,0.80,18866,1386,1181,205,1109,277,KANSAS_OTTAWA
KS 2002,KANSAS,PAWNEE,Pawnee,Hardwood,2,26,28,0,0,1,0,0,0,2,27,29,43,0.78,0.45,0.80,18866,248,240,9,199,50,KANSAS_PAWNEE
KS 2002,KANSAS,PHILLIPS,Phillips,Hardwood,0,0,0,0,0,0,0,22,22,0,22,22,43,0.78,0.45,0.80,18866,188,0,188,151,38,KANSAS_PHILLIPS
KS 2002,KANSAS,POTTAWATOMIE,Pottawatomie,Hardwood,51,208,259,9,16,25,220,197,417,280,421,701,43,0.78,0.45,0.80,18866,5999,2216,3783,4799,1200,KANSAS_POTTAWATOMIE
KS 2002,KANSAS,PRATT,Pratt,Hardwood,0,119,119,0,0,0,0,0,0,0,119,119,43,0.78,0.45,0.80,18866,1018,1018,0,815,204,KANSAS_PRATT
KS 2002,KANSAS,RENO,Reno,Hardwood,14,108,122,0,1,1,0,0,0,15,108,123,43,0.78,0.45,0.80,18866,1053,1044,9,842,211,KANSAS_RENO
KS 2002,KANSAS,REPUBLIC,Republic,Hardwood,0,339,339,0,0,0,0,0,0,0,339,339,43,0.78,0.45,0.80,18866,2901,2901,0,2321,580,KANSAS_REPUBLIC
KS 2002,KANSAS,RICE,Rice,Hardwood,28,35,63,0,1,1,0,0,0,28,36,64,43,0.78,0.45,0.80,18866,548,539,9,438,110,KANSAS_RICE
KS 2002,KANSAS,RILEY,Riley,Hardwood,43,247,291,5,9,14,0,0,0,48,256,304,43,0.78,0.45,0.80,18866,2602,2490,111,2081,520,KANSAS_RILEY
KS 2002,KANSAS,RUSSELL,Russell,Hardwood,0,22,22,0,0,0,0,0,0,0,22,22,43,0.78,0.45,0.80,18866,188,188,0,151,38,KANSAS_RUSSELL
KS 2002,KANSAS,SALINE,Saline,Hardwood,13,199,212,3,4,7,0,0,0,16,203,219,43,0.78,0.45,0.80,18866,1874,1814,60,1499,375,KANSAS_SALINE
KS 2002,KANSAS,SEDGWICK,Sedgwick,Hardwood,13,503,516,3,4,7,0,0,0,16,507,523,43,0.78,0.45,0.80,18866,4476,4416,60,3581,895,KANSAS_SEDGWICK
KS 2002,KANSAS,SHAWNEE,Shawnee,Hardwood,81,536,617,13,25,38,130,266,396,224,827,"1,051",43,0.78,0.45,0.80,18866,8994,5280,3714,7195,1799,KANSAS_SHAWNEE
KS 2002,KANSAS,SHERIDAN,Sheridan,Hardwood,0,16,16,0,0,0,0,0,0,0,16,16,43,0.78,0.45,0.80,18866,137,137,0,110,27,KANSAS_SHERIDAN
KS 2002,KANSAS,SHERMAN,Sherman,Hardwood,0,30,30,0,0,0,0,0,0,0,30,30,43,0.78,0.45,0.80,18866,257,257,0,205,51,KANSAS_SHERMAN
KS 2002,KANSAS,SMITH,Smith,Hardwood,0,507,507,0,0,0,0,0,0,0,507,507,43,0.78,0.45,0.80,18866,4339,4339,0,3471,868,KANSAS_SMITH
KS 2002,KANSAS,STAFFORD,Stafford,Hardwood,2,0,2,0,0,1,0,0,0,2,1,3,43,0.78,0.45,0.80,18866,26,17,9,21,5,KANSAS_STAFFORD
KS 2002,KANSAS,SUMNER,Sumner,Hardwood,13,22,36,3,4,7,0,0,0,16,26,43,43,0.78,0.45,0.80,18866,368,308,60,294,74,KANSAS_SUMNER
KS 2002,KANSAS,THOMAS,Thomas,Hardwood,0,39,39,0,0,0,0,0,0,0,39,39,43,0.78,0.45,0.80,18866,334,334,0,267,67,KANSAS_THOMAS
KS 2002,KANSAS,TREGO,Trego,Hardwood,0,136,136,0,0,0,0,0,0,0,136,136,43,0.78,0.45,0.80,18866,1164,1164,0,931,233,KANSAS_TREGO
KS 2002,KANSAS,WABAUNSEE,Wabaunsee,Hardwood,13,29,43,3,4,7,47,196,243,63,230,293,43,0.78,0.45,0.80,18866,2507,368,2139,2006,501,KANSAS_WABAUNSEE
KS 2002,KANSAS,WALLACE,Wallace,Hardwood,0,271,271,0,0,0,0,0,0,0,271,271,43,0.78,0.45,0.80,18866,2319,2319,0,1855,464,KANSAS_WALLACE
KS 2002,KANSAS,WASHINGTON,Washington,Hardwood,0,9,9,0,0,0,35,193,228,35,202,237,43,0.78,0.45,0.80,18866,2028,77,1951,1623,406,KANSAS_WASHINGTON
KS 2002,KANSAS,WILSON,Wilson,Hardwood,33,250,282,4,6,10,4,31,35,41,287,328,43,0.78,0.45,0.80,18866,2807,2413,394,2246,561,KANSAS_WILSON
KS 2002,KANSAS,WOODSON,Woodson,Hardwood,184,47,231,29,57,86,98,32,131,311,137,448,43,0.78,0.45,0.80,18866,3834,1977,1857,3067,767,KANSAS_WOODSON
KS 2002,KANSAS,WYANDOTTE,Wyandotte,Hardwood,14,47,61,3,4,7,0,8,8,17,59,76,43,0.78,0.45,0.80,18866,650,522,128,520,130,KANSAS_WYANDOTTE
KY 2002,KENTUCKY,ADAIR,Adair,Hardwood,"2,635","1,156","3,791",806,462,"1,269","1,091",227,"1,318","4,533","1,845","6,378",43,0.78,0.45,0.80,18866,54581,32442,22139,43665,10916,KENTUCKY_ADAIR
KY 2002,KENTUCKY,ALLEN,Allen,Hardwood,"2,566","1,120","3,685",785,450,"1,234","1,061",220,"1,281","4,411","1,790","6,201",43,0.78,0.45,0.80,18866,53066,31535,21531,42453,10613,KENTUCKY_ALLEN
KY 2002,KENTUCKY,ANDERSON,Anderson,Hardwood,8,4,12,3,2,4,3,1,4,14,6,20,43,0.78,0.45,0.80,18866,171,103,68,137,34,KENTUCKY_ANDERSON
KY 2002,KENTUCKY,BALLARD,Ballard,Hardwood,648,345,993,211,121,332,307,64,371,"1,167",529,"1,696",43,0.78,0.45,0.80,18866,14514,8498,6016,11611,2903,KENTUCKY_BALLARD
KY 2002,KENTUCKY,BARREN,Barren,Hardwood,"1,825",800,"2,624",559,320,879,756,157,913,"3,140","1,277","4,417",43,0.78,0.45,0.80,18866,37799,22455,15344,30240,7560,KENTUCKY_BARREN
KY 2002,KENTUCKY,BATH,Bath,Hardwood,379,165,544,116,66,182,401,83,484,896,315,"1,211",43,0.78,0.45,0.80,18866,10363,4655,5708,8291,2073,KENTUCKY_BATH
KY 2002,KENTUCKY,BELL,Bell,Hardwood,"1,040",444,"1,484",322,185,507,436,90,526,"1,797",719,"2,517",43,0.78,0.45,0.80,18866,21540,12700,8840,17232,4308,KENTUCKY_BELL
KY 2002,KENTUCKY,BOONE,Boone,Hardwood,50,20,70,15,9,24,20,4,24,85,33,118,43,0.78,0.45,0.80,18866,1010,599,411,808,202,KENTUCKY_BOONE
KY 2002,KENTUCKY,BOURBON,Bourbon,Hardwood,45,17,62,13,7,20,18,4,22,76,28,105,43,0.78,0.45,0.80,18866,899,531,368,719,180,KENTUCKY_BOURBON
KY 2002,KENTUCKY,BOYD,Boyd,Hardwood,608,283,891,189,109,298,257,53,310,"1,054",445,"1,499",43,0.78,0.45,0.80,18866,12828,7625,5203,10262,2566,KENTUCKY_BOYD
KY 2002,KENTUCKY,BOYLE,Boyle,Hardwood,560,244,804,171,98,269,231,48,279,962,390,"1,352",43,0.78,0.45,0.80,18866,11570,6880,4690,9256,2314,KENTUCKY_BOYLE
KY 2002,KENTUCKY,BRACKEN,Bracken,Hardwood,217,95,312,66,38,104,90,19,109,374,152,525,43,0.78,0.45,0.80,18866,4493,2670,1823,3594,899,KENTUCKY_BRACKEN
KY 2002,KENTUCKY,BREATHITT,Breathitt,Hardwood,"2,980","1,381","4,361",928,532,"1,460","1,255",261,"1,516","5,163","2,174","7,337",43,0.78,0.45,0.80,18866,62788,37320,25468,50230,12558,KENTUCKY_BREATHITT
KY 2002,KENTUCKY,BRECKINRIDGE,Breckinridge,Hardwood,"2,592","1,196","3,788",806,462,"1,268","1,090",227,"1,317","4,488","1,884","6,372",43,0.78,0.45,0.80,18866,54530,32417,22113,43624,10906,KENTUCKY_BRECKINRIDGE
KY 2002,KENTUCKY,BULLITT,Bullitt,Hardwood,538,233,772,164,94,258,222,46,268,924,374,"1,298",43,0.78,0.45,0.80,18866,11108,6607,4501,8886,2222,KENTUCKY_BULLITT
KY 2002,KENTUCKY,BUTLER,Butler,Hardwood,"2,559","1,236","3,794",807,463,"1,270","1,092",227,"1,319","4,458","1,925","6,383",43,0.78,0.45,0.80,18866,54624,32468,22156,43699,10925,KENTUCKY_BUTLER
KY 2002,KENTUCKY,CALDWELL,Caldwell,Hardwood,"1,134",518,"1,651",351,201,553,484,100,584,"1,969",819,"2,788",43,0.78,0.45,0.80,18866,23859,14129,9730,19087,4772,KENTUCKY_CALDWELL
KY 2002,KENTUCKY,CALLOWAY,Calloway,Hardwood,899,409,"1,307",278,160,438,377,78,455,"1,554",647,"2,200",43,0.78,0.45,0.80,18866,18827,11185,7642,15062,3765,KENTUCKY_CALLOWAY
KY 2002,KENTUCKY,CAMPBELL,Campbell,Hardwood,40,17,57,12,7,19,17,3,20,69,28,96,43,0.78,0.45,0.80,18866,822,488,334,657,164,KENTUCKY_CAMPBELL
KY 2002,KENTUCKY,CARLISLE,Carlisle,Hardwood,"1,399",711,"2,110",449,257,706,608,126,734,"2,456","1,094","3,550",43,0.78,0.45,0.80,18866,30380,18057,12323,24304,6076,KENTUCKY_CARLISLE
KY 2002,KENTUCKY,CARROLL,Carroll,Hardwood,142,59,201,43,25,68,58,12,70,243,96,339,43,0.78,0.45,0.80,18866,2901,1720,1181,2321,580,KENTUCKY_CARROLL
KY 2002,KENTUCKY,CARTER,Carter,Hardwood,"2,301","1,056","3,357",715,410,"1,124",966,201,"1,167","3,982","1,666","5,649",43,0.78,0.45,0.80,18866,48343,28728,19614,38674,9669,KENTUCKY_CARTER
KY 2002,KENTUCKY,CASEY,Casey,Hardwood,"2,549","1,118","3,667",780,447,"1,227","1,075",223,"1,298","4,404","1,789","6,192",43,0.78,0.45,0.80,18866,52989,31381,21608,42392,10598,KENTUCKY_CASEY
KY 2002,KENTUCKY,CHRISTIAN,Christian,Hardwood,"2,578","1,138","3,716",791,453,"1,244","1,070",222,"1,292","4,438","1,813","6,251",43,0.78,0.45,0.80,18866,53494,31801,21694,42796,10699,KENTUCKY_CHRISTIAN
KY 2002,KENTUCKY,CLARK,Clark,Hardwood,62,24,86,18,11,29,25,5,30,105,40,145,43,0.78,0.45,0.80,18866,1241,736,505,993,248,KENTUCKY_CLARK
KY 2002,KENTUCKY,CLAY,Clay,Hardwood,"2,081",893,"2,974",633,363,996,"1,076",224,"1,300","3,791","1,480","5,270",43,0.78,0.45,0.80,18866,45099,25451,19649,36079,9020,KENTUCKY_CLAY
KY 2002,KENTUCKY,CLINTON,Clinton,Hardwood,"2,856","1,232","4,088",870,499,"1,369","1,177",244,"1,421","4,902","1,975","6,878",43,0.78,0.45,0.80,18866,58860,34984,23876,47088,11772,KENTUCKY_CLINTON
KY 2002,KENTUCKY,CRITTENDEN,Crittenden,Hardwood,"1,304",590,"1,894",403,231,634,546,113,659,"2,253",934,"3,187",43,0.78,0.45,0.80,18866,27273,16208,11065,21819,5455,KENTUCKY_CRITTENDEN
KY 2002,KENTUCKY,CUMBERLAND,Cumberland,Hardwood,"2,588","1,128","3,717",791,453,"1,244","1,070",222,"1,292","4,449","1,804","6,253",43,0.78,0.45,0.80,18866,53511,31809,21702,42809,10702,KENTUCKY_CUMBERLAND
KY 2002,KENTUCKY,DAVIESS,Daviess,Hardwood,"1,117",488,"1,605",341,196,537,462,96,558,"1,921",780,"2,700",43,0.78,0.45,0.80,18866,23106,13735,9371,18485,4621,KENTUCKY_DAVIESS
KY 2002,KENTUCKY,EDMONSON,Edmonson,Hardwood,571,257,829,176,101,278,238,50,288,986,408,"1,394",43,0.78,0.45,0.80,18866,11929,7094,4835,9544,2386,KENTUCKY_EDMONSON
KY 2002,KENTUCKY,ELLIOTT,Elliott,Hardwood,"1,355",630,"1,985",423,242,665,571,119,690,"2,349",991,"3,340",43,0.78,0.45,0.80,18866,28583,16987,11596,22866,5717,KENTUCKY_ELLIOTT
KY 2002,KENTUCKY,ESTILL,Estill,Hardwood,"1,957",850,"2,807",597,342,939,808,168,976,"3,362","1,360","4,723",43,0.78,0.45,0.80,18866,40418,24022,16397,32335,8084,KENTUCKY_ESTILL
KY 2002,KENTUCKY,FAYETTE,Fayette,Hardwood,36,14,49,11,6,17,14,3,17,61,23,84,43,0.78,0.45,0.80,18866,719,419,300,575,144,KENTUCKY_FAYETTE
KY 2002,KENTUCKY,FLEMING,Fleming,Hardwood,891,388,"1,279",272,156,428,368,77,445,"1,532",621,"2,153",43,0.78,0.45,0.80,18866,18425,10945,7479,14740,3685,KENTUCKY_FLEMING
KY 2002,KENTUCKY,FLOYD,Floyd,Hardwood,"1,228",558,"1,785",380,218,597,514,107,621,"2,121",882,"3,003",43,0.78,0.45,0.80,18866,25699,15276,10423,20559,5140,KENTUCKY_FLOYD
KY 2002,KENTUCKY,FULTON,Fulton,Hardwood,569,280,849,181,104,284,244,51,295,994,434,"1,428",43,0.78,0.45,0.80,18866,12220,7266,4955,9776,2444,KENTUCKY_FULTON
KY 2002,KENTUCKY,GALLATIN,Gallatin,Hardwood,38,16,54,12,7,18,16,3,19,65,26,91,43,0.78,0.45,0.80,18866,779,462,317,623,156,KENTUCKY_GALLATIN
KY 2002,KENTUCKY,GARRARD,Garrard,Hardwood,116,51,167,36,20,56,48,10,58,200,81,281,43,0.78,0.45,0.80,18866,2405,1429,976,1924,481,KENTUCKY_GARRARD
KY 2002,KENTUCKY,GRANT,Grant,Hardwood,48,21,69,15,9,24,20,4,24,83,34,117,43,0.78,0.45,0.80,18866,1001,590,411,801,200,KENTUCKY_GRANT
KY 2002,KENTUCKY,GRAVES,Graves,Hardwood,"1,238",588,"1,826",388,223,611,526,109,635,"2,153",920,"3,072",43,0.78,0.45,0.80,18866,26289,15626,10663,21031,5258,KENTUCKY_GRAVES
KY 2002,KENTUCKY,GRAYSON,Grayson,Hardwood,"1,956",884,"2,841",605,347,951,818,170,988,"3,379","1,401","4,780",43,0.78,0.45,0.80,18866,40906,24313,16593,32725,8181,KENTUCKY_GRAYSON
KY 2002,KENTUCKY,GREEN,Green,Hardwood,"1,000",436,"1,435",306,175,481,413,86,499,"1,719",697,"2,415",43,0.78,0.45,0.80,18866,20667,12280,8387,16534,4133,KENTUCKY_GREEN
